,users,followingRatio,order,freq,pcaInput,_1,_2,features,probability,prediction
16,54ec8d85-fcb4-2695-6332-e8c53e6e,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
17,57fbd139-416d-e97c-42e1-e3d21786,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
18,5a064204-6bd4-8b83-adec-4f0196a2,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]","[4.1884400533560235e-17,0.9999999999979118,2.0881416128935863e-12,4.1884400533560235e-17]",1
19,5bb4be5d-066c-8d6b-ec52-55325830,0.5,0.6666666666666666,0.0,"[0.5,0.6666666666666666,0.0]",-0.7261826353020586,0.40878261292550344,"[-0.7261826353020586,0.40878261292550344]","[2.2116018057190478e-16,2.1959079542263717e-09,0.9999999978040915,2.2116018057190478e-16]",2
20,5de63720-f52d-3d98-8315-9cffae99,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
21,6ba67821-cac2-1015-fa83-7a8546b6,0.25,0.9,0.0,"[0.25,0.9,0.0]",-0.5913513651817439,0.7230515630974655,"[-0.5913513651817439,0.7230515630974655]","[7.726237356313488e-17,0.9999999994107344,5.892654216992797e-10,7.726237356313488e-17]",1
22,6cb1567b-ce14-1c63-5c79-2d56cd65,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
23,76223a87-2695-2b9d-ac3d-b8a7f469,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
24,8095dea5-2414-2dd8-96a5-94762161,0.33333333333333337,0.5,0.0,"[0.33333333333333337,0.5,0.0]",-0.5065001929004621,0.32337078671844477,"[-0.5065001929004621,0.32337078671844477]","[5.208954921261674e-16,5.209621930737985e-16,0.9999999999999984,5.208954921261674e-16]",2
25,823fb65f-7880-5b1e-2c81-c7fdda61,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
26,889c7103-b73e-f33a-594f-f207a4cd,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
27,8bdf5cb3-35c1-f6f1-e618-f641fcc2,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.7079061171922689,0.7810121896314276,"[-0.7079061171922689,0.7810121896314276]","[2.683302541237862e-17,0.9999999244887527,7.551124713855236e-08,2.683302541237862e-17]",1
28,921196a3-13fa-e4ce-3af8-6cbdc712,0.3333333333333333,0.2222222222222222,0.0,"[0.3333333333333333,0.2222222222222222,0.0]",-0.3946080127383471,0.06912556287789884,"[-0.3946080127383471,0.06912556287789884]","[1.38684357772056e-16,1.38684357772056e-16,0.9999999999999996,1.38684357772056e-16]",2
29,979eea52-4e76-7700-5136-517b6799,0.25,0.0,0.0,"[0.25,0.0,0.0]",-0.22882070145649136,-0.10070296214590346,"[-0.22882070145649136,-0.10070296214590346]","[3.656437018023531e-16,3.656437018023531e-16,0.9999999999999989,3.656437018023531e-16]",2
30,9f9f9fdf-92e7-af14-0692-647f88c2,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
31,a3ec40af-975f-ba01-2db3-3caa97d9,0.3333333333333333,0.08333333333333333,0.0,"[0.3333333333333333,0.08333333333333333,0.0]",-0.3386619226572896,-0.057997049042374155,"[-0.3386619226572896,-0.057997049042374155]","[3.705639862057587e-16,3.705639862057587e-16,0.9999999999999989,3.705639862057587e-16]",2
32,a52f2bc6-a117-0f22-9ee9-126d536e,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
33,af4c2645-6fb3-16d2-5660-862ba713,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
34,b37edebf-8ae7-aa45-24a6-a71ab0cf,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]","[4.1884400533560235e-17,0.9999999999979118,2.0881416128935863e-12,4.1884400533560235e-17]",1
35,b543862d-e79a-96e0-43de-2a3df236,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]","[4.1884400533560235e-17,0.9999999999979118,2.0881416128935863e-12,4.1884400533560235e-17]",1
36,bd5f2e42-b664-0cc9-37b0-15736f11,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.7079061171922689,0.7810121896314276,"[-0.7079061171922689,0.7810121896314276]","[2.683302541237862e-17,0.9999999244887527,7.551124713855236e-08,2.683302541237862e-17]",1
37,bd68cd15-7a72-7240-6a6d-11fdf386,0.3333333333333333,0.8333333333333334,0.0,"[0.3333333333333333,0.8333333333333334,0.0]",-0.640770809095,0.6284650553271001,"[-0.640770809095,0.6284650553271001]","[1.2687572758670769e-15,0.9984759972710892,0.0015240027289083365,1.2687572758670769e-15]",1
38,be606175-e63e-f12e-d947-27baefe1,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]","[4.8578411586166445e-17,0.9817373466304806,0.018262653369519422,4.8578411586166445e-17]",1
39,c1d60570-2cbc-37b1-9e8a-4883bae7,0.3333333333333333,0.9166666666666666,0.0,"[0.3333333333333333,0.9166666666666666,0.0]",-0.6743384631436344,0.7047386224792638,"[-0.6743384631436344,0.7047386224792638]","[4.198661580347426e-17,0.9999970263548252,2.973645174737525e-06,4.198661580347426e-17]",1
40,cd63ab01-8f40-afeb-0b3d-ca6de10f,1.0,0.9166666666666666,0.0,"[1.0,0.9166666666666666,0.0]",-1.2845270003609448,0.4361973900901879,"[-1.2845270003609448,0.4361973900901879]","[5.827126964218714e-24,1.1140971753151894e-14,5.827127365970619e-24,0.9999999999999889]",3
41,d240496b-e2cf-209d-80f4-6a24fbd7,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.7079061171922689,0.7810121896314276,"[-0.7079061171922689,0.7810121896314276]","[2.683302541237862e-17,0.9999999244887527,7.551124713855236e-08,2.683302541237862e-17]",1
42,d48858c6-80ce-2e95-a74a-8d955a9e,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]","[4.8578411586166445e-17,0.9817373466304806,0.018262653369519422,4.8578411586166445e-17]",1
43,db0c804a-a6ad-cb9d-d037-84256d49,1.0,0.0,0.0,"[1.0,0.0,0.0]",-0.9152828058259654,-0.40281184858361385,"[-0.9152828058259654,-0.40281184858361385]","[1.0,1.6285270054777893e-29,1.6285270054777893e-29,7.663332256156145e-24]",0
44,e84ee6a5-b0be-fe4d-cee9-c9846350,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",-1.1838240382150413,0.20737668863369652,"[-1.1838240382150413,0.20737668863369652]","[1.939703716652257e-22,2.0074814475175328e-22,1.9397037166522635e-22,1.0]",3
45,e8f759fe-33ca-af05-511a-3b4aa7f5,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
46,e996ed9e-cf46-2cad-2e67-5688856d,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]","[4.1884400533560235e-17,0.9999999999979118,2.0881416128935863e-12,4.1884400533560235e-17]",1
47,eabfeaaa-351b-e551-fd2b-3e6d0f45,1.0,0.75,0.0,"[1.0,0.75,0.0]",-1.2173916922636758,0.28365025578586034,"[-1.2173916922636758,0.28365025578586034]","[3.221295292644969e-23,8.268181234894079e-20,3.22129529264938e-23,1.0]",3
48,ef41223d-f80f-838d-f944-d7c278c7,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]","[4.8578411586166445e-17,0.9817373466304806,0.018262653369519422,4.8578411586166445e-17]",1
49,f309c633-16b6-7dc6-6a93-65789e3f,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
50,fb1d6ed7-6e3b-21ed-c1d0-d1456834,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]","[6.3472160843077424e-24,1.2315489123800024e-13,6.3472704067109454e-24,0.9999999999998769]",3
