,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,prediction
129,9946a658-3dc0-f680-6e04-89182b0f,0.4615384615384616,0.16666666666666666,0.8,"[0.4615384615384616,0.16666666666666666,0.8]",0.8649012309178135,-0.27122080843864327,0
130,999f9f91-e880-70f1-00d3-e8994609,0.6153846153846154,0.05000000000000001,0.8571428571428571,"[0.6153846153846154,0.05000000000000001,0.8571428571428571]",0.923635194222399,-0.26983285871492235,0
131,99d9bce0-1f7d-da02-6d84-afe0122e,0.5384615384615384,0.20833333333333331,0.6666666666666666,"[0.5384615384615384,0.20833333333333331,0.6666666666666666]",0.748739443177116,-0.3754330479900463,0
132,9c5c43e2-3def-6e8f-844e-4ee72d08,0.6153846153846154,0.05000000000000001,1.0,"[0.6153846153846154,0.05000000000000001,1.0]",1.0641052033861105,-0.24383419076553448,0
133,9cc2cc33-730e-86eb-e910-ff1ec6fd,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",1.0544564259992804,-0.2006641367188134,0
134,9dfba79f-46d5-9b68-3a28-dff09283,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",1.0316721354561427,-0.07492904104555131,0
135,9e184ea2-45e6-abdb-90a9-fb5b011b,0.9230769230769232,0.11666666666666665,0.5454545454545454,"[0.9230769230769232,0.11666666666666665,0.5454545454545454]",0.6632588164846976,-0.570903432273891,2
136,a070cc15-8fb3-b7eb-834d-d191a652,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",0.7039087807408164,-0.1355925995941231,0
137,a134cb86-69ed-3ceb-ab8b-42799b5f,0.5384615384615384,0.20833333333333331,0.5,"[0.5384615384615384,0.20833333333333331,0.5]",0.5848577658194529,-0.40576482726433216,2
138,a1ac05b8-d131-07d0-f419-28c0d19a,1.0,0.4583333333333333,0.08333333333333333,"[1.0,0.4583333333333333,0.08333333333333333]",0.2648148972978945,-0.9612751722418935,2
139,a1b9f7ef-402c-6b05-11c1-33d65f47,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",1.1370149331241508,-0.6461864969199733,1
140,a4793f2a-58de-2b33-168f-32424641,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",0.726693071283954,-0.2613276952673852,0
141,a55e8048-fa92-f072-72e3-bbf2ba61,0.4615384615384616,0.0,1.0,"[0.4615384615384616,0.0,1.0]",1.0387749532038715,-0.10908757763623811,0
142,a7010942-2bf9-c022-3897-796a718f,0.38461538461538464,0.125,0.75,"[0.38461538461538464,0.125,0.75]",0.8007931735650813,-0.2003735260889546,0
143,a898d118-8b18-a02c-ae58-2a774d5f,0.5384615384615384,0.20833333333333331,0.3333333333333333,"[0.5384615384615384,0.20833333333333331,0.3333333333333333]",0.42097608846178985,-0.4360966065386181,2
144,a932ede5-1443-cb58-2838-6a6efc0a,0.4615384615384616,0.0,1.0,"[0.4615384615384616,0.0,1.0]",1.0387749532038715,-0.10908757763623811,0
145,a96e9db0-5940-66d7-4a98-2379b34d,0.38461538461538464,0.05555555555555556,0.75,"[0.38461538461538464,0.05555555555555556,0.75]",0.7912997191721073,-0.14798390289176205,0
146,a98a0de3-d8ed-675c-b2d4-ac776c7b,0.4615384615384616,0.0,1.0,"[0.4615384615384616,0.0,1.0]",1.0387749532038715,-0.10908757763623811,0
147,a997f5a7-10f2-8566-1c1d-559b423c,1.0,0.2777777777777777,1.0,"[1.0,0.2777777777777777,1.0]",1.1414811413433092,-0.6582373659206204,1
148,abcc36e1-adfa-f564-04d4-d632273a,0.4615384615384616,0.04166666666666666,0.8,"[0.4615384615384616,0.04166666666666666,0.8]",0.8478130130104602,-0.1769194866836967,0
149,abda0840-539e-d7ad-7f3c-e3005350,0.5384615384615384,0.0625,0.6666666666666666,"[0.5384615384615384,0.0625,0.6666666666666666]",0.7288031889518707,-0.265414839275942,0
150,abe4e05a-6e7f-9b91-6fc2-255d8ca8,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",0.7039087807408164,-0.1355925995941231,0
151,ad50ec3a-b5fa-441c-dff6-68962309,0.3076923076923077,0.25,0.0,"[0.3076923076923077,0.25,0.0]",0.07116636185330165,-0.3826548123645287,2
152,af82af91-5c05-62ed-d5f4-ab452057,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",1.0914463520378754,-0.394716305573449,1
153,b203a259-8fca-f544-f793-7196165c,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",1.1370149331241508,-0.6461864969199733,1
