,users,followingRatio,order,freq,pcaInput,_1,_2,features,probability,prediction
20,195b9f52-3731-37a7-2c74-19d11cb6,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.5402240115038325,1.2810683788796473,"[-0.5402240115038325,1.2810683788796473]","[0.9673377968185414,1.7273944041941692e-09,7.665183915946364e-17,0.032662201454064]",0
21,196bc15c-4aac-31e9-7c5d-3599ce10,0.5,0.0,0.2,"[0.5,0.0,0.2]",-0.20743498117645562,0.21199118167172093,"[-0.20743498117645562,0.21199118167172093]","[2.006867507481356e-15,8.44738756892014e-06,2.006867507481356e-15,0.999991552612427]",3
22,1acb1c12-47e9-e408-eaf9-8167947a,0.25,1.0,1.0,"[0.25,1.0,1.0]",0.682952066317071,1.1649678961140266,"[0.682952066317071,1.1649678961140266]","[4.1505815771665987e-23,4.8652913837210887e-08,0.9999999513413147,5.771448105504523e-12]",2
23,1b1cd7ac-2f24-1493-5d7e-d7873af1,0.25,1.0,0.75,"[0.25,1.0,0.75]",0.5075629113062594,1.126143609625188,"[0.5075629113062594,1.126143609625188]","[5.00717251570778e-10,0.9989234374412347,3.293027996614651e-16,0.0010765620580477666]",1
24,1beb31a1-0aea-018e-a7e1-82085ffa,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.5402240115038325,1.2810683788796473,"[-0.5402240115038325,1.2810683788796473]","[0.9673377968185414,1.7273944041941692e-09,7.665183915946364e-17,0.032662201454064]",0
25,1c09a110-d9c3-2442-9f5d-aee802c0,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]",-0.4165910561151467,1.0134910407290367,"[-0.4165910561151467,1.0134910407290367]","[1.6957638768832296e-06,0.0011972059540488903,4.888566905003607e-16,0.9988010982820738]",3
26,1cb07e56-7b73-0087-0a17-3e9c1f88,0.25,0.8571428571428571,0.5,"[0.25,0.8571428571428571,0.5]",0.30999252788596543,0.956004341148014,"[0.30999252788596543,0.956004341148014]","[0.01598725463948645,0.9712107327667876,1.1610471623583437e-16,0.012802012593725822]",1
27,1d3ed189-1162-0dd0-bcb2-fda83a50,0.16666666666666666,0.8,0.8333333333333334,"[0.16666666666666666,0.8,0.8333333333333334]",0.5929299607341053,0.9250887715910232,"[0.5929299607341053,0.9250887715910232]","[9.8262323425845e-05,0.9985690785141714,4.1528626299827223e-16,0.0013326591624022496]",1
28,1d66d118-9cc1-c6cd-c61c-02ca2ddc,0.5,0.75,0.4,"[0.5,0.75,0.4]",0.049327791981976565,0.9324542663015523,"[0.049327791981976565,0.9324542663015523]","[0.0037094058618393805,0.7829571044990518,2.038877068136611e-16,0.2133334896391086]",1
29,1d90b45b-4d8d-42a1-43cd-38e1a241,0.2,0.75,0.8,"[0.2,0.75,0.8]",0.5385982231103379,0.8860140731953039,"[0.5385982231103379,0.8860140731953039]","[0.0008825090827445493,0.9959069332810586,3.7026066226814723e-16,0.003210557636196512]",1
30,1e81aa64-c3c9-ee4f-ce3c-c4248be0,1.0,0.0,0.0,"[1.0,0.0,0.0]",-0.6954926103702097,0.3618635049613001,"[-0.6954926103702097,0.3618635049613001]","[7.65691065369858e-15,0.0001753660994692705,7.65691065369858e-15,0.9998246339005153]",3
31,1f7f3fd7-7087-1461-cf43-9add2172,0.3333333333333333,0.6666666666666666,0.75,"[0.3333333333333333,0.6666666666666666,0.75]",0.3978489941532829,0.8498972770658473,"[0.3978489941532829,0.8498972770658473]","[0.000979113134193888,0.9855956620230472,2.1340802894318448e-16,0.013425224842758633]",1
32,1f96865d-62d4-b049-1788-cfccf324,0.25,1.0,1.0,"[0.25,1.0,1.0]",0.682952066317071,1.1649678961140266,"[0.682952066317071,1.1649678961140266]","[4.1505815771665987e-23,4.8652913837210887e-08,0.9999999513413147,5.771448105504523e-12]",2
33,20e2fc85-7d0f-8a2c-b651-4b811a97,0.3333333333333333,0.4,0.3333333333333333,"[0.3333333333333333,0.4,0.3333333333333333]",0.0641287761042297,0.5400688332062238,"[0.0641287761042297,0.5400688332062238]","[7.174774330592165e-16,0.07219887025755906,7.174774330592165e-16,0.9278011297424396]",3
34,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,1.0,0.9090909090909092,0.08333333333333333,"[1.0,0.9090909090909092,0.08333333333333333]",-0.49587628700323266,1.2104457282621377,"[-0.49587628700323266,1.2104457282621377]","[0.8439692012591565,2.758547681961369e-07,2.118306337998036e-16,0.156030522886075]",0
35,258d2e1f-e3e8-2612-8285-895fb96d,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0.44960519377540864,1.1562989017052965,"[0.44960519377540864,1.1562989017052965]","[7.562703641317356e-10,0.9973928920353501,4.4230541921130655e-16,0.0026071072083791846]",1
36,269144fa-ef0e-c81e-52ff-df9a348a,0.25,0.8333333333333334,0.2307692307692308,"[0.25,0.8333333333333334,0.2307692307692308]",0.1174150280112034,0.8923077407517217,"[0.1174150280112034,0.8923077407517217]","[0.000449376072148588,0.8877803239074985,1.4582110459841038e-16,0.11177030002035275]",1
37,270174bf-baf8-aab4-48e3-139fcf47,0.5,0.3333333333333333,0.0,"[0.5,0.3333333333333333,0.0]",-0.2959901055629791,0.48733337712009905,"[-0.2959901055629791,0.48733337712009905]","[4.823808583620456e-16,0.007758515409615514,4.823808583620456e-16,0.9922414845903835]",3
38,27080783-250a-3521-f816-6e7b29cf,0.2,1.0,1.0,"[0.2,1.0,1.0]",0.7177266968355814,1.1468747208659615,"[0.7177266968355814,1.1468747208659615]","[2.2957538319434913e-23,2.4755241995204563e-08,0.9999999752427708,1.9872263978159396e-12]",2
39,2c1d08f2-a1ba-6915-db46-1a7721b9,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.5402240115038325,1.2810683788796473,"[-0.5402240115038325,1.2810683788796473]","[0.9673377968185414,1.7273944041941692e-09,7.665183915946364e-17,0.032662201454064]",0
40,2ee1d86b-74ed-47f3-5733-61cc4821,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.1924777063187276,1.1001366263989971,"[-0.1924777063187276,1.1001366263989971]","[0.7856958526105355,0.003678988364397793,1.5021548326800062e-16,0.2106251590250665]",0
41,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]",0.7409097838479218,1.1348126040339184,"[0.7409097838479218,1.1348126040339184]","[4.581024155220967e-23,4.4624693719370976e-08,0.9999999553724498,2.856558010994252e-12]",2
42,31a88be4-13ad-06c2-119c-3551a490,0.5,1.0,0.1,"[0.5,1.0,0.1]",-0.12232204431440298,1.1156663409945327,"[-0.12232204431440298,1.1156663409945327]","[0.9054889380215718,0.004474644840210855,8.517468363061206e-17,0.09003641713821742]",0
43,3244a4c0-3f85-3017-5694-2f5647cb,0.14285714285714285,0.8333333333333334,0.8571428571428571,"[0.14285714285714285,0.8333333333333334,0.8571428571428571]",0.631368657610924,0.9508106874119694,"[0.631368657610924,0.9508106874119694]","[7.2089083433741285e-06,0.9992569250232618,4.82899151813774e-16,0.0007358660683943114]",1
44,3447bacb-f54d-55c2-592f-3a3ff765,0.5,1.0,0.25,"[0.5,1.0,0.25]",-0.01708855130791606,1.1389609128878357,"[-0.01708855130791606,1.1389609128878357]","[0.8413440532890826,0.03030951185184973,2.2231271051386213e-16,0.12834643485906747]",0
45,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.5,1.0,0.25,"[0.5,1.0,0.25]",-0.01708855130791606,1.1389609128878357,"[-0.01708855130791606,1.1389609128878357]","[0.8413440532890826,0.03030951185184973,2.2231271051386213e-16,0.12834643485906747]",0
46,35813a40-7aa6-5336-237b-c93f1759,1.0,0.8571428571428571,0.0,"[1.0,0.8571428571428571,0.0]",-0.5624052399133149,1.1497533968913118,"[-0.5624052399133149,1.1497533968913118]","[0.015515906229859931,2.236883395461267e-06,1.2417274866608305e-15,0.9844818568867433]",3
47,35ce5334-aefb-9a61-d1c3-7f01a776,1.0,1.0,0.125,"[1.0,1.0,0.125]",-0.4525294339984267,1.3004805221240665,"[-0.4525294339984267,1.3004805221240665]","[0.9668666632823362,8.714929420009489e-09,7.112722313304645e-17,0.03313332800273427]",0
48,35daa597-4591-5a82-57a9-1fba2635,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]",0.44960519377540864,1.1562989017052965,"[0.44960519377540864,1.1562989017052965]","[7.562703641317356e-10,0.9973928920353501,4.4230541921130655e-16,0.0026071072083791846]",1
49,367365a7-8d2a-3b00-f3e3-f877be3c,0.5,0.8333333333333334,0.2857142857142857,"[0.5,0.8333333333333334,0.2857142857142857]",-0.01791105754600586,0.991306427209374,"[-0.01791105754600586,0.991306427209374]","[0.09862694947911495,0.48563916422515835,3.4234111056769197e-16,0.4157338862957263]",1
50,3681eecc-7864-c1c1-0024-4d4234be,1.0,1.0,0.1,"[1.0,1.0,0.1]",-0.4700683494995079,1.2965980934751828,"[-0.4700683494995079,1.2965980934751828]","[0.9708068208864311,5.574913565699997e-09,6.303033459887273e-17,0.029193173538655352]",0
51,36a67ef1-5f22-7846-3f95-faec67c9,0.25,1.0,1.0,"[0.25,1.0,1.0]",0.682952066317071,1.1649678961140266,"[0.682952066317071,1.1649678961140266]","[4.1505815771665987e-23,4.8652913837210887e-08,0.9999999513413147,5.771448105504523e-12]",2
52,37ada581-75c2-560e-2eb3-3db3a231,1.0,0.5,0.2,"[1.0,0.5,0.2]",-0.47754698692837183,0.8525253711115446,"[-0.47754698692837183,0.8525253711115446]","[4.302094622370811e-16,0.00390461277436475,4.302058355402461e-16,0.9960953872256345]",3
53,37d73652-37e1-cc5f-6c84-3b9a528c,0.19999999999999998,0.8,0.8333333333333334,"[0.19999999999999998,0.8,0.8333333333333334]",0.569746873721765,0.9371508884230665,"[0.569746873721765,0.9371508884230665]","[0.00011195237886386556,0.998509058439568,3.20712330743086e-16,0.0013789891815676417]",1
54,380773a6-f975-22c8-187e-e40fe702,0.3333333333333333,0.6666666666666666,0.75,"[0.3333333333333333,0.6666666666666666,0.75]",0.3978489941532829,0.8498972770658473,"[0.3978489941532829,0.8498972770658473]","[0.000979113134193888,0.9855956620230472,2.1340802894318448e-16,0.013425224842758633]",1
55,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.5,0.4,0.0,"[0.5,0.4,0.0]",-0.28563886563855395,0.548613702047989,"[-0.28563886563855395,0.548613702047989]","[3.8267552042579956e-16,0.019440991197250224,3.8267552042579956e-16,0.980559008802749]",3
56,3c370e25-1bd5-c34b-ec40-31117752,1.0,0.3333333333333333,0.25,"[1.0,0.3333333333333333,0.25]",-0.4683472557372724,0.7070894160895878,"[-0.4683472557372724,0.7070894160895878]","[4.3559932822301586e-16,0.00975195828560933,4.3559932822301586e-16,0.9902480417143898]",3
57,3d524e1d-934c-6d53-022b-983c91c3,0.33333333333333337,1.0,0.4,"[0.33333333333333337,1.0,0.4]",0.20406037676027247,1.1019449006209223,"[0.20406037676027247,1.1019449006209223]","[0.02922556163523685,0.9074751574901142,4.4191919281603053e-16,0.0632992808746485]",1
58,3d7d0f75-dda5-644d-e527-018ff340,0.25,0.7,0.09090909090909093,"[0.25,0.7,0.09090909090909093]",-0.001407258836702327,0.7480272103427456,"[-0.001407258836702327,0.7480272103427456]","[1.2870868196844968e-14,0.5442912262557833,2.2857648881500904e-16,0.4557087737442035]",1
59,3dc06a27-afe4-b105-1f3c-997851c7,0.3333333333333333,0.7,0.18181818181818185,"[0.3333333333333333,0.7,0.18181818181818185]",0.004412898181832894,0.7923004247824317,"[0.004412898181832894,0.7923004247824317]","[3.681935444171381e-11,0.629200129587093,1.9995124971990031e-16,0.3707998703760874]",1
60,3e4346e0-6285-8776-f373-101eac22,0.2,1.0,1.0,"[0.2,1.0,1.0]",0.7177266968355814,1.1468747208659615,"[0.7177266968355814,1.1468747208659615]","[2.2957538319434913e-23,2.4755241995204563e-08,0.9999999752427708,1.9872263978159396e-12]",2
61,3e713aeb-dcb2-d6a8-962f-635df3e8,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.5402240115038325,1.2810683788796473,"[-0.5402240115038325,1.2810683788796473]","[0.9673377968185414,1.7273944041941692e-09,7.665183915946364e-17,0.032662201454064]",0
62,3fc2e2fe-697a-3255-1a17-4204819d,0.25,0.7142857142857143,0.5,"[0.25,0.7142857142857143,0.5]",0.287811299476483,0.8246893591596788,"[0.287811299476483,0.8246893591596788]","[5.437564084781801e-05,0.960685077688362,1.7630378110765018e-16,0.03926054667078992]",1
63,404bc704-6703-c3c0-815e-55c756c5,0.125,0.8571428571428571,0.625,"[0.125,0.8571428571428571,0.625]",0.4846236816876474,0.9301835462722708,"[0.4846236816876474,0.9301835462722708]","[0.0011076631849038193,0.9959507168447994,1.9512860523442908e-16,0.002941619970296439]",1
64,4196e8ee-e405-a1e1-4a7f-7d9149a5,1.0,1.0,0.25,"[1.0,1.0,0.25]",-0.36483485649302094,1.319892665368486,"[-0.36483485649302094,1.319892665368486]","[0.8535020254926093,1.9005335257148886e-07,3.345357065038376e-16,0.14649778445403774]",0
65,42779e7e-90bc-7eac-5aa8-a9874f90,0.14285714285714285,1.0,0.3636363636363637,"[0.14285714285714285,1.0,0.3636363636363637]",0.31102400986817713,1.0273713497797008,"[0.31102400986817713,1.0273713497797008]","[0.008603330083713487,0.979886216313761,1.5141126555922537e-16,0.011510453602525457]",1
66,440d90ef-c7d7-0530-608e-8c0fc440,0.19999999999999998,1.0,0.7142857142857143,"[0.19999999999999998,1.0,0.7142857142857143]",0.5172819482517969,1.1025041077358604,"[0.5172819482517969,1.1025041077358604]","[3.951028306974099e-09,0.999064550036249,2.770994854942829e-16,0.0009354460127224257]",1
67,459f5319-edaf-cd53-126d-fdfb12a5,0.25,1.0,1.0,"[0.25,1.0,1.0]",0.682952066317071,1.1649678961140266,"[0.682952066317071,1.1649678961140266]","[4.1505815771665987e-23,4.8652913837210887e-08,0.9999999513413147,5.771448105504523e-12]",2
68,45d78fe4-7d30-3b18-371e-57bb06c7,1.0,1.0,0.1111111111111111,"[1.0,1.0,0.1111111111111111]",-0.4622732759434718,1.298323617319131,"[-0.4622732759434718,1.298323617319131]","[0.9693501882623059,6.748368595197746e-09,6.595721754448599e-17,0.0306498049893254]",0
69,4641102c-f3d3-3878-6d00-1c49a28c,0.25,0.7,0.2727272727272727,"[0.25,0.7,0.2727272727272727]",0.1261484902620697,0.776263055061901,"[0.1261484902620697,0.776263055061901]","[1.4042561096029538e-09,0.8114182201295611,2.0021277499299656e-16,0.18858177846618254]",1
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.19999999999999998,0.8,0.3333333333333333,"[0.19999999999999998,0.8,0.3333333333333333]",0.2189685637001419,0.8595023154453894,"[0.2189685637001419,0.8595023154453894]","[0.00020874577215743015,0.9490455723263441,1.3312161723725416e-16,0.050745681901498245]",1
71,4b21d918-4ac0-0787-3094-37c9432c,0.3333333333333333,0.6,0.2727272727272727,"[0.3333333333333333,0.6,0.2727272727272727]",0.05266391284458116,0.7144978597501747,"[0.05266391284458116,0.7144978597501747]","[1.1468764627906547e-15,0.5672081476665618,2.7733052855146103e-16,0.4327918523334367]",1
72,4bd540f6-e34d-4592-7680-b2735389,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]",0.7409097838479218,1.1348126040339184,"[0.7409097838479218,1.1348126040339184]","[4.581024155220967e-23,4.4624693719370976e-08,0.9999999553724498,2.856558010994252e-12]",2
