,users,followingRatio,order,freq,pcaInput,_1,_2,features,prediction
0,0126c792-ca6a-61a6-a96a-42bf5fc1,0.5,0.75,0.0,"[0.5,0.75,0.0]",-0.7597502893506931,0.48505618007766726,"[-0.7597502893506931,0.48505618007766726]",2
1,012d8099-01c6-f99f-55ef-151df7a5,0.3333333333333333,0.4,0.0,"[0.3333333333333333,0.4,0.0]",-0.4662190080421007,0.23184250613584828,"[-0.4662190080421007,0.23184250613584828]",3
2,01d960ae-5d88-45e9-e235-6f68599c,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
3,0f165b85-0670-e6ac-bf14-cf00655a,0.16666666666666666,1.0,0.0,"[0.16666666666666666,1.0,0.0]",-0.5553589828879414,0.8481474977286966,"[-0.5553589828879414,0.8481474977286966]",2
4,14b19a02-38a5-992d-2f4f-aebd2315,1.0,0.0,0.0,"[1.0,0.0,0.0]",-0.9152828058259654,-0.40281184858361385,"[-0.9152828058259654,-0.40281184858361385]",0
5,25a03b67-3ce1-77fc-c715-72ba385a,0.16666666666666666,0.9090909090909092,0.0,"[0.16666666666666666,0.9090909090909092,0.0]",-0.5187397239257947,0.7649399699263362,"[-0.5187397239257947,0.7649399699263362]",2
6,2888b741-780e-2c51-0772-617d7c33,0.5,0.5833333333333334,0.0,"[0.5,0.5833333333333334,0.0]",-0.6926149812534241,0.33250904577333973,"[-0.6926149812534241,0.33250904577333973]",3
7,2c89fe15-af0e-a900-7384-29f556d1,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]",2
8,2fba9116-a20d-ea5f-3980-a0c4226c,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]",2
9,32c9bec6-bd73-18c6-9611-148b7b0e,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]",2
10,3469f507-2f62-0e43-70e8-0c4bc6e3,0.5,0.9090909090909092,0.0,"[0.5,0.9090909090909092,0.0]",-0.8238339925344499,0.6306693537317982,"[-0.8238339925344499,0.6306693537317982]",2
11,3db3466c-e5e5-3bc2-d72b-8fa46cd2,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
12,427905ff-8519-fc73-90ee-17ecae10,1.0,0.75,0.0,"[1.0,0.75,0.0]",-1.2173916922636758,0.28365025578586034,"[-1.2173916922636758,0.28365025578586034]",1
13,461e7201-9b62-2da4-aca6-9bc7e2aa,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
14,4fa0f410-5265-9be6-be9d-778ee66d,1.0,0.75,0.0,"[1.0,0.75,0.0]",-1.2173916922636758,0.28365025578586034,"[-1.2173916922636758,0.28365025578586034]",1
15,52656cee-d479-aed9-c14a-94a33208,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
16,54ec8d85-fcb4-2695-6332-e8c53e6e,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
17,57fbd139-416d-e97c-42e1-e3d21786,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
18,5a064204-6bd4-8b83-adec-4f0196a2,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]",2
19,5bb4be5d-066c-8d6b-ec52-55325830,0.5,0.6666666666666666,0.0,"[0.5,0.6666666666666666,0.0]",-0.7261826353020586,0.40878261292550344,"[-0.7261826353020586,0.40878261292550344]",2
20,5de63720-f52d-3d98-8315-9cffae99,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
21,6ba67821-cac2-1015-fa83-7a8546b6,0.25,0.9,0.0,"[0.25,0.9,0.0]",-0.5913513651817439,0.7230515630974655,"[-0.5913513651817439,0.7230515630974655]",2
22,6cb1567b-ce14-1c63-5c79-2d56cd65,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
23,76223a87-2695-2b9d-ac3d-b8a7f469,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
24,8095dea5-2414-2dd8-96a5-94762161,0.33333333333333337,0.5,0.0,"[0.33333333333333337,0.5,0.0]",-0.5065001929004621,0.32337078671844477,"[-0.5065001929004621,0.32337078671844477]",3
25,823fb65f-7880-5b1e-2c81-c7fdda61,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
26,889c7103-b73e-f33a-594f-f207a4cd,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
27,8bdf5cb3-35c1-f6f1-e618-f641fcc2,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.7079061171922689,0.7810121896314276,"[-0.7079061171922689,0.7810121896314276]",2
28,921196a3-13fa-e4ce-3af8-6cbdc712,0.3333333333333333,0.2222222222222222,0.0,"[0.3333333333333333,0.2222222222222222,0.0]",-0.3946080127383471,0.06912556287789884,"[-0.3946080127383471,0.06912556287789884]",3
29,979eea52-4e76-7700-5136-517b6799,0.25,0.0,0.0,"[0.25,0.0,0.0]",-0.22882070145649136,-0.10070296214590346,"[-0.22882070145649136,-0.10070296214590346]",3
30,9f9f9fdf-92e7-af14-0692-647f88c2,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
31,a3ec40af-975f-ba01-2db3-3caa97d9,0.3333333333333333,0.08333333333333333,0.0,"[0.3333333333333333,0.08333333333333333,0.0]",-0.3386619226572896,-0.057997049042374155,"[-0.3386619226572896,-0.057997049042374155]",3
32,a52f2bc6-a117-0f22-9ee9-126d536e,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
33,af4c2645-6fb3-16d2-5660-862ba713,1.0,1.0,0.0,"[1.0,1.0,0.0]",-1.3180946544095793,0.5124709572423517,"[-1.3180946544095793,0.5124709572423517]",1
34,b37edebf-8ae7-aa45-24a6-a71ab0cf,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]",2
35,b543862d-e79a-96e0-43de-2a3df236,0.25,1.0,0.0,"[0.25,1.0,0.0]",-0.6316325500401052,0.8145798436800621,"[-0.6316325500401052,0.8145798436800621]",2
36,bd5f2e42-b664-0cc9-37b0-15736f11,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.7079061171922689,0.7810121896314276,"[-0.7079061171922689,0.7810121896314276]",2
37,bd68cd15-7a72-7240-6a6d-11fdf386,0.3333333333333333,0.8333333333333334,0.0,"[0.3333333333333333,0.8333333333333334,0.0]",-0.640770809095,0.6284650553271001,"[-0.640770809095,0.6284650553271001]",2
38,be606175-e63e-f12e-d947-27baefe1,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]",2
39,c1d60570-2cbc-37b1-9e8a-4883bae7,0.3333333333333333,0.9166666666666666,0.0,"[0.3333333333333333,0.9166666666666666,0.0]",-0.6743384631436344,0.7047386224792638,"[-0.6743384631436344,0.7047386224792638]",2
40,cd63ab01-8f40-afeb-0b3d-ca6de10f,1.0,0.9166666666666666,0.0,"[1.0,0.9166666666666666,0.0]",-1.2845270003609448,0.4361973900901879,"[-1.2845270003609448,0.4361973900901879]",1
41,d240496b-e2cf-209d-80f4-6a24fbd7,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",-0.7079061171922689,0.7810121896314276,"[-0.7079061171922689,0.7810121896314276]",2
42,d48858c6-80ce-2e95-a74a-8d955a9e,0.5,1.0,0.0,"[0.5,1.0,0.0]",-0.8604532514965966,0.7138768815341586,"[-0.8604532514965966,0.7138768815341586]",2
43,db0c804a-a6ad-cb9d-d037-84256d49,1.0,0.0,0.0,"[1.0,0.0,0.0]",-0.9152828058259654,-0.40281184858361385,"[-0.9152828058259654,-0.40281184858361385]",0
