,users,followingRatio,order,freq,features,probability,prediction
23,16ba8f74-d9b7-c724-98c5-f31f43be,0.19999999999999998,0.8,0.8333333333333334,"[0.19999999999999998,0.8,0.8333333333333334]","[1.8400233032747438e-09,0.00540118379762004,0.9945988143623566,3.668162729534908e-19]",2
24,17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,1.0,0.8571428571428571,0.125,"[1.0,0.8571428571428571,0.125]","[1.990770852943829e-13,4.261365458039391e-24,4.261365458039391e-24,0.9999999999998009]",3
25,195b9f52-3731-37a7-2c74-19d11cb6,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
26,196bc15c-4aac-31e9-7c5d-3599ce10,0.5,0.0,0.2,"[0.5,0.0,0.2]","[0.9999999999896223,1.0373251031306269e-11,2.2068692467604496e-15,2.2068692467604496e-15]",0
27,1acb1c12-47e9-e408-eaf9-8167947a,0.25,1.0,1.0,"[0.25,1.0,1.0]","[7.088288473828018e-11,0.9999999999291171,4.800409922256422e-17,4.800409922256422e-17]",1
28,1b1cd7ac-2f24-1493-5d7e-d7873af1,0.25,1.0,0.75,"[0.25,1.0,0.75]","[3.323231744717389e-06,0.9999966767682553,3.7132824952146467e-17,3.7132824952146467e-17]",1
29,1beb31a1-0aea-018e-a7e1-82085ffa,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
30,1c09a110-d9c3-2442-9f5d-aee802c0,1.0,0.6666666666666666,0.25,"[1.0,0.6666666666666666,0.25]","[3.710236953595304e-13,2.1928346946290843e-23,2.1928346946290843e-23,0.999999999999629]",3
31,1cb07e56-7b73-0087-0a17-3e9c1f88,0.25,0.8571428571428571,0.5,"[0.25,0.8571428571428571,0.5]","[0.010075300759356117,0.9899246992406439,4.4328904369093864e-17,4.4328904369093864e-17]",1
32,1d3ed189-1162-0dd0-bcb2-fda83a50,0.16666666666666666,0.8,0.8333333333333334,"[0.16666666666666666,0.8,0.8333333333333334]","[6.603305357677732e-09,0.016031043060814057,0.9839689503358805,1.9419305631834912e-18]",2
33,1d66d118-9cc1-c6cd-c61c-02ca2ddc,0.5,0.75,0.4,"[0.5,0.75,0.4]","[0.9986795389276711,0.00132046107232773,5.83007758105066e-16,5.83007758105066e-16]",0
34,1d90b45b-4d8d-42a1-43cd-38e1a241,0.2,0.75,0.8,"[0.2,0.75,0.8]","[2.6090580626090216e-06,0.9999973909419372,1.2131113715860012e-16,1.2131113715860012e-16]",1
35,1e81aa64-c3c9-ee4f-ce3c-c4248be0,1.0,0.0,0.0,"[1.0,0.0,0.0]","[2.317105168354621e-13,6.587495224513886e-22,6.587495224513886e-22,0.9999999999997683]",3
36,1f7f3fd7-7087-1461-cf43-9add2172,0.3333333333333333,0.6666666666666666,0.75,"[0.3333333333333333,0.6666666666666666,0.75]","[0.00022410321562390967,0.9997758967843747,6.57913552683814e-16,6.57913552683814e-16]",1
37,1f96865d-62d4-b049-1788-cfccf324,0.25,1.0,1.0,"[0.25,1.0,1.0]","[7.088288473828018e-11,0.9999999999291171,4.800409922256422e-17,4.800409922256422e-17]",1
38,20e2fc85-7d0f-8a2c-b651-4b811a97,0.3333333333333333,0.4,0.3333333333333333,"[0.3333333333333333,0.4,0.3333333333333333]","[0.9970373982810531,0.0029626017189464814,2.245618199335009e-16,2.245618199335009e-16]",0
39,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,1.0,0.9090909090909092,0.08333333333333333,"[1.0,0.9090909090909092,0.08333333333333333]","[1.8441835630805534e-13,3.69578142167497e-24,3.69578142167497e-24,0.9999999999998156]",3
40,258d2e1f-e3e8-2612-8285-895fb96d,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[2.7757010326595975e-05,0.999972242989673,2.0916717983495908e-16,2.0916717983495908e-16]",1
41,25a03b67-3ce1-77fc-c715-72ba385a,0.16666666666666666,0.9090909090909092,0.0,"[0.16666666666666666,0.9090909090909092,0.0]","[0.996713750461807,0.003286249538192005,5.226674141031647e-16,5.226674141031647e-16]",0
42,269144fa-ef0e-c81e-52ff-df9a348a,0.25,0.8333333333333334,0.2307692307692308,"[0.25,0.8333333333333334,0.2307692307692308]","[0.7985330347532803,0.20146696524671953,8.560609420448027e-17,8.560609420448027e-17]",0
43,270174bf-baf8-aab4-48e3-139fcf47,0.5,0.3333333333333333,0.0,"[0.5,0.3333333333333333,0.0]","[0.9999972973313115,2.702668687850334e-06,2.975370740795979e-16,2.975370740795979e-16]",0
44,27080783-250a-3521-f816-6e7b29cf,0.2,1.0,1.0,"[0.2,1.0,1.0]","[3.975814096054598e-11,0.9999999999602418,4.077781201371428e-17,4.077781201371428e-17]",1
45,2888b741-780e-2c51-0772-617d7c33,0.5,0.5833333333333334,0.0,"[0.5,0.5833333333333334,0.0]","[0.9999768510426893,2.314895731066899e-05,1.0733740795396862e-16,1.0733740795396862e-16]",0
46,2c1d08f2-a1ba-6915-db46-1a7721b9,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
47,2c89fe15-af0e-a900-7384-29f556d1,0.5,1.0,0.0,"[0.5,1.0,0.0]","[0.9999999808156352,1.918436460660017e-08,1.119036145253637e-16,1.119036145253637e-16]",0
48,2ee1d86b-74ed-47f3-5733-61cc4821,0.5,1.0,0.0,"[0.5,1.0,0.0]","[0.9999999808156352,1.918436460660017e-08,1.119036145253637e-16,1.119036145253637e-16]",0
49,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]","[3.704975610184568e-11,0.9999999999629503,5.5397529748407315e-17,5.5397529748407315e-17]",1
50,2fba9116-a20d-ea5f-3980-a0c4226c,0.5,1.0,0.0,"[0.5,1.0,0.0]","[0.9999999808156352,1.918436460660017e-08,1.119036145253637e-16,1.119036145253637e-16]",0
51,31a88be4-13ad-06c2-119c-3551a490,0.5,1.0,0.1,"[0.5,1.0,0.1]","[0.9999999117129891,8.828701076486462e-08,7.9628152890339e-17,7.9628152890339e-17]",0
52,3244a4c0-3f85-3017-5694-2f5647cb,0.14285714285714285,0.8333333333333334,0.8571428571428571,"[0.14285714285714285,0.8333333333333334,0.8571428571428571]","[1.2845617390109158e-07,0.9999998715438259,1.5636207262017479e-16,1.5636207262017479e-16]",1
53,32c9bec6-bd73-18c6-9611-148b7b0e,0.5,1.0,0.0,"[0.5,1.0,0.0]","[0.9999999808156352,1.918436460660017e-08,1.119036145253637e-16,1.119036145253637e-16]",0
54,3447bacb-f54d-55c2-592f-3a3ff765,0.5,1.0,0.25,"[0.5,1.0,0.25]","[0.9999984065147024,1.593485297231254e-06,1.4453508400444585e-16,1.4453508400444585e-16]",0
55,3469f507-2f62-0e43-70e8-0c4bc6e3,0.5,0.9090909090909092,0.0,"[0.5,0.9090909090909092,0.0]","[0.9999997184439864,2.8155601340131164e-07,9.210745689372726e-17,9.210745689372726e-17]",0
56,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.5,1.0,0.25,"[0.5,1.0,0.25]","[0.9999984065147024,1.593485297231254e-06,1.4453508400444585e-16,1.4453508400444585e-16]",0
57,35813a40-7aa6-5336-237b-c93f1759,1.0,0.8571428571428571,0.0,"[1.0,0.8571428571428571,0.0]","[2.0174445982979654e-13,4.6178517644275855e-24,4.6178517644275855e-24,0.9999999999997983]",3
58,35ce5334-aefb-9a61-d1c3-7f01a776,1.0,1.0,0.125,"[1.0,1.0,0.125]","[2.324002630340951e-13,5.692843895966127e-24,5.692843895966127e-24,0.9999999999997675]",3
59,35daa597-4591-5a82-57a9-1fba2635,0.3333333333333333,1.0,0.75,"[0.3333333333333333,1.0,0.75]","[2.7757010326595975e-05,0.999972242989673,2.0916717983495908e-16,2.0916717983495908e-16]",1
60,367365a7-8d2a-3b00-f3e3-f877be3c,0.5,0.8333333333333334,0.2857142857142857,"[0.5,0.8333333333333334,0.2857142857142857]","[0.999919424521343,8.057547865675467e-05,1.3674507781208765e-16,1.3674507781208765e-16]",0
61,3681eecc-7864-c1c1-0024-4d4234be,1.0,1.0,0.1,"[1.0,1.0,0.1]","[2.0733546923164637e-13,4.740213797323409e-24,4.740213797323409e-24,0.9999999999997926]",3
62,36a67ef1-5f22-7846-3f95-faec67c9,0.25,1.0,1.0,"[0.25,1.0,1.0]","[7.088288473828018e-11,0.9999999999291171,4.800409922256422e-17,4.800409922256422e-17]",1
63,37ada581-75c2-560e-2eb3-3db3a231,1.0,0.5,0.2,"[1.0,0.5,0.2]","[1.7742866623609363e-13,1.163569422890643e-23,1.163569422890643e-23,0.9999999999998226]",3
64,37d73652-37e1-cc5f-6c84-3b9a528c,0.19999999999999998,0.8,0.8333333333333334,"[0.19999999999999998,0.8,0.8333333333333334]","[1.8400233032747438e-09,0.00540118379762004,0.9945988143623566,3.668162729534908e-19]",2
65,380773a6-f975-22c8-187e-e40fe702,0.3333333333333333,0.6666666666666666,0.75,"[0.3333333333333333,0.6666666666666666,0.75]","[0.00022410321562390967,0.9997758967843747,6.57913552683814e-16,6.57913552683814e-16]",1
66,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.5,0.4,0.0,"[0.5,0.4,0.0]","[0.999992334950833,7.6650491666551e-06,2.0998956152630252e-16,2.0998956152630252e-16]",0
67,3c370e25-1bd5-c34b-ec40-31117752,1.0,0.3333333333333333,0.25,"[1.0,0.3333333333333333,0.25]","[1.8221310263528064e-13,4.2599864711689974e-23,4.2599864711689974e-23,0.9999999999998177]",3
68,3d524e1d-934c-6d53-022b-983c91c3,0.33333333333333337,1.0,0.4,"[0.33333333333333337,1.0,0.4]","[0.7399589412834378,0.26004105871656125,4.778584001226073e-16,4.778584001226073e-16]",0
69,3d7d0f75-dda5-644d-e527-018ff340,0.25,0.7,0.09090909090909093,"[0.25,0.7,0.09090909090909093]","[0.9537037149284905,0.04629628507150942,7.660220762303103e-17,7.660220762303103e-17]",0
70,3db3466c-e5e5-3bc2-d72b-8fa46cd2,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
71,3dc06a27-afe4-b105-1f3c-997851c7,0.3333333333333333,0.7,0.18181818181818185,"[0.3333333333333333,0.7,0.18181818181818185]","[0.9545163129948442,0.04548368700515587,4.2331584310995475e-17,4.2331584310995475e-17]",0
72,3e4346e0-6285-8776-f373-101eac22,0.2,1.0,1.0,"[0.2,1.0,1.0]","[3.975814096054598e-11,0.9999999999602418,4.077781201371428e-17,4.077781201371428e-17]",1
73,3e713aeb-dcb2-d6a8-962f-635df3e8,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
74,3fc2e2fe-697a-3255-1a17-4204819d,0.25,0.7142857142857143,0.5,"[0.25,0.7142857142857143,0.5]","[0.023289178260755963,0.976710821739244,7.898350282765295e-17,7.898350282765295e-17]",1
75,404bc704-6703-c3c0-815e-55c756c5,0.125,0.8571428571428571,0.625,"[0.125,0.8571428571428571,0.625]","[1.330911666198448e-06,0.003079492304342637,0.9969191767839911,6.591709850052962e-19]",2
76,4196e8ee-e405-a1e1-4a7f-7d9149a5,1.0,1.0,0.25,"[1.0,1.0,0.25]","[7.733226729444283e-13,4.651379773320189e-23,4.651379773320189e-23,0.9999999999992266]",3
77,42779e7e-90bc-7eac-5aa8-a9874f90,0.14285714285714285,1.0,0.3636363636363637,"[0.14285714285714285,1.0,0.3636363636363637]","[0.45925593842025214,0.5407440615797453,1.2551108284411085e-15,1.2551108284411085e-15]",1
78,427905ff-8519-fc73-90ee-17ecae10,1.0,0.75,0.0,"[1.0,0.75,0.0]","[2.035419834927267e-13,5.144515819351966e-24,5.144515819351966e-24,0.9999999999997965]",3
79,440d90ef-c7d7-0530-608e-8c0fc440,0.19999999999999998,1.0,0.7142857142857143,"[0.19999999999999998,1.0,0.7142857142857143]","[7.878668970462453e-06,0.9999921213310295,4.0101658346380826e-17,4.0101658346380826e-17]",1
80,459f5319-edaf-cd53-126d-fdfb12a5,0.25,1.0,1.0,"[0.25,1.0,1.0]","[7.088288473828018e-11,0.9999999999291171,4.800409922256422e-17,4.800409922256422e-17]",1
81,45d78fe4-7d30-3b18-371e-57bb06c7,1.0,1.0,0.1111111111111111,"[1.0,1.0,0.1111111111111111]","[2.1699209915183972e-13,5.092251422426017e-24,5.092251422426017e-24,0.999999999999783]",3
82,461e7201-9b62-2da4-aca6-9bc7e2aa,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
83,4641102c-f3d3-3878-6d00-1c49a28c,0.25,0.7,0.2727272727272727,"[0.25,0.7,0.2727272727272727]","[0.6816148461062861,0.31838515389371375,8.491203853261663e-17,8.491203853261663e-17]",0
84,4a97a9b2-74fe-c9f3-625f-0176bddf,0.19999999999999998,0.8,0.3333333333333333,"[0.19999999999999998,0.8,0.3333333333333333]","[0.3300831556904624,0.6699168443095372,1.4117440714754765e-16,1.4117440714754765e-16]",1
85,4b21d918-4ac0-0787-3094-37c9432c,0.3333333333333333,0.6,0.2727272727272727,"[0.3333333333333333,0.6,0.2727272727272727]","[0.9266653722905289,0.0733346277094709,7.218074990392072e-17,7.218074990392072e-17]",0
86,4bd540f6-e34d-4592-7680-b2735389,0.16666666666666666,1.0,1.0,"[0.16666666666666666,1.0,1.0]","[3.704975610184568e-11,0.9999999999629503,5.5397529748407315e-17,5.5397529748407315e-17]",1
87,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.16666666666666666,0.7142857142857143,0.5,"[0.16666666666666666,0.7142857142857143,0.5]","[0.03392038005294961,0.9660796199470498,2.951713847116808e-16,2.951713847116808e-16]",1
88,4cc576c8-f218-94be-fef3-4b6fd86e,0.16666666666666666,0.8333333333333334,0.3076923076923077,"[0.16666666666666666,0.8333333333333334,0.3076923076923077]","[0.509333976441297,0.49066602355870237,2.8494688844882567e-16,2.8494688844882567e-16]",0
89,4d0232bc-202c-ee3a-e58c-e543848c,0.16666666666666669,1.0,0.7142857142857143,"[0.16666666666666669,1.0,0.7142857142857143]","[7.68822415529007e-06,0.9999923117758446,5.980140889584644e-17,5.980140889584644e-17]",1
90,4debb215-7398-77ba-2243-94adbd31,0.3333333333333333,1.0,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111]","[0.9994995216954063,0.0005004783045936125,6.580406704177755e-17,6.580406704177755e-17]",0
91,4f3771bf-0850-3813-5de9-d0592e66,1.0,0.75,0.0,"[1.0,0.75,0.0]","[2.035419834927267e-13,5.144515819351966e-24,5.144515819351966e-24,0.9999999999997965]",3
92,4fa0f410-5265-9be6-be9d-778ee66d,1.0,0.75,0.0,"[1.0,0.75,0.0]","[2.035419834927267e-13,5.144515819351966e-24,5.144515819351966e-24,0.9999999999997965]",3
93,502b50b6-08fa-b922-9bb6-dbd4d848,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
94,52656cee-d479-aed9-c14a-94a33208,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
95,53cb26b0-7222-8eb4-ef0d-29e7a801,1.0,0.25,0.2,"[1.0,0.25,0.2]","[1.174259768284377e-13,3.29378705389022e-23,3.29378705389022e-23,0.9999999999998825]",3
96,5409088d-b542-9cac-7fac-9ab00271,0.3333333333333333,0.7272727272727273,0.25,"[0.3333333333333333,0.7272727272727273,0.25]","[0.8910326759765855,0.10896732402341446,5.513614703278606e-17,5.513614703278606e-17]",0
97,5414140f-2888-40b9-e1e2-7984f327,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
98,54e1c86d-b289-f693-e3a3-5d393778,0.19999999999999998,0.8,0.8333333333333334,"[0.19999999999999998,0.8,0.8333333333333334]","[1.8400233032747438e-09,0.00540118379762004,0.9945988143623566,3.668162729534908e-19]",2
99,54ec8d85-fcb4-2695-6332-e8c53e6e,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
100,554558f4-55fd-07df-ddb3-309239ad,0.3333333333333333,1.0,0.25,"[0.3333333333333333,1.0,0.25]","[0.9917054092663159,0.008294590733684108,1.0582996670730573e-16,1.0582996670730573e-16]",0
101,56a4a9a0-7ab4-0a76-0621-b118321b,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
102,57b97824-05f2-21af-72f1-95f7d697,0.3333333333333333,0.5714285714285714,0.125,"[0.3333333333333333,0.5714285714285714,0.125]","[0.9855368498058122,0.014463150194187868,4.753486124783257e-17,4.753486124783257e-17]",0
103,57fbd139-416d-e97c-42e1-e3d21786,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
104,5a064204-6bd4-8b83-adec-4f0196a2,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.9994921801461035,0.0005078198538960349,2.0503417708917772e-16,2.0503417708917772e-16]",0
105,5bb4be5d-066c-8d6b-ec52-55325830,0.5,0.6666666666666666,0.0,"[0.5,0.6666666666666666,0.0]","[0.999983713306425,1.6286693574868426e-05,9.094221539235581e-17,9.094221539235581e-17]",0
106,5bfa22fd-175f-02d2-c446-36369a81,0.25,0.1,0.0,"[0.25,0.1,0.0]","[0.9999999522888859,4.7711110636580575e-08,1.6883158095850291e-15,1.6883158095850291e-15]",0
107,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]","[0.11352593865542115,0.8864740613445783,2.4264187534799646e-16,2.4264187534799646e-16]",1
108,5de63720-f52d-3d98-8315-9cffae99,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
109,5e97ad83-2b2c-529e-f831-deac0066,0.5,0.5,0.2,"[0.5,0.5,0.2]","[0.9999641285623441,3.5871437655945985e-05,9.91342981258622e-17,9.91342981258622e-17]",0
110,5fad3306-616d-9b57-3411-75efa34d,0.3333333333333333,0.6,0.3333333333333333,"[0.3333333333333333,0.6,0.3333333333333333]","[0.850287989438032,0.14971201056196776,1.195013379622929e-16,1.195013379622929e-16]",0
111,600fadb1-9f64-3bf4-b14c-378c45ae,0.125,0.9,0.4545454545454545,"[0.125,0.9,0.4545454545454545]","[0.00039279386537503065,0.007162413697656705,0.9924447924369683,4.19874647525274e-18]",2
112,6408c27b-ab13-d145-5b44-24f30202,1.0,1.0,0.25,"[1.0,1.0,0.25]","[7.733226729444283e-13,4.651379773320189e-23,4.651379773320189e-23,0.9999999999992266]",3
113,6613f3e0-2e08-24f1-52ba-bfab8807,1.0,0.125,0.1111111111111111,"[1.0,0.125,0.1111111111111111]","[1.0048561479174275e-13,5.892100224434445e-23,5.892100224434445e-23,0.9999999999998995]",3
114,6809fd15-56b5-3424-e33d-88eb107c,1.0,0.25,0.2,"[1.0,0.25,0.2]","[1.174259768284377e-13,3.29378705389022e-23,3.29378705389022e-23,0.9999999999998825]",3
115,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.16666666666666669,1.0,0.8571428571428571,"[0.16666666666666669,1.0,0.8571428571428571]","[2.3437278170469006e-08,0.9999999765627218,4.376895082621015e-17,4.376895082621015e-17]",1
116,6ba67821-cac2-1015-fa83-7a8546b6,0.25,0.9,0.0,"[0.25,0.9,0.0]","[0.9960918736793556,0.00390812632064408,1.564282921046179e-16,1.564282921046179e-16]",0
117,6c86b1d0-fd95-c414-78d2-9495251b,0.25,0.75,0.8,"[0.25,0.75,0.8]","[2.860228158030182e-06,0.999997139771842,8.606274775210455e-17,8.606274775210455e-17]",1
118,6cb1567b-ce14-1c63-5c79-2d56cd65,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
119,6e25573c-8b7b-a2e7-a782-480ddb63,0.3333333333333333,0.3333333333333333,0.25,"[0.3333333333333333,0.3333333333333333,0.25]","[0.9997563481901346,0.00024365180986515189,1.46006950648819e-16,1.46006950648819e-16]",0
120,6f168bc8-c816-a359-ba88-da8c663d,0.5,0.7142857142857143,0.125,"[0.5,0.7142857142857143,0.125]","[0.9999722182910012,2.778170899875058e-05,5.65457578932299e-17,5.65457578932299e-17]",0
121,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.3333333333333333,1.0,0.5,"[0.3333333333333333,1.0,0.5]","[0.13604708640364108,0.8639529135963577,6.101082554391178e-16,6.101082554391178e-16]",1
122,6f99bc0c-a871-5dd6-80cb-22296ada,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
123,70eacff4-a340-e4fd-746a-807b58c3,0.3333333333333333,1.0,0.16666666666666666,"[0.3333333333333333,1.0,0.16666666666666666]","[0.9985686187692606,0.0014313812307393116,6.95697328605912e-17,6.95697328605912e-17]",0
124,74105285-3bd1-71b2-bb2b-df56e6f7,0.5,1.0,0.25,"[0.5,1.0,0.25]","[0.9999984065147024,1.593485297231254e-06,1.4453508400444585e-16,1.4453508400444585e-16]",0
125,74df8aff-e884-bc0d-7710-a23afc0d,1.0,0.75,0.0,"[1.0,0.75,0.0]","[2.035419834927267e-13,5.144515819351966e-24,5.144515819351966e-24,0.9999999999997965]",3
126,7550652e-a184-e590-1205-03d91e86,0.2,1.0,1.0,"[0.2,1.0,1.0]","[3.975814096054598e-11,0.9999999999602418,4.077781201371428e-17,4.077781201371428e-17]",1
127,755f4b52-e48e-eda7-42c0-2dabd3cf,0.19999999999999998,0.6,0.3333333333333333,"[0.19999999999999998,0.6,0.3333333333333333]","[0.7744854034350835,0.2255145965649159,3.020087455987987e-16,3.020087455987987e-16]",0
128,75bece44-7ed0-9de1-f411-854abe3b,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]","[0.11352593865542115,0.8864740613445783,2.4264187534799646e-16,2.4264187534799646e-16]",1
129,76223a87-2695-2b9d-ac3d-b8a7f469,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
