,users,followingRatio,order,freq,features,probability,prediction
0,003136ec-fd3a-908e-de7e-45301e3b,0.5,0.25,0.4,"[0.5,0.25,0.4]","[0.9999996380934942,3.619065015131716e-07,2.12948732360725e-15,2.12948732360725e-15]",0
1,0064c3fd-7e6e-425c-f754-34b889c8,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
2,0126c792-ca6a-61a6-a96a-42bf5fc1,0.5,0.75,0.0,"[0.5,0.75,0.0]","[0.9999932806551595,6.719344840336015e-06,8.405890032761033e-17,8.405890032761033e-17]",0
3,012d8099-01c6-f99f-55ef-151df7a5,0.3333333333333333,0.4,0.0,"[0.3333333333333333,0.4,0.0]","[0.9990111710053864,0.0009888289946132752,1.505110498044136e-16,1.505110498044136e-16]",0
4,01d960ae-5d88-45e9-e235-6f68599c,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
5,037820a7-a143-422c-3ebd-3553d373,1.0,0.5,0.14285714285714285,"[1.0,0.5,0.14285714285714285]","[1.413728008719207e-13,6.955790032252082e-24,6.955790032252082e-24,0.9999999999998587]",3
6,04745589-295d-158e-c6c0-ef24f730,0.25,1.0,1.0,"[0.25,1.0,1.0]","[7.088288473828018e-11,0.9999999999291171,4.800409922256422e-17,4.800409922256422e-17]",1
7,04a7d779-f053-b1a3-386e-82d69979,1.0,0.8333333333333334,0.0,"[1.0,0.8333333333333334,0.0]","[2.0210040947042402e-13,4.67059636676944e-24,4.67059636676944e-24,0.9999999999997978]",3
8,068616a9-816f-e8e4-d737-6ddba1df,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]","[2.0529311149994748e-13,6.190886134855945e-24,6.190886134855945e-24,0.9999999999997947]",3
9,06f2e041-7a2d-a0ab-5f48-fd01f0a2,1.0,1.0,0.09090909090909093,"[1.0,1.0,0.09090909090909093]","[2.0099475519342104e-13,4.52254770512529e-24,4.52254770512529e-24,0.999999999999799]",3
10,0781bbba-c179-f93c-1116-8d684911,0.5,0.75,0.0,"[0.5,0.75,0.0]","[0.9999932806551595,6.719344840336015e-06,8.405890032761033e-17,8.405890032761033e-17]",0
11,08ee9ac0-7656-2b25-ce41-b44d758e,0.25,1.0,1.0,"[0.25,1.0,1.0]","[7.088288473828018e-11,0.9999999999291171,4.800409922256422e-17,4.800409922256422e-17]",1
12,0a84077c-d3fa-56fc-803c-a863ca7e,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]","[2.0529311149994748e-13,6.190886134855945e-24,6.190886134855945e-24,0.9999999999997947]",3
13,0c9621b0-ff94-77e8-727f-5420882d,0.19999999999999998,1.0,0.5,"[0.19999999999999998,1.0,0.5]","[0.013028165514995221,0.9869718344850045,1.6460504816208936e-16,1.6460504816208936e-16]",1
14,0e59235e-e51a-a5cd-e0ba-0fffe847,1.0,1.0,0.09090909090909093,"[1.0,1.0,0.09090909090909093]","[2.0099475519342104e-13,4.52254770512529e-24,4.52254770512529e-24,0.999999999999799]",3
15,0f165b85-0670-e6ac-bf14-cf00655a,0.16666666666666666,1.0,0.0,"[0.16666666666666666,1.0,0.0]","[0.9993509442378636,0.0006490557621349332,6.836482766167287e-16,6.836482766167287e-16]",0
16,101c246c-3f77-d919-ca38-8d19141e,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
17,10355f7a-f86a-830c-cbf1-fb3c40b6,0.5,0.6666666666666666,0.0,"[0.5,0.6666666666666666,0.0]","[0.999983713306425,1.6286693574868426e-05,9.094221539235581e-17,9.094221539235581e-17]",0
18,135b42ab-ac52-d14a-c37c-6ffeca28,1.0,1.0,0.0,"[1.0,1.0,0.0]","[2.0012174127526643e-13,5.020377978874044e-24,5.020377978874044e-24,0.9999999999997998]",3
19,1459b8fd-ecab-4e30-1fc9-3d649648,1.0,0.3333333333333333,0.14285714285714285,"[1.0,0.3333333333333333,0.14285714285714285]","[1.1693503718201872e-13,1.422014325600951e-23,1.422014325600951e-23,0.9999999999998831]",3
20,1496b095-5b5f-4c47-5066-49bcf5d6,1.0,1.0,0.25,"[1.0,1.0,0.25]","[7.733226729444283e-13,4.651379773320189e-23,4.651379773320189e-23,0.9999999999992266]",3
21,14a5fec5-bb5b-cac7-e40e-9a363e5c,0.5,0.6666666666666666,0.25,"[0.5,0.6666666666666666,0.25]","[0.9998637767071749,0.0001362232928251804,9.600418836873066e-17,9.600418836873066e-17]",0
22,14b19a02-38a5-992d-2f4f-aebd2315,1.0,0.0,0.0,"[1.0,0.0,0.0]","[2.317105168354621e-13,6.587495224513886e-22,6.587495224513886e-22,0.9999999999997683]",3
