,users,catchingUpRatio,order,freq,ordinary-late,features,probability,prediction
82,af82af91-5c05-62ed-d5f4-ab452057,0.375,1.0,0.125,ordinary,"[0.375,1.0,0.125]","[0.030600590300903997,3.911752771292197e-17,0.008597903218827254,0.9608015064802687]",3
83,b341bfef-bd17-e48f-e3c6-71e45a3b,0.875,0.42857142857142855,0.125,ordinary,"[0.875,0.42857142857142855,0.125]","[0.7068902232813149,1.1417472475747128e-15,0.2931096020670357,1.7465164832362293e-07]",0
84,b3ed71c3-f69d-be41-8e55-61063ba5,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[0.4386167740031007,4.493811403566865e-16,0.5613802229259001,3.0030709988405575e-06]",2
85,b51ab28b-c73d-4a8a-b819-1193d14b,0.2727272727272727,0.9,0.5454545454545454,ordinary,"[0.2727272727272727,0.9,0.5454545454545454]","[0.05670299706054125,0.9430539599931681,0.0002430429462906167,8.984061544245248e-17]",1
86,bc59fb83-de20-c8dc-0046-06b5a884,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]","[0.18031556326166667,2.2386527157982333e-16,0.8192800126504944,0.00040442408783865683]",2
87,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.4,0.75,0.4,ordinary,"[0.4,0.75,0.4]","[0.38026187347817464,1.4911125527547377e-08,0.6197381116106995,3.120285636619708e-16]",2
88,c0f2c451-9f22-3dc5-b0ab-d6747910,0.9,1.0,0.1,ordinary,"[0.9,1.0,0.1]","[0.12142499448961494,1.914580253596579e-16,0.8785740680589629,9.374514219218397e-07]",2
89,c1b850ff-362a-890f-0c23-014773bb,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]","[0.18031556326166667,2.2386527157982333e-16,0.8192800126504944,0.00040442408783865683]",2
90,c3385c79-a01d-377d-9eac-6cf460e9,0.125,1.0,0.125,ordinary,"[0.125,1.0,0.125]","[0.033985650085871406,5.490681122965906e-11,9.760211876726675e-06,0.966004589647345]",3
91,c9f74898-df82-973e-76ca-08186d7c,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]","[0.18031556326166667,2.2386527157982333e-16,0.8192800126504944,0.00040442408783865683]",2
92,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.6666666666666666,1.0,0.16666666666666666,ordinary,"[0.6666666666666666,1.0,0.16666666666666666]","[0.08443057718569975,8.650264035824309e-17,0.8928150305219487,0.022754392292351436]",2
93,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.25,0.6666666666666666,0.25,ordinary,"[0.25,0.6666666666666666,0.25]","[0.10023324335510074,2.9709593725311214e-08,0.8997050819257706,6.164500953502867e-05]",2
94,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.25,0.6666666666666666,0.75,ordinary,"[0.25,0.6666666666666666,0.75]","[0.9998158801197505,0.0001841188960642841,9.841821353955949e-10,3.059706510964832e-15]",0
95,cf23b843-3219-15e7-f878-361bbfeb,0.8333333333333334,0.8,0.16666666666666666,ordinary,"[0.8333333333333334,0.8,0.16666666666666666]","[0.17110170706139285,1.4260585237384043e-16,0.8287854171606228,0.00011287577798411476]",2
96,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.1111111111111111,0.5,0.4444444444444444,ordinary,"[0.1111111111111111,0.5,0.4444444444444444]","[0.10250578822161538,7.504485708208062e-07,0.8974934613298136,2.643804492823554e-16]",2
97,d41a406c-81b7-dca2-962a-a408e155,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[0.4386167740031007,4.493811403566865e-16,0.5613802229259001,3.0030709988405575e-06]",2
98,d6458839-e410-c16f-44d7-7aad9b6b,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]","[0.11871115583524261,1.9452096719180699e-16,0.8812886361847033,2.079800538768849e-07]",2
99,d80b6775-ae61-8dae-98ce-99412037,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]","[0.4386167740031007,4.493811403566865e-16,0.5613802229259001,3.0030709988405575e-06]",2
100,d89aba44-424b-9d5d-5dd4-f1fbabf1,0.8181818181818182,1.0,0.09090909090909093,ordinary,"[0.8181818181818182,1.0,0.09090909090909093]","[0.0869539954193863,1.1921891158496007e-16,0.9130388088452291,7.195735384362263e-06]",2
101,d964c832-c32d-77ff-672a-1cf12f7e,0.8888888888888888,0.875,0.1111111111111111,ordinary,"[0.8888888888888888,0.875,0.1111111111111111]","[0.1213539481891163,1.3400786020149383e-16,0.8786446712625571,1.3805483264776632e-06]",2
102,daf25c41-8b84-6414-7646-b7df2abd,0.875,1.0,0.125,ordinary,"[0.875,1.0,0.125]","[0.1345094338375012,1.9218831742501996e-16,0.8654650820582167,2.5484104282010007e-05]",2
103,dd30c478-d26e-3f37-f395-b912bead,0.8888888888888888,1.0,0.0,ordinary,"[0.8888888888888888,1.0,0.0]","[0.15851594602637922,3.0574122159304306e-16,0.8414840539736161,4.262437184533127e-15]",2
104,e3485d79-4f92-1fff-4e64-56943e9b,0.6,0.7777777777777778,0.4,ordinary,"[0.6,0.7777777777777778,0.4]","[0.9581787917750216,6.455691312973007e-16,0.04182120822497709,6.455691317135764e-16]",0
105,e88cc767-fc0d-54d4-243a-4479ebf9,0.2857142857142857,1.0,0.14285714285714285,ordinary,"[0.2857142857142857,1.0,0.14285714285714285]","[0.021381931259447203,5.878275480747739e-10,0.0016825512510786637,0.9769355169016466]",3
106,e9822752-a8af-cf42-1ddc-d2518ca8,0.5555555555555556,0.75,0.2222222222222222,ordinary,"[0.5555555555555556,0.75,0.2222222222222222]","[0.04803412673225245,3.0960092251566756e-17,0.9512044525853328,0.0007614206824147728]",2
107,eb9864df-c827-4027-9de4-5829eee9,0.6363636363636364,0.4,0.2727272727272727,ordinary,"[0.6363636363636364,0.4,0.2727272727272727]","[0.5254784227886987,6.943690680343181e-16,0.4745213505472032,2.2666409741231783e-07]",0
108,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.42857142857142855,1.0,0.14285714285714285,ordinary,"[0.42857142857142855,1.0,0.14285714285714285]","[0.0410923169185075,3.91463488977458e-17,0.053535706275062364,0.90537197680643]",3
109,edcaf7c0-7593-61d2-f4e9-689b8340,0.6666666666666666,0.6,0.3333333333333333,ordinary,"[0.6666666666666666,0.6,0.3333333333333333]","[0.8285561421833726,6.068908230683649e-16,0.17144385781656615,6.053962613374169e-14]",0
110,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]","[0.43724052195107116,3.0810970745298103e-16,0.5627574134169913,2.0646319372108958e-06]",2
111,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.16666666666666666,1.0,0.16666666666666666,ordinary,"[0.16666666666666666,1.0,0.16666666666666666]","[0.10003741701651683,6.691413659200457e-07,0.0010406640130713567,0.898921249829046]",3
112,f4bf52fc-cffa-0f52-f4f9-2eff92fc,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]","[0.9995719583671547,1.8566740606469622e-14,0.0004280183852037625,2.3247622876104884e-08]",0
113,f6956137-aec3-29d6-ad64-d870e209,0.2857142857142857,1.0,0.42857142857142855,ordinary,"[0.2857142857142857,1.0,0.42857142857142855]","[0.020200110367799284,0.9736347144773589,0.006165175154841825,2.995233427021322e-17]",1
114,f6c2c059-c90e-1566-cc25-b0823249,0.9,1.0,0.1,ordinary,"[0.9,1.0,0.1]","[0.12142499448961494,1.914580253596579e-16,0.8785740680589629,9.374514219218397e-07]",2
115,f83fd099-8c89-2894-3a91-bb38be88,0.625,1.0,0.375,ordinary,"[0.625,1.0,0.375]","[0.9561203041410612,9.171706473437402e-16,0.04387969585893699,9.17173092256047e-16]",0
116,fcb83a6e-9298-b96c-29e5-c217b27f,0.14285714285714285,0.8333333333333334,0.14285714285714285,ordinary,"[0.14285714285714285,0.8333333333333334,0.14285714285714285]","[0.030617091361501557,5.515675882700355e-12,0.0002442292077133541,0.9691386794252693]",3
117,ff3d026c-5e45-1835-2b58-e6308d38,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]","[0.43724052195107116,3.0810970745298103e-16,0.5627574134169913,2.0646319372108958e-06]",2
118,ff549000-a9c8-4964-1ece-6923a32e,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]","[0.9999907304390774,7.738938750679043e-06,1.5306221703063898e-06,1.6688473845211306e-15]",0
