,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,probability,prediction
47,2c89fe15-af0e-a900-7384-29f556d1,1.0,0.4583333333333333,1.0,"[1.0,0.4583333333333333,1.0]",1.4056533360390604,0.11584618566946048,"[1.4056533360390604,0.11584618566946048]","[0.0002613992876406848,0.976049913652745,0.02368868705961423]",1
48,2ee1d86b-74ed-47f3-5733-61cc4821,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",0.8406001500421918,0.5948105776323267,"[0.8406001500421918,0.5948105776323267]","[0.0004402424467473536,0.9995569648995176,2.7926537350299036e-06]",1
49,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.4615384615384616,0.0,1.0,"[0.4615384615384616,0.0,1.0]",0.8684092751838536,0.5653283377494456,"[0.8684092751838536,0.5653283377494456]","[0.0005961517552835457,0.9993948457807676,9.002463948764221e-06]",1
50,2fba9116-a20d-ea5f-3980-a0c4226c,0.38461538461538464,0.125,1.0,"[0.38461538461538464,0.125,1.0]",0.9033838373751772,0.5415923118586748,"[0.9033838373751772,0.5415923118586748]","[0.0004752146511770022,0.9995142940887832,1.0491260039890655e-05]",1
51,31a88be4-13ad-06c2-119c-3551a490,0.7692307692307693,0.3333333333333333,1.0,"[0.7692307692307693,0.3333333333333333,1.0]",1.2173022740401043,0.27550098299041587,"[1.2173022740401043,0.27550098299041587]","[0.00042400710971005344,0.9971797001358819,0.0023962927544080403]",1
52,3244a4c0-3f85-3017-5694-2f5647cb,0.5384615384615384,0.0,0.8333333333333334,"[0.5384615384615384,0.0,0.8333333333333334]",0.8003626458903609,0.40314756240944577,"[0.8003626458903609,0.40314756240944577]","[0.10578162189335535,2.1563030035454395e-16,0.8942183781066445]",2
53,32c9bec6-bd73-18c6-9611-148b7b0e,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",1.0917348993741336,0.38193751453771946,"[1.0917348993741336,0.38193751453771946]","[0.0004904032188760658,0.9991633423359039,0.0003462544452201071]",1
54,3447bacb-f54d-55c2-592f-3a3ff765,0.6153846153846154,0.25,1.0,"[0.6153846153846154,0.25,1.0]",1.0917348993741336,0.38193751453771946,"[1.0917348993741336,0.38193751453771946]","[0.0004904032188760658,0.9991633423359039,0.0003462544452201071]",1
55,3469f507-2f62-0e43-70e8-0c4bc6e3,0.9230769230769232,0.4166666666666667,0.9090909090909092,"[0.9230769230769232,0.4166666666666667,0.9090909090909092]",1.284838328208584,0.0991365882708648,"[1.284838328208584,0.0991365882708648]","[0.012545780781384517,3.7298272021182917e-16,0.9874542192186152]",2
56,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",0.8406001500421918,0.5948105776323267,"[0.8406001500421918,0.5948105776323267]","[0.0004402424467473536,0.9995569648995176,2.7926537350299036e-06]",1
57,35813a40-7aa6-5336-237b-c93f1759,0.6153846153846154,0.5833333333333334,0.8571428571428571,"[0.6153846153846154,0.5833333333333334,0.8571428571428571]",1.1960593233552652,0.11814228908105673,"[1.1960593233552652,0.11814228908105673]","[0.021423138228200727,2.0136710620142208e-16,0.9785768617717991]",2
58,35ce5334-aefb-9a61-d1c3-7f01a776,0.6153846153846154,0.5833333333333334,1.0,"[0.6153846153846154,0.5833333333333334,1.0]",1.2872513984227516,0.22802893120887424,"[1.2872513984227516,0.22802893120887424]","[0.0002141269837770462,0.9971661383215707,0.0026197346946522306]",1
59,35daa597-4591-5a82-57a9-1fba2635,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",0.8080140668674222,0.6204620081871342,"[0.8080140668674222,0.6204620081871342]","[0.000372154957712071,0.9996264878878497,1.3571544383235837e-06]",1
60,367365a7-8d2a-3b00-f3e3-f877be3c,0.5384615384615384,0.20833333333333331,0.8333333333333334,"[0.5384615384615384,0.20833333333333331,0.8333333333333334]",0.9225604577957472,0.3069546978289175,"[0.9225604577957472,0.3069546978289175]","[0.06418733728274954,1.0738461298689682e-16,0.9358126627172505]",2
61,3681eecc-7864-c1c1-0024-4d4234be,0.7692307692307693,0.75,1.0,"[0.7692307692307693,0.75,1.0]",1.461697897850877,0.08311525382935925,"[1.461697897850877,0.08311525382935925]","[3.879397947086356e-05,0.993980302187128,0.005980903833401294]",1
62,36a67ef1-5f22-7846-3f95-faec67c9,0.3076923076923077,0.0,1.0,"[0.3076923076923077,0.0,1.0]",0.7917210252800373,0.633287723464538,"[0.7917210252800373,0.633287723464538]","[0.00034574213936498246,0.9996533035062491,9.54354385862409e-07]",1
63,37ada581-75c2-560e-2eb3-3db3a231,0.38461538461538464,0.3333333333333333,0.5,"[0.38461538461538464,0.3333333333333333,0.5]",0.7064093865443613,0.060796199830785325,"[0.7064093865443613,0.060796199830785325]","[0.9993728413775044,3.4987257669850074e-16,0.000627158622495162]",0
64,37d73652-37e1-cc5f-6c84-3b9a528c,0.4615384615384616,0.016666666666666663,0.8,"[0.4615384615384616,0.016666666666666663,0.8]",0.7505161950418036,0.40379160960405885,"[0.7505161950418036,0.40379160960405885]","[0.08479852188306916,1.610670777208206e-16,0.9152014781169308]",2
65,380773a6-f975-22c8-187e-e40fe702,0.3076923076923077,0.027777777777777773,0.6666666666666666,"[0.3076923076923077,0.027777777777777773,0.6666666666666666]",0.5952325583766206,0.3640598432222266,"[0.5952325583766206,0.3640598432222266]","[0.10323463901864136,1.622971763709092e-16,0.8967653609813585]",2
66,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.4615384615384616,0.16666666666666666,0.4,"[0.4615384615384616,0.16666666666666666,0.4]",0.5831608094247198,0.026850149148189506,"[0.5831608094247198,0.026850149148189506]","[0.9999992612610918,3.478999201194587e-16,7.387389077572681e-07]",0
67,3c370e25-1bd5-c34b-ec40-31117752,0.3076923076923077,0.25,0.3333333333333333,"[0.3076923076923077,0.25,0.3333333333333333]",0.5127953825848978,0.0050519560380890005,"[0.5127953825848978,0.0050519560380890005]","[0.9999999938955252,4.0357644910643205e-16,6.104474308250457e-09]",0
68,3d524e1d-934c-6d53-022b-983c91c3,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",0.8626512334067151,0.5736566000521842,"[0.8626512334067151,0.5736566000521842]","[0.00043875706196463705,0.9995563022237959,4.940714239483058e-06]",1
69,3d7d0f75-dda5-644d-e527-018ff340,0.8461538461538461,0.14583333333333334,0.7,"[0.8461538461538461,0.14583333333333334,0.7]",0.9541650106354432,0.09733291978692837,"[0.9541650106354432,0.09733291978692837]","[0.3961048950146135,3.767431293573825e-16,0.6038951049853861]",2
70,3db3466c-e5e5-3bc2-d72b-8fa46cd2,0.7692307692307693,0.75,1.0,"[0.7692307692307693,0.75,1.0]",1.461697897850877,0.08311525382935925,"[1.461697897850877,0.08311525382935925]","[3.879397947086356e-05,0.993980302187128,0.005980903833401294]",1
71,3dc06a27-afe4-b105-1f3c-997851c7,0.8461538461538461,0.2222222222222222,0.7,"[0.8461538461538461,0.2222222222222222,0.7]",0.9989708750007515,0.06206220277406804,"[0.9989708750007515,0.06206220277406804]","[0.4647839620909925,5.849020328162006e-16,0.535216037909007]",2
72,3e4346e0-6285-8776-f373-101eac22,0.38461538461538464,0.0,1.0,"[0.38461538461538464,0.0,1.0]",0.8300651502319454,0.5993080306069918,"[0.8300651502319454,0.5993080306069918]","[0.0004246509099237807,0.9995725726700728,2.7764200033426964e-06]",1
73,3e713aeb-dcb2-d6a8-962f-635df3e8,0.38461538461538464,0.3333333333333333,1.0,"[0.38461538461538464,0.3333333333333333,1.0]",1.0255816492805636,0.44539944727814657,"[1.0255816492805636,0.44539944727814657]","[0.0007828140295332404,0.9990923738078803,0.0001248121625865203]",1
74,3fc2e2fe-697a-3255-1a17-4204819d,0.6153846153846154,0.08333333333333333,0.7142857142857143,"[0.6153846153846154,0.08333333333333333,0.7142857142857143]",0.8115924997148516,0.23911852194650707,"[0.8115924997148516,0.23911852194650707]","[0.13558658791196637,1.0226005680828405e-16,0.8644134120880335]",2
75,404bc704-6703-c3c0-815e-55c756c5,0.6153846153846154,0.0,0.8571428571428571,"[0.6153846153846154,0.0,0.8571428571428571]",0.8539054500201835,0.38748230990653587,"[0.8539054500201835,0.38748230990653587]","[0.11583144799269939,2.4284667165511316e-16,0.8841685520073004]",2
76,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",0.9383583995665009,0.517856285967904,"[0.9383583995665009,0.517856285967904]","[0.0008604971802540113,0.9991115438073418,2.7959012404160257e-05]",1
77,42779e7e-90bc-7eac-5aa8-a9874f90,0.8461538461538461,0.047619047619047616,1.0,"[0.8461538461538461,0.047619047619047616,1.0]",1.088060828378911,0.37344293298616565,"[1.088060828378911,0.37344293298616565]","[0.012954931677521906,0.9738527313610827,0.013192336961395334]",1
78,427905ff-8519-fc73-90ee-17ecae10,0.38461538461538464,0.3333333333333333,0.75,"[0.38461538461538464,0.3333333333333333,0.75]",0.8659955179124624,0.2530978235544659,"[0.8659955179124624,0.2530978235544659]","[0.07798520280876858,7.588695164982448e-17,0.9220147971912314]",2
79,440d90ef-c7d7-0530-608e-8c0fc440,0.5384615384615384,0.033333333333333326,1.0,"[0.5384615384615384,0.033333333333333326,1.0]",0.9263050500406235,0.515957786559015,"[0.9263050500406235,0.515957786559015]","[0.0008403646060465052,0.9991205842831152,3.905111083829126e-05]",1
80,459f5319-edaf-cd53-126d-fdfb12a5,0.3076923076923077,0.0,1.0,"[0.3076923076923077,0.0,1.0]",0.7917210252800373,0.633287723464538,"[0.7917210252800373,0.633287723464538]","[0.00034574213936498246,0.9996533035062491,9.54354385862409e-07]",1
81,45d78fe4-7d30-3b18-371e-57bb06c7,0.6923076923076923,0.6666666666666666,1.0,"[0.6923076923076923,0.6666666666666666,1.0]",1.3744746481368142,0.15557209251911674,"[1.3744746481368142,0.15557209251911674]","[9.913668266335904e-05,0.9954375973729075,0.004463265944429167]",1
82,461e7201-9b62-2da4-aca6-9bc7e2aa,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",1.1128048989946264,0.372942608588389,"[1.1128048989946264,0.372942608588389]","[0.0006016838984132821,0.9989602453435545,0.0004380707580321585]",1
83,4641102c-f3d3-3878-6d00-1c49a28c,0.8461538461538461,0.14583333333333334,0.7,"[0.8461538461538461,0.14583333333333334,0.7]",0.9541650106354432,0.09733291978692837,"[0.9541650106354432,0.09733291978692837]","[0.3961048950146135,3.767431293573825e-16,0.6038951049853861]",2
84,4a97a9b2-74fe-c9f3-625f-0176bddf,0.4615384615384616,0.016666666666666663,0.8,"[0.4615384615384616,0.016666666666666663,0.8]",0.7505161950418036,0.40379160960405885,"[0.7505161950418036,0.40379160960405885]","[0.08479852188306916,1.610670777208206e-16,0.9152014781169308]",2
85,4b21d918-4ac0-0787-3094-37c9432c,0.8461538461538461,0.2222222222222222,0.6,"[0.8461538461538461,0.2222222222222222,0.6]",0.935136422453511,-0.01485844671540415,"[0.935136422453511,-0.01485844671540415]","[0.9920743137079664,7.837071393103945e-16,0.007925686292032887]",0
86,4bd540f6-e34d-4592-7680-b2735389,0.4615384615384616,0.0,1.0,"[0.4615384615384616,0.0,1.0]",0.8684092751838536,0.5653283377494456,"[0.8684092751838536,0.5653283377494456]","[0.0005961517552835457,0.9993948457807676,9.002463948764221e-06]",1
87,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.6153846153846154,0.027777777777777773,0.7142857142857143,"[0.6153846153846154,0.027777777777777773,0.7142857142857143]",0.779006416540082,0.2647699525013146,"[0.779006416540082,0.2647699525013146]","[0.12153474432620556,9.61253533294905e-17,0.8784652556737943]",2
88,4cc576c8-f218-94be-fef3-4b6fd86e,1.0,0.0972222222222222,0.8333333333333334,"[1.0,0.0972222222222222,0.8333333333333334]",1.0874530411576568,0.1543794017932557,"[1.0874530411576568,0.1543794017932557]","[0.038782462494811196,1.200489952870334e-16,0.9612175375051887]",2
89,4d0232bc-202c-ee3a-e58c-e543848c,0.5384615384615384,0.013888888888888895,1.0,"[0.5384615384615384,0.013888888888888895,1.0]",0.9148999209294542,0.5249357872531977,"[0.9148999209294542,0.5249357872531977]","[0.0009051743106272005,0.9990597576992014,3.506799017143281e-05]",1
90,4debb215-7398-77ba-2243-94adbd31,0.6923076923076923,0.16666666666666666,1.0,"[0.6923076923076923,0.16666666666666666,1.0]",1.081199899563887,0.3864349675123846,"[1.081199899563887,0.3864349675123846]","[0.0010256139802474428,0.9982600372401144,0.0007143487796380926]",1
91,4f3771bf-0850-3813-5de9-d0592e66,0.38461538461538464,0.3333333333333333,0.75,"[0.38461538461538464,0.3333333333333333,0.75]",0.8659955179124624,0.2530978235544659,"[0.8659955179124624,0.2530978235544659]","[0.07798520280876858,7.588695164982448e-17,0.9220147971912314]",2
92,4fa0f410-5265-9be6-be9d-778ee66d,0.38461538461538464,0.3333333333333333,0.75,"[0.38461538461538464,0.3333333333333333,0.75]",0.8659955179124624,0.2530978235544659,"[0.8659955179124624,0.2530978235544659]","[0.07798520280876858,7.588695164982448e-17,0.9220147971912314]",2
93,502b50b6-08fa-b922-9bb6-dbd4d848,0.38461538461538464,0.3333333333333333,1.0,"[0.38461538461538464,0.3333333333333333,1.0]",1.0255816492805636,0.44539944727814657,"[1.0255816492805636,0.44539944727814657]","[0.0007828140295332404,0.9990923738078803,0.0001248121625865203]",1
94,52656cee-d479-aed9-c14a-94a33208,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",0.9383583995665009,0.517856285967904,"[0.9383583995665009,0.517856285967904]","[0.0008604971802540113,0.9991115438073418,2.7959012404160257e-05]",1
95,53cb26b0-7222-8eb4-ef0d-29e7a801,0.38461538461538464,0.3333333333333333,0.25,"[0.38461538461538464,0.3333333333333333,0.25]",0.5468232551762601,-0.1315054238928953,"[0.5468232551762601,-0.1315054238928953]","[0.9999999999999755,3.745177995005974e-16,2.4218062268978615e-14]",0
