,users,catchingUpRatio,order,freq,ordinary-late,pcaInput,_1,_2,features,prediction
23,37ada581-75c2-560e-2eb3-3db3a231,0.8,0.5,0.2,ordinary,"[0.8,0.5,0.2]",-0.5647820606932134,0.49353543433566766,"[-0.5647820606932134,0.49353543433566766]",3
24,37d73652-37e1-cc5f-6c84-3b9a528c,0.16666666666666666,0.8,0.8333333333333334,ordinary,"[0.16666666666666666,0.8,0.8333333333333334]",0.3140022569057689,0.7569569227770879,"[0.3140022569057689,0.7569569227770879]",1
25,380773a6-f975-22c8-187e-e40fe702,0.25,0.6666666666666666,0.75,ordinary,"[0.25,0.6666666666666666,0.75]",0.19541560364193428,0.6285625411599866,"[0.19541560364193428,0.6285625411599866]",1
26,3c370e25-1bd5-c34b-ec40-31117752,0.75,0.3333333333333333,0.25,ordinary,"[0.75,0.3333333333333333,0.25]",-0.5014015373949869,0.3242365021994204,"[-0.5014015373949869,0.3242365021994204]",3
27,3d524e1d-934c-6d53-022b-983c91c3,0.2,1.0,0.4,ordinary,"[0.2,1.0,0.4]",0.06752141896544275,0.9791881182355643,"[0.06752141896544275,0.9791881182355643]",2
28,3d7d0f75-dda5-644d-e527-018ff340,0.09090909090909091,0.7,0.09090909090909093,ordinary,"[0.09090909090909091,0.7,0.09090909090909093]",-0.008626912888177823,0.6948914091310533,"[-0.008626912888177823,0.6948914091310533]",1
29,3dc06a27-afe4-b105-1f3c-997851c7,0.7272727272727273,0.7,0.18181818181818185,ordinary,"[0.7272727272727273,0.7,0.18181818181818185]",-0.5057049573689407,0.6937936436175253,"[-0.5057049573689407,0.6937936436175253]",0
30,3fc2e2fe-697a-3255-1a17-4204819d,0.5,0.7142857142857143,0.5,ordinary,"[0.5,0.7142857142857143,0.5]",-0.14624169101352746,0.6903975960000291,"[-0.14624169101352746,0.6903975960000291]",2
31,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",-0.48039756804343503,0.9900082889737666,"[-0.48039756804343503,0.9900082889737666]",0
32,42779e7e-90bc-7eac-5aa8-a9874f90,0.2727272727272727,1.0,0.3636363636363637,ordinary,"[0.2727272727272727,1.0,0.3636363636363637]",-0.013485541506325416,0.9814699453220649,"[-0.013485541506325416,0.9814699453220649]",2
33,440d90ef-c7d7-0530-608e-8c0fc440,0.2857142857142857,1.0,0.7142857142857143,ordinary,"[0.2857142857142857,1.0,0.7142857142857143]",0.15689507714905704,0.9634884241490601,"[0.15689507714905704,0.9634884241490601]",2
34,45d78fe4-7d30-3b18-371e-57bb06c7,0.8888888888888888,1.0,0.1111111111111111,ordinary,"[0.8888888888888888,1.0,0.1111111111111111]",-0.6710406670326419,0.9979415818700463,"[-0.6710406670326419,0.9979415818700463]",0
35,4641102c-f3d3-3878-6d00-1c49a28c,0.09090909090909091,0.7,0.2727272727272727,ordinary,"[0.09090909090909091,0.7,0.2727272727272727]",0.08547658028835943,0.6855297413442054,"[0.08547658028835943,0.6855297413442054]",1
36,4b21d918-4ac0-0787-3094-37c9432c,0.5454545454545454,0.6,0.2727272727272727,ordinary,"[0.5454545454545454,0.6,0.2727272727272727]",-0.3063381515922531,0.5882233078851221,"[-0.3063381515922531,0.5882233078851221]",3
37,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.25,0.7142857142857143,0.5,ordinary,"[0.25,0.7142857142857143,0.5]",0.06752358404930636,0.6889899619936414,"[0.06752358404930636,0.6889899619936414]",1
38,4cc576c8-f218-94be-fef3-4b6fd86e,0.3076923076923077,0.8333333333333334,0.3076923076923077,ordinary,"[0.3076923076923077,0.8333333333333334,0.3076923076923077]",-0.07758869608913874,0.8181043836826675,"[-0.07758869608913874,0.8181043836826675]",2
39,53cb26b0-7222-8eb4-ef0d-29e7a801,0.8,0.25,0.2,ordinary,"[0.8,0.25,0.2]",-0.5726585492000453,0.24387101429528785,"[-0.5726585492000453,0.24387101429528785]",3
40,5409088d-b542-9cac-7fac-9ab00271,0.75,0.7272727272727273,0.25,ordinary,"[0.75,0.7272727272727273,0.25]",-0.48899010095997897,0.7176471034751706,"[-0.48899010095997897,0.7176471034751706]",0
41,54e1c86d-b289-f693-e3a3-5d393778,0.16666666666666666,0.8,0.8333333333333334,ordinary,"[0.16666666666666666,0.8,0.8333333333333334]",0.3140022569057689,0.7569569227770879,"[0.3140022569057689,0.7569569227770879]",1
42,57b97824-05f2-21af-72f1-95f7d697,0.5,0.5714285714285714,0.125,ordinary,"[0.5,0.5714285714285714,0.125]",-0.34483099626546815,0.5670406529301857,"[-0.34483099626546815,0.5670406529301857]",3
43,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.25,0.6666666666666666,0.5,ordinary,"[0.25,0.6666666666666666,0.5]",0.06602330052419553,0.6414348343669023,"[0.06602330052419553,0.6414348343669023]",1
44,5e97ad83-2b2c-529e-f831-deac0066,0.6,0.5,0.2,ordinary,"[0.6,0.5,0.2]",-0.3937698406429463,0.49240932713055746,"[-0.3937698406429463,0.49240932713055746]",3
45,5fad3306-616d-9b57-3411-75efa34d,0.3333333333333333,0.6,0.3333333333333333,ordinary,"[0.3333333333333333,0.6,0.3333333333333333]",-0.0935937235103968,0.5839083958295408,"[-0.0935937235103968,0.5839083958295408]",1
46,6408c27b-ab13-d145-5b44-24f30202,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",-0.48039756804343503,0.9900082889737666,"[-0.48039756804343503,0.9900082889737666]",0
47,6613f3e0-2e08-24f1-52ba-bfab8807,0.8888888888888888,0.125,0.1111111111111111,ordinary,"[0.8888888888888888,0.125,0.1111111111111111]",-0.6986083768065539,0.12411611172871692,"[-0.6986083768065539,0.12411611172871692]",3
48,6809fd15-56b5-3424-e33d-88eb107c,0.8,0.25,0.2,ordinary,"[0.8,0.25,0.2]",-0.5726585492000453,0.24387101429528785,"[-0.5726585492000453,0.24387101429528785]",3
49,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.14285714285714285,1.0,0.8571428571428571,ordinary,"[0.14285714285714285,1.0,0.8571428571428571]",0.35298512182366987,0.9553284657414582,"[0.35298512182366987,0.9553284657414582]",1
50,6c86b1d0-fd95-c414-78d2-9495251b,0.2,0.75,0.8,ordinary,"[0.2,0.75,0.8]",0.2666726154469928,0.7089280290641192,"[0.2666726154469928,0.7089280290641192]",1
51,6e25573c-8b7b-a2e7-a782-480ddb63,0.25,0.3333333333333333,0.25,ordinary,"[0.25,0.3333333333333333,0.25]",-0.07387098726931918,0.32142123418664503,"[-0.07387098726931918,0.32142123418664503]",1
52,6f168bc8-c816-a359-ba88-da8c663d,0.75,0.7142857142857143,0.125,ordinary,"[0.75,0.7142857142857143,0.125]",-0.5540954207529696,0.7111136698167905,"[-0.5540954207529696,0.7111136698167905]",0
53,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]",-0.1372399898628624,0.9757283617604632,"[-0.1372399898628624,0.9757283617604632]",2
54,70eacff4-a340-e4fd-746a-807b58c3,0.4166666666666667,1.0,0.16666666666666666,ordinary,"[0.4166666666666667,1.0,0.16666666666666666]",-0.23850796899890278,0.9924222080342218,"[-0.23850796899890278,0.9924222080342218]",2
55,74105285-3bd1-71b2-bb2b-df56e6f7,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]",-0.26663229298060115,0.988600654967379,"[-0.26663229298060115,0.988600654967379]",2
56,755f4b52-e48e-eda7-42c0-2dabd3cf,0.16666666666666666,0.6,0.3333333333333333,ordinary,"[0.16666666666666666,0.6,0.3333333333333333]",0.048916459864825776,0.5829699731586157,"[0.048916459864825776,0.5829699731586157]",1
57,78928b9d-af19-1353-e439-c5b1d36f,0.8,0.5,0.2,ordinary,"[0.8,0.5,0.2]",-0.5647820606932134,0.49353543433566766,"[-0.5647820606932134,0.49353543433566766]",3
58,78f08216-f3b9-62f6-7676-e8f9b3e2,0.4,0.5,0.2,ordinary,"[0.4,0.5,0.2]",-0.22275762059267928,0.4912832199254474,"[-0.22275762059267928,0.4912832199254474]",3
59,7b7820c3-5040-cdf4-4448-bacd9426,0.8888888888888888,0.625,0.1111111111111111,ordinary,"[0.8888888888888888,0.625,0.1111111111111111]",-0.6828553997928899,0.6234449518094766,"[-0.6828553997928899,0.6234449518094766]",0
60,7c6856f2-bacb-4be2-61d0-ba4bf284,0.2,0.75,0.8,ordinary,"[0.2,0.75,0.8]",0.2666726154469928,0.7089280290641192,"[0.2666726154469928,0.7089280290641192]",1
61,85d4f155-5a13-7eb1-4d96-5c0b6e30,0.7692307692307693,0.9166666666666666,0.07692307692307693,ordinary,"[0.7692307692307693,0.9166666666666666,0.07692307692307693]",-0.5890458336833391,0.9158066827707141,"[-0.5890458336833391,0.9158066827707141]",0
62,8a2e2082-7444-5533-6931-1b05fd88,0.5714285714285714,0.8333333333333334,0.14285714285714285,ordinary,"[0.5714285714285714,0.8333333333333334,0.14285714285714285]",-0.38841292238690106,0.8280765865071529,"[-0.38841292238690106,0.8280765865071529]",0
63,8a68d73e-17f5-4571-ef15-e1d03878,0.1,1.0,0.1,ordinary,"[0.1,1.0,0.1]",-0.00224323475071022,0.994071816481308,"[-0.00224323475071022,0.994071816481308]",2
64,8a6d88da-00af-01eb-e85b-db817e28,0.5,0.5714285714285714,0.25,ordinary,"[0.5,0.5714285714285714,0.25]",-0.2801348447065988,0.5606045063267279,"[-0.2801348447065988,0.5606045063267279]",3
65,8ae29d55-64a1-1cf2-962b-4a35e380,0.5,0.5555555555555556,0.1,ordinary,"[0.5,0.5555555555555556,0.1]",-0.3582703210856123,0.5524761730419643,"[-0.3582703210856123,0.5524761730419643]",3
66,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.4444444444444444,1.0,0.1111111111111111,ordinary,"[0.4444444444444444,1.0,0.1111111111111111]",-0.2910135113653818,0.995439121414246,"[-0.2910135113653818,0.995439121414246]",2
67,8f38fcd5-8798-9850-2359-5268418e,0.375,1.0,0.125,ordinary,"[0.375,1.0,0.125]",-0.2244458070080536,0.994332984567643,"[-0.2244458070080536,0.994332984567643]",2
68,98599cc0-703a-b3be-34dc-7bcf7e6a,0.875,1.0,0.125,ordinary,"[0.875,1.0,0.125]",-0.6519763571337214,0.9971482525804183,"[-0.6519763571337214,0.9971482525804183]",0
69,987749e2-fc0f-96db-2aa7-7df33e6d,0.5,0.3333333333333333,0.5,ordinary,"[0.5,0.3333333333333333,0.5]",-0.15824395921441425,0.3099565749861169,"[-0.15824395921441425,0.3099565749861169]",3
70,9946a658-3dc0-f680-6e04-89182b0f,0.16666666666666666,0.8,0.16666666666666666,ordinary,"[0.16666666666666666,0.8,0.16666666666666666]",-0.03104388474153448,0.7912830379955301,"[-0.03104388474153448,0.7912830379955301]",2
71,999f9f91-e880-70f1-00d3-e8994609,0.125,0.8571428571428571,0.375,ordinary,"[0.125,0.8571428571428571,0.375]",0.11421092059718647,0.8373876744741224,"[0.11421092059718647,0.8373876744741224]",1
72,99d9bce0-1f7d-da02-6d84-afe0122e,0.7142857142857143,0.6666666666666666,0.14285714285714285,ordinary,"[0.7142857142857143,0.6666666666666666,0.14285714285714285]",-0.5158155004749798,0.6624380021029307,"[-0.5158155004749798,0.6624380021029307]",0
73,9e184ea2-45e6-abdb-90a9-fb5b011b,0.25,0.5454545454545454,0.16666666666666666,ordinary,"[0.25,0.5454545454545454,0.16666666666666666]",-0.11031867381792013,0.5375484761989695,"[-0.11031867381792013,0.5375484761989695]",1
74,a134cb86-69ed-3ceb-ab8b-42799b5f,0.14285714285714285,0.5,0.14285714285714285,ordinary,"[0.14285714285714285,0.5,0.14285714285714285]",-0.03246014981210471,0.49277760625188644,"[-0.03246014981210471,0.49277760625188644]",1
75,a1ac05b8-d131-07d0-f419-28c0d19a,0.8461538461538461,0.08333333333333333,0.15384615384615385,ordinary,"[0.8461538461538461,0.08333333333333333,0.15384615384615385]",-0.6412617098174237,0.08006436185646497,"[-0.6412617098174237,0.08006436185646497]",3
76,a7010942-2bf9-c022-3897-796a718f,0.6,0.75,0.2,ordinary,"[0.6,0.75,0.2]",-0.3858933521361143,0.7420737471709373,"[-0.3858933521361143,0.7420737471709373]",0
77,a898d118-8b18-a02c-ae58-2a774d5f,0.2857142857142857,0.3333333333333333,0.14285714285714285,ordinary,"[0.2857142857142857,0.3333333333333333,0.14285714285714285]",-0.15986272790018347,0.3271390218476643,"[-0.15986272790018347,0.3271390218476643]",3
78,a997f5a7-10f2-8566-1c1d-559b423c,0.6153846153846154,1.0,0.15384615384615385,ordinary,"[0.6153846153846154,1.0,0.15384615384615385]",-0.41505945959334706,0.9942012142037564,"[-0.41505945959334706,0.9942012142037564]",0
79,abcc36e1-adfa-f564-04d4-d632273a,0.3333333333333333,0.8,0.3333333333333333,ordinary,"[0.3333333333333333,0.8,0.3333333333333333]",-0.0872925327049312,0.7836399318618447,"[-0.0872925327049312,0.7836399318618447]",2
80,abda0840-539e-d7ad-7f3c-e3005350,0.42857142857142855,0.6666666666666666,0.5714285714285714,ordinary,"[0.42857142857142855,0.6666666666666666,0.5714285714285714]",-0.04969695220133186,0.638762489169489,"[-0.04969695220133186,0.638762489169489]",1
81,ad50ec3a-b5fa-441c-dff6-68962309,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]",-0.5119035220707628,-0.008649391187752719,"[-0.5119035220707628,-0.008649391187752719]",3
82,af82af91-5c05-62ed-d5f4-ab452057,0.375,1.0,0.125,ordinary,"[0.375,1.0,0.125]",-0.2244458070080536,0.994332984567643,"[-0.2244458070080536,0.994332984567643]",2
83,b341bfef-bd17-e48f-e3c6-71e45a3b,0.875,0.42857142857142855,0.125,ordinary,"[0.875,0.42857142857142855,0.125]",-0.6699797594350514,0.42648672105955016,"[-0.6699797594350514,0.42648672105955016]",3
84,b3ed71c3-f69d-be41-8e55-61063ba5,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",-0.48039756804343503,0.9900082889737666,"[-0.48039756804343503,0.9900082889737666]",0
85,b51ab28b-c73d-4a8a-b819-1193d14b,0.2727272727272727,0.9,0.5454545454545454,ordinary,"[0.2727272727272727,0.9,0.5454545454545454]",0.07746735626747903,0.872242509519065,"[0.07746735626747903,0.872242509519065]",2
86,bc59fb83-de20-c8dc-0046-06b5a884,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]",-0.5947834274369592,0.9947682647115346,"[-0.5947834274369592,0.9947682647115346]",0
87,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.4,0.75,0.4,ordinary,"[0.4,0.75,0.4]",-0.11136728959165629,0.7306498054002946,"[-0.11136728959165629,0.7306498054002946]",2
88,c0f2c451-9f22-3dc5-b0ab-d6747910,0.9,1.0,0.1,ordinary,"[0.9,1.0,0.1]",-0.6862921149517786,0.9985762453017486,"[-0.6862921149517786,0.9985762453017486]",0
89,c1b850ff-362a-890f-0c23-014773bb,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]",-0.5947834274369592,0.9947682647115346,"[-0.5947834274369592,0.9947682647115346]",0
90,c3385c79-a01d-377d-9eac-6cf460e9,0.125,1.0,0.125,ordinary,"[0.125,1.0,0.125]",-0.010680531945219729,0.9929253505612553,"[-0.010680531945219729,0.9929253505612553]",2
91,c9f74898-df82-973e-76ca-08186d7c,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]",-0.5947834274369592,0.9947682647115346,"[-0.5947834274369592,0.9947682647115346]",0
92,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.6666666666666666,1.0,0.16666666666666666,ordinary,"[0.6666666666666666,1.0,0.16666666666666666]",-0.45227324406173663,0.9938298420406093,"[-0.45227324406173663,0.9938298420406093]",0
93,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.25,0.6666666666666666,0.25,ordinary,"[0.25,0.6666666666666666,0.25]",-0.06336900259354322,0.6543071275738181,"[-0.06336900259354322,0.6543071275738181]",1
94,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.25,0.6666666666666666,0.75,ordinary,"[0.25,0.6666666666666666,0.75]",0.19541560364193428,0.6285625411599866,"[0.19541560364193428,0.6285625411599866]",1
95,cf23b843-3219-15e7-f878-361bbfeb,0.8333333333333334,0.8,0.16666666666666666,ordinary,"[0.8333333333333334,0.8,0.16666666666666666]",-0.6010846182424248,0.7950367286792306,"[-0.6010846182424248,0.7950367286792306]",0
96,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.1111111111111111,0.5,0.4444444444444444,ordinary,"[0.1111111111111111,0.5,0.4444444444444444]",0.15077694919505108,0.477070378382415,"[0.15077694919505108,0.477070378382415]",1
97,d41a406c-81b7-dca2-962a-a408e155,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",-0.48039756804343503,0.9900082889737666,"[-0.48039756804343503,0.9900082889737666]",0
98,d6458839-e410-c16f-44d7-7aad9b6b,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]",-0.698770572340163,0.9990955153822325,"[-0.698770572340163,0.9990955153822325]",0
99,d80b6775-ae61-8dae-98ce-99412037,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",-0.48039756804343503,0.9900082889737666,"[-0.48039756804343503,0.9900082889737666]",0
100,d89aba44-424b-9d5d-5dd4-f1fbabf1,0.8181818181818182,1.0,0.09090909090909093,ordinary,"[0.8181818181818182,1.0,0.09090909090909093]",-0.6210377450445872,0.9985836484708188,"[-0.6210377450445872,0.9985836484708188]",0
101,d964c832-c32d-77ff-672a-1cf12f7e,0.8888888888888888,0.875,0.1111111111111111,ordinary,"[0.8888888888888888,0.875,0.1111111111111111]",-0.6749789112860578,0.8731093718498564,"[-0.6749789112860578,0.8731093718498564]",0
102,daf25c41-8b84-6414-7646-b7df2abd,0.875,1.0,0.125,ordinary,"[0.875,1.0,0.125]",-0.6519763571337214,0.9971482525804183,"[-0.6519763571337214,0.9971482525804183]",0
103,dd30c478-d26e-3f37-f395-b912bead,0.8888888888888888,1.0,0.0,ordinary,"[0.8888888888888888,1.0,0.0]",-0.7285483573071925,1.00366260107312,"[-0.7285483573071925,1.00366260107312]",0
104,e3485d79-4f92-1fff-4e64-56943e9b,0.6,0.7777777777777778,0.4,ordinary,"[0.6,0.7777777777777778,0.4]",-0.28150434425227533,0.7595164037210025,"[-0.28150434425227533,0.7595164037210025]",2
105,e88cc767-fc0d-54d4-243a-4479ebf9,0.2857142857142857,1.0,0.14285714285714285,ordinary,"[0.2857142857142857,1.0,0.14285714285714285]",-0.13885875854863156,0.9929108086220105,"[-0.13885875854863156,0.9929108086220105]",2
106,e9822752-a8af-cf42-1ddc-d2518ca8,0.5555555555555556,0.75,0.2222222222222222,ordinary,"[0.5555555555555556,0.75,0.2222222222222222]",-0.3363890985144783,0.7406792972847427,"[-0.3363890985144783,0.7406792972847427]",0
107,eb9864df-c827-4027-9de4-5829eee9,0.6363636363636364,0.4,0.2727272727272727,ordinary,"[0.6363636363636364,0.4,0.2727272727272727]",-0.3903721696932946,0.38900363876423194,"[-0.3903721696932946,0.38900363876423194]",3
108,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.42857142857142855,1.0,0.14285714285714285,ordinary,"[0.42857142857142855,1.0,0.14285714285714285]",-0.26101034429882236,0.9937151709113751,"[-0.26101034429882236,0.9937151709113751]",2
109,edcaf7c0-7593-61d2-f4e9-689b8340,0.6666666666666666,0.6,0.3333333333333333,ordinary,"[0.6666666666666666,0.6,0.3333333333333333]",-0.37861409026084186,0.585785241171391,"[-0.37861409026084186,0.585785241171391]",3
110,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",-0.49089955271921093,0.6571223955865936,"[-0.49089955271921093,0.6571223955865936]",0
111,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.16666666666666666,1.0,0.16666666666666666,ordinary,"[0.16666666666666666,1.0,0.16666666666666666]",-0.024742693936068913,0.991014574027834,"[-0.024742693936068913,0.991014574027834]",2
112,f4bf52fc-cffa-0f52-f4f9-2eff92fc,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]",-0.5119035220707628,-0.008649391187752719,"[-0.5119035220707628,-0.008649391187752719]",3
113,f6956137-aec3-29d6-ad64-d870e209,0.2857142857142857,1.0,0.42857142857142855,ordinary,"[0.2857142857142857,1.0,0.42857142857142855]",0.009018159300212714,0.9781996163855353,"[0.009018159300212714,0.9781996163855353]",2
114,f6c2c059-c90e-1566-cc25-b0823249,0.9,1.0,0.1,ordinary,"[0.9,1.0,0.1]",-0.6862921149517786,0.9985762453017486,"[-0.6862921149517786,0.9985762453017486]",0
115,f83fd099-8c89-2894-3a91-bb38be88,0.625,1.0,0.375,ordinary,"[0.625,1.0,0.375]",-0.30881877895314874,0.982868325367115,"[-0.30881877895314874,0.982868325367115]",2
116,fcb83a6e-9298-b96c-29e5-c217b27f,0.14285714285714285,0.8333333333333334,0.14285714285714285,ordinary,"[0.14285714285714285,0.8333333333333334,0.14285714285714285]",-0.021958165136328783,0.8256634996390597,"[-0.021958165136328783,0.8256634996390597]",2
117,ff3d026c-5e45-1835-2b58-e6308d38,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",-0.49089955271921093,0.6571223955865936,"[-0.49089955271921093,0.6571223955865936]",0
118,ff549000-a9c8-4964-1ece-6923a32e,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]",2.30414093665976e-05,0.9700163908751417,"[2.30414093665976e-05,0.9700163908751417]",2
