,users,intensityNormalized,order,freq,features,probability,prediction
0,0126c792-ca6a-61a6-a96a-42bf5fc1,0.125,0.75,0.0,"[0.125,0.75,0.0]","[0.9996167709882888,3.653897621027366e-16,3.653897621027366e-16,0.0003832290117103727]",0
1,012d8099-01c6-f99f-55ef-151df7a5,0.08333333333333333,0.4,0.0,"[0.08333333333333333,0.4,0.0]","[0.00036421511513365866,5.719854696116202e-16,5.719854696116202e-16,0.9996357848848653]",3
2,01d960ae-5d88-45e9-e235-6f68599c,0.9166666666666666,1.0,0.0,"[0.9166666666666666,1.0,0.0]","[1.4822985256492776e-15,1.611077259342664e-22,0.9999999999999984,1.611077259342664e-22]",2
3,0f165b85-0670-e6ac-bf14-cf00655a,0.0972222222222222,1.0,0.0,"[0.0972222222222222,1.0,0.0]","[2.7972713186615423e-08,5.391764403906433e-23,0.9999999720272773,9.5267467363035e-15]",2
4,14b19a02-38a5-992d-2f4f-aebd2315,0.3333333333333333,0.0,0.0,"[0.3333333333333333,0.0,0.0]","[6.322145712615897e-12,9.934225029946748e-16,9.934225029946748e-16,0.9999999999936758]",3
5,25a03b67-3ce1-77fc-c715-72ba385a,0.08333333333333333,0.9090909090909092,0.0,"[0.08333333333333333,0.9090909090909092,0.0]","[0.9999835919811548,6.591694862145005e-16,6.591694862145005e-16,1.640801884387335e-05]",0
6,2888b741-780e-2c51-0772-617d7c33,0.4583333333333333,0.5833333333333334,0.0,"[0.4583333333333333,0.5833333333333334,0.0]","[0.9999999999995679,2.3308796252126743e-15,2.3308796252126743e-15,4.2745189234169557e-13]",0
7,2c89fe15-af0e-a900-7384-29f556d1,0.4583333333333333,1.0,0.0,"[0.4583333333333333,1.0,0.0]","[1.4976933921606839e-09,3.056635375303833e-23,0.9999999985023067,3.056635375308648e-23]",2
8,2fba9116-a20d-ea5f-3980-a0c4226c,0.125,1.0,0.0,"[0.125,1.0,0.0]","[2.8654418582908808e-08,4.866996367311816e-23,0.9999999713455804,1.0552326837886533e-15]",2
9,32c9bec6-bd73-18c6-9611-148b7b0e,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.9097744297795156e-08,3.4654491161630715e-23,0.9999999809022557,3.013052549596793e-21]",2
10,3469f507-2f62-0e43-70e8-0c4bc6e3,0.4166666666666667,0.9090909090909092,0.0,"[0.4166666666666667,0.9090909090909092,0.0]","[0.9999999999999949,1.6888010452880511e-15,1.6888010452880511e-15,1.6888106890580717e-15]",0
11,3db3466c-e5e5-3bc2-d72b-8fa46cd2,0.75,1.0,0.0,"[0.75,1.0,0.0]","[8.369493630157982e-13,6.466856715398944e-23,0.9999999999991631,6.466856715398944e-23]",2
12,427905ff-8519-fc73-90ee-17ecae10,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.9999999999901841,2.498508330291864e-16,2.498508330291864e-16,9.815398896930085e-12]",0
13,461e7201-9b62-2da4-aca6-9bc7e2aa,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]","[3.0041554976484214e-09,2.9992648703755046e-23,0.9999999969958444,2.999264878229554e-23]",2
14,4fa0f410-5265-9be6-be9d-778ee66d,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.9999999999901841,2.498508330291864e-16,2.498508330291864e-16,9.815398896930085e-12]",0
15,52656cee-d479-aed9-c14a-94a33208,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.9097744297795156e-08,3.4654491161630715e-23,0.9999999809022557,3.013052549596793e-21]",2
16,54ec8d85-fcb4-2695-6332-e8c53e6e,0.75,1.0,0.0,"[0.75,1.0,0.0]","[8.369493630157982e-13,6.466856715398944e-23,0.9999999999991631,6.466856715398944e-23]",2
17,57fbd139-416d-e97c-42e1-e3d21786,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]","[3.0041554976484214e-09,2.9992648703755046e-23,0.9999999969958444,2.999264878229554e-23]",2
18,5a064204-6bd4-8b83-adec-4f0196a2,0.02083333333333333,1.0,0.0,"[0.02083333333333333,1.0,0.0]","[2.1132471527288367e-08,7.515280056947449e-23,0.9999999788663085,1.2199509463542459e-12]",2
19,5bb4be5d-066c-8d6b-ec52-55325830,0.08333333333333333,0.6666666666666666,0.0,"[0.08333333333333333,0.6666666666666666,0.0]","[0.9339664385139835,1.2245695583444375e-15,1.2245695583444375e-15,0.06603356148601407]",0
20,5de63720-f52d-3d98-8315-9cffae99,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[9.131453330211635e-09,3.085000089825788e-23,0.9999999908685466,3.0893530637308286e-23]",2
21,6ba67821-cac2-1015-fa83-7a8546b6,0.14583333333333334,0.9,0.0,"[0.14583333333333334,0.9,0.0]","[0.9999997365371849,4.113909477058743e-16,4.113909477058743e-16,2.634628142051064e-07]",0
22,6cb1567b-ce14-1c63-5c79-2d56cd65,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]","[1.1350577932380359e-11,4.6760339339538497e-23,0.9999999999886493,4.6760339339538497e-23]",2
23,76223a87-2695-2b9d-ac3d-b8a7f469,1.0,1.0,0.0,"[1.0,1.0,0.0]","[3.5603640532344884e-17,2.902177109036765e-22,1.0,2.902177109036765e-22]",2
24,8095dea5-2414-2dd8-96a5-94762161,0.05555555555555556,0.5,0.0,"[0.05555555555555556,0.5,0.0]","[0.013178011076048742,1.0863302567572387e-15,1.0863302567572387e-15,0.986821988923949]",3
25,823fb65f-7880-5b1e-2c81-c7fdda61,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[9.131453330211635e-09,3.085000089825788e-23,0.9999999908685466,3.0893530637308286e-23]",2
26,889c7103-b73e-f33a-594f-f207a4cd,0.8333333333333334,1.0,0.0,"[0.8333333333333334,1.0,0.0]","[4.246245200411906e-14,9.767261372424404e-23,0.9999999999999576,9.767261372424404e-23]",2
27,8bdf5cb3-35c1-f6f1-e618-f641fcc2,0.2777777777777777,1.0,0.0,"[0.2777777777777777,1.0,0.0]","[1.556717186373007e-08,3.3012102934633805e-23,0.9999999844328281,1.2488649696025327e-22]",2
28,921196a3-13fa-e4ce-3af8-6cbdc712,0.19444444444444445,0.2222222222222222,0.0,"[0.19444444444444445,0.2222222222222222,0.0]","[3.4986456140803315e-07,3.1072834802375924e-16,3.1072834802375924e-16,0.999999650135438]",3
29,979eea52-4e76-7700-5136-517b6799,0.14583333333333334,0.0,0.0,"[0.14583333333333334,0.0,0.0]","[9.111599858679701e-13,3.156534818988968e-15,3.156534818988968e-15,0.9999999999990824]",3
30,9f9f9fdf-92e7-af14-0692-647f88c2,0.5833333333333334,1.0,0.0,"[0.5833333333333334,1.0,0.0]","[1.0591596883927435e-10,3.692547210483835e-23,0.9999999998940841,3.692547210483835e-23]",2
31,a3ec40af-975f-ba01-2db3-3caa97d9,0.2777777777777777,0.08333333333333333,0.0,"[0.2777777777777777,0.08333333333333333,0.0]","[4.5988056274868616e-10,4.720982079697347e-16,4.720982079697347e-16,0.9999999995401185]",3
32,a52f2bc6-a117-0f22-9ee9-126d536e,0.8333333333333334,1.0,0.0,"[0.8333333333333334,1.0,0.0]","[4.246245200411906e-14,9.767261372424404e-23,0.9999999999999576,9.767261372424404e-23]",2
33,af4c2645-6fb3-16d2-5660-862ba713,0.75,1.0,0.0,"[0.75,1.0,0.0]","[8.369493630157982e-13,6.466856715398944e-23,0.9999999999991631,6.466856715398944e-23]",2
34,b37edebf-8ae7-aa45-24a6-a71ab0cf,0.0,1.0,0.0,"[0.0,1.0,0.0]","[1.8537734514741586e-08,8.334057579261665e-23,0.9999999814588879,3.377522456398758e-12]",2
35,b543862d-e79a-96e0-43de-2a3df236,0.02083333333333333,1.0,0.0,"[0.02083333333333333,1.0,0.0]","[2.1132471527288367e-08,7.515280056947449e-23,0.9999999788663085,1.2199509463542459e-12]",2
36,bd5f2e42-b664-0cc9-37b0-15736f11,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.9097744297795156e-08,3.4654491161630715e-23,0.9999999809022557,3.013052549596793e-21]",2
37,bd68cd15-7a72-7240-6a6d-11fdf386,0.11111111111111112,0.8333333333333334,0.0,"[0.11111111111111112,0.8333333333333334,0.0]","[0.9999623901744484,3.5420430397460604e-16,3.5420430397460604e-16,3.760982555081929e-05]",0
38,be606175-e63e-f12e-d947-27baefe1,0.4583333333333333,1.0,0.0,"[0.4583333333333333,1.0,0.0]","[1.4976933921606839e-09,3.056635375303833e-23,0.9999999985023067,3.056635375308648e-23]",2
39,c1d60570-2cbc-37b1-9e8a-4883bae7,0.2777777777777777,0.9166666666666666,0.0,"[0.2777777777777777,0.9166666666666666,0.0]","[0.9999999999995902,5.121032860332744e-16,5.121032860332744e-16,4.087768244297558e-13]",0
40,cd63ab01-8f40-afeb-0b3d-ca6de10f,1.0,0.9166666666666666,0.0,"[1.0,0.9166666666666666,0.0]","[1.18122655383448e-21,1.0,6.767244305434935e-28,6.767244305434935e-28]",1
41,d240496b-e2cf-209d-80f4-6a24fbd7,0.2222222222222222,1.0,0.0,"[0.2222222222222222,1.0,0.0]","[2.2475674081537503e-08,3.673646946274219e-23,0.9999999775243259,7.65659093813157e-20]",2
42,d48858c6-80ce-2e95-a74a-8d955a9e,0.125,1.0,0.0,"[0.125,1.0,0.0]","[2.8654418582908808e-08,4.866996367311816e-23,0.9999999713455804,1.0552326837886533e-15]",2
43,db0c804a-a6ad-cb9d-d037-84256d49,0.25,0.0,0.0,"[0.25,0.0,0.0]","[9.122969065744758e-13,4.2516186702418247e-16,4.2516186702418247e-16,0.9999999999990867]",3
44,e84ee6a5-b0be-fe4d-cee9-c9846350,0.25,0.6666666666666666,0.0,"[0.25,0.6666666666666666,0.0]","[0.9999967822990334,3.6374309356395806e-16,3.6374309356395806e-16,3.217700965751637e-06]",0
45,e8f759fe-33ca-af05-511a-3b4aa7f5,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.9097744297795156e-08,3.4654491161630715e-23,0.9999999809022557,3.013052549596793e-21]",2
46,e996ed9e-cf46-2cad-2e67-5688856d,0.1875,1.0,0.0,"[0.1875,1.0,0.0]","[2.5986925194848394e-08,4.0063466779884763e-23,0.9999999740130748,3.1929002955082682e-18]",2
47,eabfeaaa-351b-e551-fd2b-3e6d0f45,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.9999999999901841,2.498508330291864e-16,2.498508330291864e-16,9.815398896930085e-12]",0
48,ef41223d-f80f-838d-f944-d7c278c7,0.125,1.0,0.0,"[0.125,1.0,0.0]","[2.8654418582908808e-08,4.866996367311816e-23,0.9999999713455804,1.0552326837886533e-15]",2
49,f309c633-16b6-7dc6-6a93-65789e3f,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]","[3.0041554976484214e-09,2.9992648703755046e-23,0.9999999969958444,2.999264878229554e-23]",2
50,fb1d6ed7-6e3b-21ed-c1d0-d1456834,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[9.131453330211635e-09,3.085000089825788e-23,0.9999999908685466,3.0893530637308286e-23]",2
