,users,intensityNormalized,order,freq,features,probability,prediction
36,1f7f3fd7-7087-1461-cf43-9add2172,0.027777777777777773,0.6666666666666666,0.75,"[0.027777777777777773,0.6666666666666666,0.75]","[0.004399785479114026,4.625136517169567e-17,0.9956002145208859,4.625136517169567e-17]",2
37,1f96865d-62d4-b049-1788-cfccf324,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
38,20e2fc85-7d0f-8a2c-b651-4b811a97,0.08333333333333333,0.4,0.3333333333333333,"[0.08333333333333333,0.4,0.3333333333333333]","[0.9994215802464624,0.0005783765691459027,4.318439143980847e-08,1.9477324995723392e-16]",0
39,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,0.9166666666666666,0.9090909090909092,0.08333333333333333,"[0.9166666666666666,0.9090909090909092,0.08333333333333333]","[5.252408328436639e-16,0.9914428692821863,5.245785906888025e-16,0.008557130717812705]",1
40,258d2e1f-e3e8-2612-8285-895fb96d,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]","[0.0010933410826776577,5.1211668112619617e-17,0.9989066589173223,5.1211668112619617e-17]",2
41,25a03b67-3ce1-77fc-c715-72ba385a,0.08333333333333333,0.9090909090909092,0.0,"[0.08333333333333333,0.9090909090909092,0.0]","[0.10480504576677684,4.6237134815478043e-17,1.2723462686818365e-13,0.8951949542330958]",3
42,269144fa-ef0e-c81e-52ff-df9a348a,0.1875,0.8333333333333334,0.2307692307692308,"[0.1875,0.8333333333333334,0.2307692307692308]","[0.9667250656463333,0.033274934353666796,2.1957435415123932e-17,2.532374582113509e-17]",0
43,270174bf-baf8-aab4-48e3-139fcf47,0.08333333333333333,0.3333333333333333,0.0,"[0.08333333333333333,0.3333333333333333,0.0]","[0.007125988421705315,6.414209008228343e-17,1.5036801313478662e-08,0.9928739965414932]",3
44,27080783-250a-3521-f816-6e7b29cf,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
45,2888b741-780e-2c51-0772-617d7c33,0.4583333333333333,0.5833333333333334,0.0,"[0.4583333333333333,0.5833333333333334,0.0]","[0.0006754886316128317,1.0794684030464611e-16,3.4942654834728183e-17,0.999324511368387]",3
46,2c1d08f2-a1ba-6915-db46-1a7721b9,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.1758309822896348,2.2195319385275866e-17,2.219531751052031e-17,0.8241690177103652]",3
47,2c89fe15-af0e-a900-7384-29f556d1,0.4583333333333333,1.0,0.0,"[0.4583333333333333,1.0,0.0]","[0.007577201904935027,5.752696051830092e-17,2.811409578203229e-17,0.992422798095065]",3
48,2ee1d86b-74ed-47f3-5733-61cc4821,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]","[0.09728606100564767,6.282365465998375e-17,9.54708215998734e-16,0.9027139389943514]",3
49,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
50,2fba9116-a20d-ea5f-3980-a0c4226c,0.125,1.0,0.0,"[0.125,1.0,0.0]","[0.1924750357972235,4.3526962707181455e-17,4.3526962707181473e-17,0.8075249642027764]",3
51,31a88be4-13ad-06c2-119c-3551a490,0.3333333333333333,1.0,0.1,"[0.3333333333333333,1.0,0.1]","[0.9955888944976489,1.314590307037893e-06,1.2972694169848027e-16,0.004409790912043951]",0
52,3244a4c0-3f85-3017-5694-2f5647cb,0.0,0.8333333333333334,0.8571428571428571,"[0.0,0.8333333333333334,0.8571428571428571]","[2.991732715224173e-05,7.939958443656324e-18,0.9999700826728478,7.939958443656324e-18]",2
53,32c9bec6-bd73-18c6-9611-148b7b0e,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.3352347383715327,2.1026023666495743e-17,2.1026023666489848e-17,0.6647652616284673]",3
54,3447bacb-f54d-55c2-592f-3a3ff765,0.25,1.0,0.25,"[0.25,1.0,0.25]","[0.9851654463206584,0.014834553679341327,6.56781907263647e-17,6.56851292204418e-17]",0
55,3469f507-2f62-0e43-70e8-0c4bc6e3,0.4166666666666667,0.9090909090909092,0.0,"[0.4166666666666667,0.9090909090909092,0.0]","[0.02351022665787412,2.3025640634353343e-17,2.2808548726945445e-17,0.9764897733421258]",3
56,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]","[0.9963476350295383,0.0036523649703451566,1.1642936646443608e-13,6.194647701347618e-17]",0
57,35813a40-7aa6-5336-237b-c93f1759,0.5833333333333334,0.8571428571428571,0.0,"[0.5833333333333334,0.8571428571428571,0.0]","[1.1976218563741031e-05,3.131660437794725e-11,4.030622358847486e-17,0.9999880237501195]",3
58,35ce5334-aefb-9a61-d1c3-7f01a776,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]","[5.604303410559508e-06,0.9999667460443367,6.975672911726445e-17,2.7649652252612793e-05]",1
59,35daa597-4591-5a82-57a9-1fba2635,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]","[0.0010933410826776577,5.1211668112619617e-17,0.9989066589173223,5.1211668112619617e-17]",2
60,367365a7-8d2a-3b00-f3e3-f877be3c,0.20833333333333331,0.8333333333333334,0.2857142857142857,"[0.20833333333333331,0.8333333333333334,0.2857142857142857]","[0.9991628480322324,0.0008371519677675713,3.614144101490936e-17,3.614144101682972e-17]",0
61,3681eecc-7864-c1c1-0024-4d4234be,0.75,1.0,0.1,"[0.75,1.0,0.1]","[1.0000664441833834e-11,0.9994176563796283,5.99311384579224e-17,0.000582343610370764]",1
62,36a67ef1-5f22-7846-3f95-faec67c9,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
63,37ada581-75c2-560e-2eb3-3db3a231,0.3333333333333333,0.5,0.2,"[0.3333333333333333,0.5,0.2]","[0.01850659411515799,0.9814934058845886,5.0899690696900967e-17,2.535377155670529e-13]",1
64,37d73652-37e1-cc5f-6c84-3b9a528c,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]","[4.007113505911294e-05,5.070652097738323e-18,0.9999599288649409,5.070652097738323e-18]",2
65,380773a6-f975-22c8-187e-e40fe702,0.027777777777777773,0.6666666666666666,0.75,"[0.027777777777777773,0.6666666666666666,0.75]","[0.004399785479114026,4.625136517169567e-17,0.9956002145208859,4.625136517169567e-17]",2
66,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.16666666666666666,0.4,0.0,"[0.16666666666666666,0.4,0.0]","[0.028558823280756093,4.127084982465112e-17,4.127084982465112e-17,0.9714411767192438]",3
67,3c370e25-1bd5-c34b-ec40-31117752,0.25,0.3333333333333333,0.25,"[0.25,0.3333333333333333,0.25]","[0.08647405878775667,0.9135259412122428,2.45823035982393e-16,2.458463596065846e-16]",1
68,3d524e1d-934c-6d53-022b-983c91c3,0.05555555555555556,1.0,0.4,"[0.05555555555555556,1.0,0.4]","[0.9999788616646247,1.6061405073236175e-13,2.1138335214594828e-05,1.2765002198549036e-16]",0
69,3d7d0f75-dda5-644d-e527-018ff340,0.14583333333333334,0.7,0.09090909090909093,"[0.14583333333333334,0.7,0.09090909090909093]","[0.9947074312485347,2.0513080224140774e-15,4.6990160095011544e-17,0.005292568751463146]",0
70,3db3466c-e5e5-3bc2-d72b-8fa46cd2,0.75,1.0,0.0,"[0.75,1.0,0.0]","[2.366700201837393e-10,2.588563983133769e-05,1.2445105937535852e-16,0.9999741141234985]",3
71,3dc06a27-afe4-b105-1f3c-997851c7,0.2222222222222222,0.7,0.18181818181818185,"[0.2222222222222222,0.7,0.18181818181818185]","[0.9846720681690494,0.015327931791182116,3.689852066013795e-17,3.9768534709365894e-11]",0
72,3e4346e0-6285-8776-f373-101eac22,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
73,3e713aeb-dcb2-d6a8-962f-635df3e8,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.1758309822896348,2.2195319385275866e-17,2.219531751052031e-17,0.8241690177103652]",3
74,3fc2e2fe-697a-3255-1a17-4204819d,0.08333333333333333,0.7142857142857143,0.5,"[0.08333333333333333,0.7142857142857143,0.5]","[0.9999999990500497,1.189552695449131e-16,9.49950120871629e-10,1.189552695449131e-16]",0
75,404bc704-6703-c3c0-815e-55c756c5,0.0,0.8571428571428571,0.625,"[0.0,0.8571428571428571,0.625]","[0.10505120102368842,1.1737777544714115e-16,0.8949487989763113,1.1737777544714115e-16]",2
76,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,1.0,0.25,"[0.25,1.0,0.25]","[0.9851654463206584,0.014834553679341327,6.56781907263647e-17,6.56851292204418e-17]",0
77,42779e7e-90bc-7eac-5aa8-a9874f90,0.047619047619047616,1.0,0.3636363636363637,"[0.047619047619047616,1.0,0.3636363636363637]","[0.9997976831781996,1.7549624553469517e-08,0.00020229927217561865,1.175735457916706e-16]",0
78,427905ff-8519-fc73-90ee-17ecae10,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.09003194131507991,1.872535111031361e-17,1.8725346504160868e-17,0.90996805868492]",3
79,440d90ef-c7d7-0530-608e-8c0fc440,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]","[0.012278965131725736,2.3309712090126255e-16,0.9877210348682738,2.3309712090126255e-16]",2
80,459f5319-edaf-cd53-126d-fdfb12a5,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
81,45d78fe4-7d30-3b18-371e-57bb06c7,0.6666666666666666,1.0,0.1111111111111111,"[0.6666666666666666,1.0,0.1111111111111111]","[1.1205787355757348e-08,0.9998384930061097,5.3157115088808764e-17,0.00016149578810304566]",1
82,461e7201-9b62-2da4-aca6-9bc7e2aa,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]","[0.02951252325588314,2.6167096237034594e-17,2.60010065702044e-17,0.970487476744117]",3
83,4641102c-f3d3-3878-6d00-1c49a28c,0.14583333333333334,0.7,0.2727272727272727,"[0.14583333333333334,0.7,0.2727272727272727]","[0.9820876250340714,0.01791237496592854,2.539400819115292e-17,2.539400851076103e-17]",0
84,4a97a9b2-74fe-c9f3-625f-0176bddf,0.016666666666666663,0.8,0.3333333333333333,"[0.016666666666666663,0.8,0.3333333333333333]","[0.992627198331077,0.00012506535168152542,0.0072477363172415155,7.154175210791243e-17]",0
85,4b21d918-4ac0-0787-3094-37c9432c,0.2222222222222222,0.6,0.2727272727272727,"[0.2222222222222222,0.6,0.2727272727272727]","[0.966296980580122,0.03370301941987766,9.060853185929214e-17,9.060853345351211e-17]",0
86,4bd540f6-e34d-4592-7680-b2735389,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
87,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.027777777777777773,0.7142857142857143,0.5,"[0.027777777777777773,0.7142857142857143,0.5]","[0.2111246885289445,2.591850157346548e-17,0.7888753114710554,2.5918501573465468e-17]",2
88,4cc576c8-f218-94be-fef3-4b6fd86e,0.0972222222222222,0.8333333333333334,0.3076923076923077,"[0.0972222222222222,0.8333333333333334,0.3076923076923077]","[0.9996845868196778,0.0003154131803211507,1.0825703501047575e-15,2.802878269385058e-17]",0
89,4d0232bc-202c-ee3a-e58c-e543848c,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]","[0.0004903243704027686,9.029520341630845e-18,0.9995096756295971,9.029520341630845e-18]",2
90,4debb215-7398-77ba-2243-94adbd31,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]","[0.9998702673859914,4.351762599540338e-12,4.002457585200374e-17,0.00012973260965686346]",0
91,4f3771bf-0850-3813-5de9-d0592e66,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.09003194131507991,1.872535111031361e-17,1.8725346504160868e-17,0.90996805868492]",3
92,4fa0f410-5265-9be6-be9d-778ee66d,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.09003194131507991,1.872535111031361e-17,1.8725346504160868e-17,0.90996805868492]",3
93,502b50b6-08fa-b922-9bb6-dbd4d848,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.1758309822896348,2.2195319385275866e-17,2.219531751052031e-17,0.8241690177103652]",3
94,52656cee-d479-aed9-c14a-94a33208,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.3352347383715327,2.1026023666495743e-17,2.1026023666489848e-17,0.6647652616284673]",3
95,53cb26b0-7222-8eb4-ef0d-29e7a801,0.3333333333333333,0.25,0.2,"[0.3333333333333333,0.25,0.2]","[0.0005364546427105313,0.9994635453571609,6.902008291944259e-17,1.2853926276807887e-13]",1
96,5409088d-b542-9cac-7fac-9ab00271,0.25,0.7272727272727273,0.25,"[0.25,0.7272727272727273,0.25]","[0.9086211837656331,0.09137881623436676,6.153630140214703e-17,6.154753840697775e-17]",0
97,5414140f-2888-40b9-e1e2-7984f327,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.3352347383715327,2.1026023666495743e-17,2.1026023666489848e-17,0.6647652616284673]",3
98,54e1c86d-b289-f693-e3a3-5d393778,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]","[4.007113505911294e-05,5.070652097738323e-18,0.9999599288649409,5.070652097738323e-18]",2
99,54ec8d85-fcb4-2695-6332-e8c53e6e,0.75,1.0,0.0,"[0.75,1.0,0.0]","[2.366700201837393e-10,2.588563983133769e-05,1.2445105937535852e-16,0.9999741141234985]",3
100,554558f4-55fd-07df-ddb3-309239ad,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]","[0.9979023671977816,0.002019585936205972,7.804686601231477e-05,1.8307693003629087e-16]",0
101,56a4a9a0-7ab4-0a76-0621-b118321b,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.3352347383715327,2.1026023666495743e-17,2.1026023666489848e-17,0.6647652616284673]",3
102,57b97824-05f2-21af-72f1-95f7d697,0.13888888888888887,0.5714285714285714,0.125,"[0.13888888888888887,0.5714285714285714,0.125]","[0.999968440951249,7.343430439742225e-10,7.371331498301109e-17,3.15583144077886e-05]",0
103,57fbd139-416d-e97c-42e1-e3d21786,0.4166666666666667,1.0,0.0,"[0.4166666666666667,1.0,0.0]","[0.02951252325588314,2.6167096237034594e-17,2.60010065702044e-17,0.970487476744117]",3
104,5a064204-6bd4-8b83-adec-4f0196a2,0.02083333333333333,1.0,0.0,"[0.02083333333333333,1.0,0.0]","[0.019297220158968224,1.0770934976857936e-16,6.365360756008017e-12,0.9807027798346662]",3
105,5bb4be5d-066c-8d6b-ec52-55325830,0.08333333333333333,0.6666666666666666,0.0,"[0.08333333333333333,0.6666666666666666,0.0]","[0.06771710595980697,3.391663013865715e-17,1.1417626114281257e-09,0.9322828928984305]",3
106,5bfa22fd-175f-02d2-c446-36369a81,0.14583333333333334,0.1,0.0,"[0.14583333333333334,0.1,0.0]","[0.0007474751022383196,1.8628626641148128e-16,1.862862664114837e-16,0.9992525248977613]",3
107,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]","[0.2828441499046057,3.5570970721626995e-17,0.7171558500953942,3.557097072162697e-17]",2
108,5de63720-f52d-3d98-8315-9cffae99,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]","[0.1758309822896348,2.2195319385275866e-17,2.219531751052031e-17,0.8241690177103652]",3
109,5e97ad83-2b2c-529e-f831-deac0066,0.125,0.5,0.2,"[0.125,0.5,0.2]","[0.987361352681557,0.012638647318162876,8.53947328176841e-17,2.798498454114071e-13]",0
110,5fad3306-616d-9b57-3411-75efa34d,0.08333333333333333,0.6,0.3333333333333333,"[0.08333333333333333,0.6,0.3333333333333333]","[0.9999461841163184,5.3793615722736263e-05,2.2267958913114078e-08,4.4344309122925473e-17]",0
111,600fadb1-9f64-3bf4-b14c-378c45ae,0.03125,0.9,0.4545454545454545,"[0.03125,0.9,0.4545454545454545]","[0.6473253328865479,8.437289687700046e-17,0.35267466711345186,8.43726502981386e-17]",0
112,6408c27b-ab13-d145-5b44-24f30202,0.25,1.0,0.25,"[0.25,1.0,0.25]","[0.9851654463206584,0.014834553679341327,6.56781907263647e-17,6.56851292204418e-17]",0
113,6613f3e0-2e08-24f1-52ba-bfab8807,0.6666666666666666,0.125,0.1111111111111111,"[0.6666666666666666,0.125,0.1111111111111111]","[1.950226299148967e-13,0.9999143547383198,8.274147738605216e-16,8.56452614842767e-05]",1
114,6809fd15-56b5-3424-e33d-88eb107c,0.3333333333333333,0.25,0.2,"[0.3333333333333333,0.25,0.2]","[0.0005364546427105313,0.9994635453571609,6.902008291944259e-17,1.2853926276807887e-13]",1
115,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.013888888888888895,1.0,0.8571428571428571,"[0.013888888888888895,1.0,0.8571428571428571]","[4.4576017137648395e-06,4.680107458893783e-18,0.9999955423982861,4.680107458893783e-18]",2
116,6ba67821-cac2-1015-fa83-7a8546b6,0.14583333333333334,0.9,0.0,"[0.14583333333333334,0.9,0.0]","[0.24580050719288926,2.7169809177638024e-17,2.7169809177638024e-17,0.7541994928071107]",3
117,6c86b1d0-fd95-c414-78d2-9495251b,0.02083333333333333,0.75,0.8,"[0.02083333333333333,0.75,0.8]","[0.00022908939796994278,9.567711539806152e-18,0.99977091060203,9.567711539806152e-18]",2
118,6cb1567b-ce14-1c63-5c79-2d56cd65,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]","[1.2884317463731564e-07,4.645555705556937e-08,6.712109096220794e-17,0.9999998247012682]",3
119,6e25573c-8b7b-a2e7-a782-480ddb63,0.027777777777777773,0.3333333333333333,0.25,"[0.027777777777777773,0.3333333333333333,0.25]","[0.5594986512232185,0.4404883298316902,1.3018945090980808e-05,4.2423842242613876e-16]",0
120,6f168bc8-c816-a359-ba88-da8c663d,0.25,0.7142857142857143,0.125,"[0.25,0.7142857142857143,0.125]","[0.9999662949425113,2.731634696206413e-06,4.8468892595613847e-17,3.097342279245168e-05]",0
121,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]","[0.9999999999997283,3.08245165527714e-16,2.711521798728333e-13,3.08245165527714e-16]",0
122,6f99bc0c-a871-5dd6-80cb-22296ada,0.25,1.0,0.0,"[0.25,1.0,0.0]","[0.3352347383715327,2.1026023666495743e-17,2.1026023666489848e-17,0.6647652616284673]",3
123,70eacff4-a340-e4fd-746a-807b58c3,0.25,1.0,0.16666666666666666,"[0.25,1.0,0.16666666666666666]","[0.9987031511604905,0.0012968471739855155,4.2103192554218e-17,1.66552402173182e-09]",0
124,74105285-3bd1-71b2-bb2b-df56e6f7,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]","[0.9963476350295383,0.0036523649703451566,1.1642936646443608e-13,6.194647701347618e-17]",0
125,74df8aff-e884-bc0d-7710-a23afc0d,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]","[0.09003194131507991,1.872535111031361e-17,1.8725346504160868e-17,0.90996805868492]",3
126,7550652e-a184-e590-1205-03d91e86,0.0,1.0,1.0,"[0.0,1.0,1.0]","[2.0919413378917108e-08,3.680227271600484e-18,0.9999999790805866,3.680227271600484e-18]",2
