,users,followingRatio,order,freq,pcaInput,_1,_2,features,probability,prediction
0,003136ec-fd3a-908e-de7e-45301e3b,0.5,0.25,0.4,"[0.5,0.25,0.4]",-0.06093459651030386,0.46091840381523774,"[-0.06093459651030386,0.46091840381523774]","[6.089205015461019e-16,0.0029604930669520704,6.089205015461013e-16,0.9970395069330468]",3
1,0064c3fd-7e6e-425c-f754-34b889c8,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.61659867142066,1.2424125146725948,"[-0.61659867142066,1.2424125146725948]","[1.9843955306055497e-14,9.20319141440002e-22,0.9999999925511849,7.448795264157674e-09]",2
2,0126c792-ca6a-61a6-a96a-42bf5fc1,0.5,0.75,0.0,"[0.5,0.75,0.0]",-0.2820130655398574,0.8545414841799612,"[-0.2820130655398574,0.8545414841799612]","[3.0721768092321496e-05,0.02038599911401091,3.1705485011151664e-16,0.9795832791178966]",3
3,012d8099-01c6-f99f-55ef-151df7a5,0.3333333333333333,0.4,0.0,"[0.3333333333333333,0.4,0.0]",-0.19852321842809398,0.4763602320491753,"[-0.19852321842809398,0.4763602320491753]","[4.310786259341959e-16,0.007100463346243417,4.310786259341958e-16,0.9928995366537557]",3
4,01d960ae-5d88-45e9-e235-6f68599c,1.0,1.0,0.0,"[1.0,1.0,0.0]",-0.61659867142066,1.2424125146725948,"[-0.61659867142066,1.2424125146725948]","[1.9843955306055497e-14,9.20319141440002e-22,0.9999999925511849,7.448795264157674e-09]",2
5,037820a7-a143-422c-3ebd-3553d373,1.0,0.5,0.14285714285714285,"[1.0,0.5,0.14285714285714285]",-0.5714387084149987,0.8018304086004832,"[-0.5714387084149987,0.8018304086004832]","[5.463417536192281e-15,9.167420686167341e-05,4.843259015475294e-16,0.9999083257931324]",3
6,04745589-295d-158e-c6c0-ef24f730,0.25,1.0,1.0,"[0.25,1.0,1.0]",0.6088366660825001,1.19322724250565,"[0.6088366660825001,1.19322724250565]","[2.1713188554615515e-16,0.9999360479799835,2.1713184668224749e-16,6.395202001620621e-05]",1
7,04a7d779-f053-b1a3-386e-82d69979,1.0,0.8333333333333334,0.0,"[1.0,0.8333333333333334,0.0]",-0.6341228515343085,1.086855696776819,"[-0.6341228515343085,1.086855696776819]","[1.2839444659559554e-06,3.535328481385802e-10,1.1815511349498163e-15,0.9999987157019999]",3
8,068616a9-816f-e8e4-d737-6ddba1df,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",-0.651647031647957,0.9312988788810431,"[-0.651647031647957,0.9312988788810431]","[2.761659002015525e-11,1.7710230112337305e-07,8.023082125468033e-16,0.9999998228700815]",3
9,06f2e041-7a2d-a0ab-5f48-fd01f0a2,1.0,1.0,0.09090909090909093,"[1.0,1.0,0.09090909090909093]",-0.5544052602000921,1.259014190427732,"[-0.5544052602000921,1.259014190427732]","[2.2002531136770598e-13,5.9135503201961154e-21,0.9999999928026478,7.197132131586182e-09]",2
