,users,intensityNormalized,order,freq,pcaInput,_1,_2,features,probability,prediction
10,0c9621b0-ff94-77e8-727f-5420882d,0.016666666666666663,1.0,0.5,"[0.016666666666666663,1.0,0.5]",0.6876217056675145,0.8813806213470042,"[0.6876217056675145,0.8813806213470042]","[0.43426943979033505,0.15482206960740041,0.41090849060226464]",0
11,0e59235e-e51a-a5cd-e0ba-0fffe847,0.8333333333333334,1.0,0.09090909090909093,"[0.8333333333333334,1.0,0.09090909090909093]",-0.0077361149328272205,1.1929868509626018,"[-0.0077361149328272205,1.1929868509626018]","[1.7612079432094241e-16,0.993349186943893,0.006650813056106845]",1
12,101c246c-3f77-d919-ca38-8d19141e,0.25,1.0,0.0,"[0.25,1.0,0.0]",0.15456755625992075,1.019054354425171,"[0.15456755625992075,1.019054354425171]","[7.211735788794038e-17,0.9451643240184823,0.05483567598151772]",1
13,10355f7a-f86a-830c-cbf1-fb3c40b6,0.08333333333333333,0.6666666666666666,0.0,"[0.08333333333333333,0.6666666666666666,0.0]",0.13756620799009345,0.6528731419161985,"[0.13756620799009345,0.6528731419161985]","[1.9676057243054046e-16,1.9676062087473502e-16,0.9999999999999996]",2
14,135b42ab-ac52-d14a-c37c-6ffeca28,0.5833333333333334,1.0,0.0,"[0.5833333333333334,1.0,0.0]",0.016482874326002345,1.125040065227499,"[0.016482874326002345,1.125040065227499]","[7.200399739772232e-17,0.9922420918265172,0.007757908173482777]",1
15,1459b8fd-ecab-4e30-1fc9-3d649648,0.5,0.3333333333333333,0.14285714285714285,"[0.5,0.3333333333333333,0.14285714285714285]",0.003600915494152021,0.45402871316371834,"[0.003600915494152021,0.45402871316371834]","[3.234883462352257e-16,3.234883462352257e-16,0.9999999999999993]",2
16,1496b095-5b5f-4c47-5066-49bcf5d6,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3727649922868462,0.9873124866669024,"[0.3727649922868462,0.9873124866669024]","[6.861414179387287e-17,0.8888422357511228,0.11115776424887733]",1
17,14a5fec5-bb5b-cac7-e40e-9a363e5c,0.08333333333333333,0.6666666666666666,0.25,"[0.08333333333333333,0.6666666666666666,0.25]",0.3557636440170189,0.62113127415793,"[0.3557636440170189,0.62113127415793]","[1.605198385733553e-16,6.940910007557034e-15,0.9999999999999929]",2
18,16ba8f74-d9b7-c724-98c5-f31f43be,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]",0.9269254068280098,0.6511451167379614,"[0.9269254068280098,0.6511451167379614]","[5.566050441420172e-16,0.9386150714929594,0.061384928507040026]",1
19,17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,0.5833333333333334,0.8571428571428571,0.125,"[0.5833333333333334,0.8571428571428571,0.125]",0.0887057255236994,0.9749455497307324,"[0.0887057255236994,0.9749455497307324]","[1.419081688419417e-15,0.24692562166687468,0.7530743783331239]",2
20,195b9f52-3731-37a7-2c74-19d11cb6,0.5,1.0,0.0,"[0.5,1.0,0.0]",0.05100404480948195,1.0985436375269169,"[0.05100404480948195,1.0985436375269169]","[6.621734067893743e-17,0.9875227782371753,0.012477221762824635]",1
21,196bc15c-4aac-31e9-7c5d-3599ce10,0.125,0.0,0.2,"[0.125,0.0,0.2]",0.12277619309632096,0.014351147344258238,"[0.12277619309632096,0.014351147344258238]","[3.620499945106319e-15,3.620499945106319e-15,0.9999999999999928]",2
22,1acb1c12-47e9-e408-eaf9-8167947a,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
23,1b1cd7ac-2f24-1493-5d7e-d7873af1,0.0,1.0,0.75,"[0.0,1.0,0.75]",0.9127233757911358,0.8443394680486194,"[0.9127233757911358,0.8443394680486194]","[0.9973143521797809,1.4823606559985916e-06,0.0026841654595631675]",0
24,1beb31a1-0aea-018e-a7e1-82085ffa,0.25,1.0,0.0,"[0.25,1.0,0.0]",0.15456755625992075,1.019054354425171,"[0.15456755625992075,1.019054354425171]","[7.211735788794038e-17,0.9451643240184823,0.05483567598151772]",1
25,1c09a110-d9c3-2442-9f5d-aee802c0,0.25,0.6666666666666666,0.25,"[0.25,0.6666666666666666,0.25]",0.28672130305005966,0.6741241295590941,"[0.28672130305005966,0.6741241295590941]","[1.5980075413358425e-16,2.0721464008285602e-13,0.9999999999997926]",2
26,1cb07e56-7b73-0087-0a17-3e9c1f88,0.08333333333333333,0.8571428571428571,0.5,"[0.08333333333333333,0.8571428571428571,0.5]",0.6231289024649651,0.7683541818898377,"[0.6231289024649651,0.7683541818898377]","[1.2078830957241813e-16,0.758225147097425,0.24177485290257492]",1
27,1d3ed189-1162-0dd0-bcb2-fda83a50,0.0,0.8,0.8333333333333334,"[0.0,0.8,0.8333333333333334]",0.9338296409247058,0.645845831197845,"[0.9338296409247058,0.645845831197845]","[5.949201230384281e-16,0.9406806245572958,0.05931937544270351]",1
28,1d66d118-9cc1-c6cd-c61c-02ca2ddc,0.125,0.75,0.4,"[0.125,0.75,0.4]",0.49093244270063097,0.693631456630212,"[0.49093244270063097,0.693631456630212]","[2.3674213813665097e-16,7.33635607072895e-05,0.9999266364392925]",2
29,1d90b45b-4d8d-42a1-43cd-38e1a241,0.0,0.75,0.8,"[0.0,0.75,0.8]",0.891830096068931,0.6030998266661094,"[0.891830096068931,0.6030998266661094]","[1.5823709361213641e-15,0.7607620868841042,0.23923791311589412]",1
30,1e81aa64-c3c9-ee4f-ce3c-c4248be0,0.3333333333333333,0.0,0.0,"[0.3333333333333333,0.0,0.0]",-0.13808468193391837,0.10598571080232806,"[-0.13808468193391837,0.10598571080232806]","[3.4046960222039285e-15,3.4046960222039285e-15,0.9999999999999932]",2
31,1f7f3fd7-7087-1461-cf43-9add2172,0.027777777777777773,0.6666666666666666,0.75,"[0.027777777777777773,0.6666666666666666,0.75]",0.8151726297265227,0.5399832535076717,"[0.8151726297265227,0.5399832535076717]","[3.3436496251270195e-15,0.0011944672986300513,0.9988055327013665]",2
32,1f96865d-62d4-b049-1788-cfccf324,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
33,20e2fc85-7d0f-8a2c-b651-4b811a97,0.08333333333333333,0.4,0.3333333333333333,"[0.08333333333333333,0.4,0.3333333333333333]",0.3596611713032315,0.359999965885594,"[0.3596611713032315,0.359999965885594]","[3.147459258907914e-16,3.147459258907914e-16,0.9999999999999993]",2
34,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,0.9166666666666666,0.9090909090909092,0.08333333333333333,"[0.9166666666666666,0.9090909090909092,0.08333333333333333]",-0.07233578963321594,1.13503014695979,"[-0.07233578963321594,1.13503014695979]","[1.7636802250927553e-16,0.99227085214702,0.007729147852979649]",1
35,258d2e1f-e3e8-2612-8285-895fb96d,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.9012163189633093,0.8531716106154801,"[0.9012163189633093,0.8531716106154801]","[0.9948137280565118,2.0348200234780348e-06,0.005184237123464808]",0
36,269144fa-ef0e-c81e-52ff-df9a348a,0.1875,0.8333333333333334,0.2307692307692308,"[0.1875,0.8333333333333334,0.2307692307692308]",0.3388496073751453,0.8132876694728132,"[0.3388496073751453,0.8132876694728132]","[2.312000926802892e-16,0.006145340489747002,0.9938546595102528]",2
37,270174bf-baf8-aab4-48e3-139fcf47,0.08333333333333333,0.3333333333333333,0.0,"[0.08333333333333333,0.3333333333333333,0.0]",0.05152251875330692,0.33968478480839026,"[0.05152251875330692,0.33968478480839026]","[3.660949032428253e-16,3.660949032428253e-16,0.9999999999999992]",2
38,27080783-250a-3521-f816-6e7b29cf,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
39,2c1d08f2-a1ba-6915-db46-1a7721b9,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",0.12004638577644117,1.0455507821257528,"[0.12004638577644117,1.0455507821257528]","[6.646994521295806e-17,0.9667272142863748,0.033272785713625255]",1
40,2ee1d86b-74ed-47f3-5733-61cc4821,0.08333333333333333,1.0,0.0,"[0.08333333333333333,1.0,0.0]",0.22360989722687996,0.9660614990240068,"[0.22360989722687996,0.9660614990240068]","[9.642464532322796e-15,0.8532724088017614,0.14672759119822898]",1
41,2f7f0e40-1234-75db-2bcf-bdfbdfbc,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
42,31a88be4-13ad-06c2-119c-3551a490,0.3333333333333333,1.0,0.1,"[0.3333333333333333,1.0,0.1]",0.20732536018721134,1.0328540350224453,"[0.20732536018721134,1.0328540350224453]","[4.2874691534294796e-17,0.9643068260240061,0.0356931739759939]",1
43,3244a4c0-3f85-3017-5694-2f5647cb,0.0,0.8333333333333334,0.8571428571428571,"[0.0,0.8333333333333334,0.8571428571428571]",0.9632147180414248,0.6741416318840288,"[0.9632147180414248,0.6741416318840288]","[1.1392098590596713e-15,0.9180303648100782,0.08196963518992069]",1
44,3447bacb-f54d-55c2-592f-3a3ff765,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3727649922868462,0.9873124866669024,"[0.3727649922868462,0.9873124866669024]","[6.861414179387287e-17,0.8888422357511228,0.11115776424887733]",1
45,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",0.4418073332538054,0.9343196312657384,"[0.4418073332538054,0.9343196312657384]","[1.9755693072103727e-13,0.886429690766564,0.11357030923323849]",1
46,35813a40-7aa6-5336-237b-c93f1759,0.5833333333333334,0.8571428571428571,0.0,"[0.5833333333333334,0.8571428571428571,0.0]",-0.020392992489763312,0.9908164836098667,"[-0.020392992489763312,0.9908164836098667]","[2.9796259322897376e-15,0.01645424759426512,0.9835457524057318]",2
47,35ce5334-aefb-9a61-d1c3-7f01a776,0.5833333333333334,1.0,0.125,"[0.5833333333333334,1.0,0.125]",0.12558159233946506,1.1091691313483647,"[0.12558159233946506,1.1091691313483647]","[7.607465464772022e-17,0.9795775098988476,0.02042249010115235]",1
48,35daa597-4591-5a82-57a9-1fba2635,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.9012163189633093,0.8531716106154801,"[0.9012163189633093,0.8531716106154801]","[0.9948137280565118,2.0348200234780348e-06,0.005184237123464808]",0
49,367365a7-8d2a-3b00-f3e3-f877be3c,0.20833333333333331,0.8333333333333334,0.2857142857142857,"[0.20833333333333331,0.8333333333333334,0.2857142857142857]",0.3781747951997535,0.8129355417258117,"[0.3781747951997535,0.8129355417258117]","[2.29691973107362e-16,0.03293695883345507,0.9670630411665447]",2
50,3681eecc-7864-c1c1-0024-4d4234be,0.75,1.0,0.1,"[0.75,1.0,0.1]",0.034719507769813335,1.1653361735253556,"[0.034719507769813335,1.1653361735253556]","[1.2623128287539837e-16,0.9903769148622676,0.009623085137732211]",1
51,36a67ef1-5f22-7846-3f95-faec67c9,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
52,37ada581-75c2-560e-2eb3-3db3a231,0.3333333333333333,0.5,0.2,"[0.3333333333333333,0.5,0.2]",0.16553880074280175,0.5503747522574257,"[0.16553880074280175,0.5503747522574257]","[1.708395390429953e-16,1.708395390429953e-16,0.9999999999999997]",2
53,37d73652-37e1-cc5f-6c84-3b9a528c,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]",0.9269254068280098,0.6511451167379614,"[0.9269254068280098,0.6511451167379614]","[5.566050441420172e-16,0.9386150714929594,0.061384928507040026]",1
54,380773a6-f975-22c8-187e-e40fe702,0.027777777777777773,0.6666666666666666,0.75,"[0.027777777777777773,0.6666666666666666,0.75]",0.8151726297265227,0.5399832535076717,"[0.8151726297265227,0.5399832535076717]","[3.3436496251270195e-15,0.0011944672986300513,0.9988055327013665]",2
55,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.16666666666666666,0.4,0.0,"[0.16666666666666666,0.4,0.0]",0.03421008611718464,0.428818883930534,"[0.03421008611718464,0.428818883930534]","[2.9615307452478884e-16,2.9615307452478884e-16,0.9999999999999994]",2
56,3c370e25-1bd5-c34b-ec40-31117752,0.25,0.3333333333333333,0.25,"[0.25,0.3333333333333333,0.25]",0.20067761381327315,0.36093577245128583,"[0.20067761381327315,0.36093577245128583]","[2.5671865336574605e-16,2.5671865336574605e-16,0.9999999999999994]",2
57,3d524e1d-934c-6d53-022b-983c91c3,0.05555555555555556,1.0,0.4,"[0.05555555555555556,1.0,0.4]",0.5842328516977872,0.9064423680439165,"[0.5842328516977872,0.9064423680439165]","[9.419349166670724e-05,0.6318097244966543,0.368096082011679]",1
58,3d7d0f75-dda5-644d-e527-018ff340,0.14583333333333334,0.7,0.09090909090909093,"[0.14583333333333334,0.7,0.09090909090909093]",0.19962422124277163,0.6925218010357729,"[0.19962422124277163,0.6925218010357729]","[1.8198319845857606e-16,1.1296745674893964e-15,0.9999999999999988]",2
59,3dc06a27-afe4-b105-1f3c-997851c7,0.2222222222222222,0.7,0.18181818181818185,"[0.2222222222222222,0.7,0.18181818181818185]",0.2473243371578579,0.7052676957279965,"[0.2473243371578579,0.7052676957279965]","[1.7374731694301902e-16,1.6871533569954905e-12,0.9999999999983128]",2
60,3e4346e0-6285-8776-f373-101eac22,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
61,3e713aeb-dcb2-d6a8-962f-635df3e8,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",0.12004638577644117,1.0455507821257528,"[0.12004638577644117,1.0455507821257528]","[6.646994521295806e-17,0.9667272142863748,0.033272785713625255]",1
62,3fc2e2fe-697a-3255-1a17-4204819d,0.08333333333333333,0.7142857142857143,0.5,"[0.08333333333333333,0.7142857142857143,0.5]",0.5862530356491995,0.6341306002722057,"[0.5862530356491995,0.6341306002722057]","[3.786741616575211e-16,2.641721179186898e-05,0.9999735827882077]",2
63,404bc704-6703-c3c0-815e-55c756c5,0.0,0.8571428571428571,0.625,"[0.0,0.8571428571428571,0.625]",0.7667487909619075,0.7259868203101214,"[0.7667487909619075,0.7259868203101214]","[1.6849690284356625e-16,0.8832339057702007,0.11676609422979928]",1
64,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3727649922868462,0.9873124866669024,"[0.3727649922868462,0.9873124866669024]","[6.861414179387287e-17,0.8888422357511228,0.11115776424887733]",1
65,42779e7e-90bc-7eac-5aa8-a9874f90,0.047619047619047616,1.0,0.3636363636363637,"[0.047619047619047616,1.0,0.3636363636363637]",0.5557827733433797,0.9085358976857565,"[0.5557827733433797,0.9085358976857565]","[0.0006056969391508692,0.7399848759047326,0.25940942715611653]",1
66,440d90ef-c7d7-0530-608e-8c0fc440,0.033333333333333326,1.0,0.7142857142857143,"[0.033333333333333326,1.0,0.7142857142857143]",0.8677438453081832,0.8594725916657476,"[0.8677438453081832,0.8594725916657476]","[0.9656739223577959,4.191496051308207e-05,0.03428416268169101]",0
67,459f5319-edaf-cd53-126d-fdfb12a5,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
68,45d78fe4-7d30-3b18-371e-57bb06c7,0.6666666666666666,1.0,0.1111111111111111,"[0.6666666666666666,1.0,0.1111111111111111]",0.07893834207671187,1.1374289961466282,"[0.07893834207671187,1.1374289961466282]","[9.540619901888585e-17,0.9860091606278703,0.013990839372129658]",1
69,4641102c-f3d3-3878-6d00-1c49a28c,0.14583333333333334,0.7,0.2727272727272727,"[0.14583333333333334,0.7,0.2727272727272727]",0.3583132656259901,0.6694368063024867,"[0.3583132656259901,0.6694368063024867]","[1.6523583106526972e-16,8.40815735593266e-11,0.9999999999159183]",2
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.016666666666666663,0.8,0.3333333333333333,"[0.016666666666666663,0.8,0.3333333333333333]",0.490530534774159,0.7146288522544983,"[0.490530534774159,0.7146288522544983]","[2.413744938176816e-16,0.0007391663546662572,0.9992608336453335]",2
71,4b21d918-4ac0-0787-3094-37c9432c,0.2222222222222222,0.6,0.2727272727272727,"[0.2222222222222222,0.6,0.2727272727272727]",0.30085575257843117,0.599768691229011,"[0.30085575257843117,0.599768691229011]","[1.5226070951369908e-16,1.523716338645287e-16,0.9999999999999997]",2
72,4bd540f6-e34d-4592-7680-b2735389,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1309208118180614,0.8125976002903509,"[1.1309208118180614,0.8125976002903509]","[0.9999836794629448,2.8878778754135384e-13,1.6320536766456037e-05]",0
73,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.027777777777777773,0.7142857142857143,0.5,"[0.027777777777777773,0.7142857142857143,0.5]",0.6092671493048526,0.6164663151384844,"[0.6092671493048526,0.6164663151384844]","[4.46130155201297e-16,1.3980161769394387e-05,0.9999860198382301]",2
74,4cc576c8-f218-94be-fef3-4b6fd86e,0.0972222222222222,0.8333333333333334,0.3076923076923077,"[0.0972222222222222,0.8333333333333334,0.3076923076923077]",0.44338521468925085,0.7748164775895103,"[0.44338521468925085,0.7748164775895103]","[2.2991895473239574e-16,0.021361058383228916,0.9786389416167708]",2
75,4d0232bc-202c-ee3a-e58c-e543848c,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]",0.8757987850876618,0.8532900918689452,"[0.8757987850876618,0.8532900918689452]","[0.9986630525817614,2.0371214994563577e-06,0.001334910296739286]",0
76,4debb215-7398-77ba-2243-94adbd31,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]",0.28606536497758944,0.9784504299431362,"[0.28606536497758944,0.9784504299431362]","[4.055980738700425e-17,0.9349504437574568,0.06504955624254313]",1
77,4f3771bf-0850-3813-5de9-d0592e66,0.3333333333333333,0.75,0.0,"[0.3333333333333333,0.75,0.0]",0.05551361884885128,0.8106595142948967,"[0.05551361884885128,0.8106595142948967]","[4.892366357937245e-16,9.135888813835494e-12,0.9999999999908636]",2
78,502b50b6-08fa-b922-9bb6-dbd4d848,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",0.12004638577644117,1.0455507821257528,"[0.12004638577644117,1.0455507821257528]","[6.646994521295806e-17,0.9667272142863748,0.033272785713625255]",1
79,53cb26b0-7222-8eb4-ef0d-29e7a801,0.3333333333333333,0.25,0.2,"[0.3333333333333333,0.25,0.2]",0.10100603381521187,0.3154834844265695,"[0.10100603381521187,0.3154834844265695]","[3.565868006936992e-16,3.565868006936992e-16,0.9999999999999993]",2
80,5409088d-b542-9cac-7fac-9ab00271,0.25,0.7272727272727273,0.25,"[0.25,0.7272727272727273,0.25]",0.30236561018402086,0.7310674672150593,"[0.30236561018402086,0.7310674672150593]","[1.7836940652573823e-16,1.9244855475490013e-08,0.9999999807551443]",2
81,5414140f-2888-40b9-e1e2-7984f327,0.25,1.0,0.0,"[0.25,1.0,0.0]",0.15456755625992075,1.019054354425171,"[0.15456755625992075,1.019054354425171]","[7.211735788794038e-17,0.9451643240184823,0.05483567598151772]",1
82,54e1c86d-b289-f693-e3a3-5d393778,0.016666666666666663,0.8,0.8333333333333334,"[0.016666666666666663,0.8,0.8333333333333334]",0.9269254068280098,0.6511451167379614,"[0.9269254068280098,0.6511451167379614]","[5.566050441420172e-16,0.9386150714929594,0.061384928507040026]",1
83,554558f4-55fd-07df-ddb3-309239ad,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",0.4648214469094584,0.916655346132017,"[0.4648214469094584,0.916655346132017]","[6.287235654606688e-06,0.8843371295462605,0.11565658321808493]",1
84,56a4a9a0-7ab4-0a76-0621-b118321b,0.25,1.0,0.0,"[0.25,1.0,0.0]",0.15456755625992075,1.019054354425171,"[0.15456755625992075,1.019054354425171]","[7.211735788794038e-17,0.9451643240184823,0.05483567598151772]",1
85,57b97824-05f2-21af-72f1-95f7d697,0.13888888888888887,0.5714285714285714,0.125,"[0.13888888888888887,0.5714285714285714,0.125]",0.19906690113739267,0.5651841054256976,"[0.19906690113739267,0.5651841054256976]","[1.6060127617087587e-16,1.6060127617088731e-16,0.9999999999999997]",2
86,5bfa22fd-175f-02d2-c446-36369a81,0.14583333333333334,0.1,0.0,"[0.14583333333333334,0.1,0.0]",-0.034598941575053346,0.140325255608361,"[-0.034598941575053346,0.140325255608361]","[1.5768496309180566e-15,1.5768496309180566e-15,0.9999999999999969]",2
87,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]",0.5969751936995973,0.5717251212659402,"[0.5969751936995973,0.5717251212659402]","[4.444509681395108e-16,1.0305884255831734e-08,0.9999999896941153]",2
88,5e97ad83-2b2c-529e-f831-deac0066,0.125,0.5,0.2,"[0.125,0.5,0.2]",0.25184172695150076,0.48413368300597065,"[0.25184172695150076,0.48413368300597065]","[1.7103541624137534e-16,1.7103541624137534e-16,0.9999999999999997]",2
89,5fad3306-616d-9b57-3411-75efa34d,0.08333333333333333,0.6,0.3333333333333333,"[0.08333333333333333,0.6,0.3333333333333333]",0.41128738484530336,0.5479129801502789,"[0.41128738484530336,0.5479129801502789]","[1.9254626096446857e-16,1.9302434047041702e-16,0.9999999999999997]",2
90,600fadb1-9f64-3bf4-b14c-378c45ae,0.03125,0.9,0.4545454545454545,"[0.03125,0.9,0.4545454545454545]",0.6160951329660649,0.7978322377455852,"[0.6160951329660649,0.7978322377455852]","[7.794268119902875e-17,0.846404299268469,0.153595700731531]",1
91,6408c27b-ab13-d145-5b44-24f30202,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3727649922868462,0.9873124866669024,"[0.3727649922868462,0.9873124866669024]","[6.861414179387287e-17,0.8888422357511228,0.11115776424887733]",1
92,6613f3e0-2e08-24f1-52ba-bfab8807,0.6666666666666666,0.125,0.1111111111111111,"[0.6666666666666666,0.125,0.1111111111111111]",-0.14692634216985273,0.31530955873863153,"[-0.14692634216985273,0.31530955873863153]","[1.1162798451410131e-15,1.1162798451410131e-15,0.9999999999999978]",2
93,6809fd15-56b5-3424-e33d-88eb107c,0.3333333333333333,0.25,0.2,"[0.3333333333333333,0.25,0.2]",0.10100603381521187,0.3154834844265695,"[0.10100603381521187,0.3154834844265695]","[3.565868006936992e-16,3.565868006936992e-16,0.9999999999999993]",2
94,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.013888888888888895,1.0,0.8571428571428571,"[0.013888888888888895,1.0,0.8571428571428571]",1.0004830342459048,0.8351518817213632,"[1.0004830342459048,0.8351518817213632]","[0.999858822671343,1.183871680380018e-09,0.0001411761447853792]",0
95,6c86b1d0-fd95-c414-78d2-9495251b,0.02083333333333333,0.75,0.8,"[0.02083333333333333,0.75,0.8]",0.8831998034480611,0.6097239335912549,"[0.8831998034480611,0.6097239335912549]","[1.3594952929342093e-15,0.767205433107108,0.23279456689289071]",1
96,6e25573c-8b7b-a2e7-a782-480ddb63,0.027777777777777773,0.3333333333333333,0.25,"[0.027777777777777773,0.3333333333333333,0.25]",0.2927340684358854,0.2902786319164004,"[0.2927340684358854,0.2902786319164004]","[3.992813000396997e-16,3.992813000396997e-16,0.9999999999999992]",2
97,6f168bc8-c816-a359-ba88-da8c663d,0.25,0.7142857142857143,0.125,"[0.25,0.7142857142857143,0.125]",0.18991454064185218,0.7347362573107725,"[0.18991454064185218,0.7347362573107725]","[2.08353074671466e-16,1.761197681962056e-12,0.9999999999982386]",2
98,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",0.6600047692807308,0.9025777635074699,"[0.6600047692807308,0.9025777635074699]","[8.572024760133576e-14,0.20171744570504926,0.798282554294865]",2
99,6f99bc0c-a871-5dd6-80cb-22296ada,0.25,1.0,0.0,"[0.25,1.0,0.0]",0.15456755625992075,1.019054354425171,"[0.15456755625992075,1.019054354425171]","[7.211735788794038e-17,0.9451643240184823,0.05483567598151772]",1
