,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,features,prediction
51,36a67ef1-5f22-7846-3f95-faec67c9,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0440365784742387,-0.14093905567449028,"[-1.0440365784742387,-0.14093905567449028]",0
52,37ada581-75c2-560e-2eb3-3db3a231,0.2,5.0,0.8,0.0,1.0,0.0,0.4,0.0,0.4,"[0.2,0.8,0.0,1.0,0.0,0.4,0.0,0.4]",0.7068422724875365,-0.6276616813579631,"[0.7068422724875365,-0.6276616813579631]",4
53,37d73652-37e1-cc5f-6c84-3b9a528c,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.923546812598167,-0.1816889894473473,"[-0.923546812598167,-0.1816889894473473]",0
54,380773a6-f975-22c8-187e-e40fe702,0.75,4.0,0.25,0.0,0.0,1.0,0.0,0.5,0.25,"[0.75,0.25,0.0,0.0,1.0,0.0,0.5,0.25]",-0.8650446740535767,-0.16699626199533293,"[-0.8650446740535767,-0.16699626199533293]",0
55,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.0,6.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5,"[0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5]",0.43594982578236374,0.7573360737461096,"[0.43594982578236374,0.7573360737461096]",2
56,3c370e25-1bd5-c34b-ec40-31117752,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.25,0.5,"[0.25,0.75,0.0,1.0,0.0,0.0,0.25,0.5]",0.6792033275068221,-0.5702611083556374,"[0.6792033275068221,-0.5702611083556374]",4
57,3d524e1d-934c-6d53-022b-983c91c3,0.4,5.0,0.2,0.4,0.0,1.0,0.6,0.2,0.0,"[0.4,0.2,0.4,0.0,1.0,0.6,0.2,0.0]",-0.6546475613234395,0.18311970079832401,"[-0.6546475613234395,0.18311970079832401]",1
58,3d7d0f75-dda5-644d-e527-018ff340,0.09090909090909091,11.0,0.09090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.2727272727272727,"[0.09090909090909091,0.09090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.2727272727272727]",0.4330014917900709,0.48598037532713395,"[0.4330014917900709,0.48598037532713395]",2
59,3dc06a27-afe4-b105-1f3c-997851c7,0.18181818181818182,11.0,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727,"[0.18181818181818182,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727]",0.4840889302535138,-0.4539041401106405,"[0.4840889302535138,-0.4539041401106405]",4
60,3e4346e0-6285-8776-f373-101eac22,1.0,5.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,"(8,[0,4,5,6],[1.0,1.0,0.6,0.2])",-1.0477854578797983,-0.12307199520743982,"[-1.0477854578797983,-0.12307199520743982]",0
