,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,features,probability,prediction
0,003136ec-fd3a-908e-de7e-45301e3b,0.4,5.0,0.6,0.0,0.8,0.2,0.2,0.0,0.6,"[0.4,0.6,0.0,0.8,0.2,0.2,0.0,0.6]",0.35348312262884946,-0.4936103476212519,"[0.35348312262884946,-0.4936103476212519]","[0.9999999999870584,1.0439588228297568e-15,1.0439588228297568e-15,1.2938557214954907e-11,1.0439590205918822e-15]",0
1,0064c3fd-7e6e-425c-f754-34b889c8,0.0,6.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.16666666666666666,0.0,"(8,[2,3,5,6],[1.0,1.0,0.6666666666666666,0.16666666666666666])",0.7927731461920755,0.6346876957287124,"[0.7927731461920755,0.6346876957287124]","[0.0020220712692424246,0.9979779287307576,5.8535720060061535e-18,5.8535720060061535e-18,5.864720718377494e-18]",1
2,037820a7-a143-422c-3ebd-3553d373,0.14285714285714285,7.0,0.8571428571428571,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,"[0.14285714285714285,0.8571428571428571,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855]",0.7440415894993094,-0.636667276404051,"[0.7440415894993094,-0.636667276404051]","[0.0022050605028438226,2.2808708780030948e-17,2.2808708780030948e-17,0.9977949394971561,2.2808708780030948e-17]",3
3,04745589-295d-158e-c6c0-ef24f730,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0440365784742387,-0.14093905567449028,"[-1.0440365784742387,-0.14093905567449028]","[1.0383800684532134e-08,1.419876402302052e-17,0.9902426531142483,1.419876402302052e-17,0.009757336501951071]",2
4,04a7d779-f053-b1a3-386e-82d69979,0.0,7.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.8025984574589519,0.6567591058091738,"[0.8025984574589519,0.6567591058091738]","[0.0018607271449587281,0.9981392728550412,5.986112876892059e-18,5.986112876892059e-18,5.9971320447455896e-18]",1
5,068616a9-816f-e8e4-d737-6ddba1df,0.0,4.0,0.0,1.0,1.0,0.0,0.5,0.0,0.25,"(8,[2,3,5,7],[1.0,1.0,0.5,0.25])",0.8174871489384505,0.6419342364529051,"[0.8174871489384505,0.6419342364529051]","[0.002234371424246235,0.9977656285757538,7.682710509462983e-18,7.682710509462983e-18,7.686375526407157e-18]",1
6,06f2e041-7a2d-a0ab-5f48-fd01f0a2,0.09090909090909091,11.0,0.9090909090909091,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,"(8,[0,1,3,5],[0.09090909090909091,0.9090909090909091,1.0,0.9090909090909091])",0.7438357519917393,-0.7089506869352984,"[0.7438357519917393,-0.7089506869352984]","[0.002518589856808575,3.6456774348211874e-17,3.6456774348211874e-17,0.9974814101431914,3.6456774348211874e-17]",3
7,0781bbba-c179-f93c-1116-8d684911,0.0,5.0,0.0,1.0,0.8,0.2,0.2,0.4,0.2,"[0.0,0.0,1.0,0.8,0.2,0.2,0.4,0.2]",0.5688520840962914,0.7169932902961037,"[0.5688520840962914,0.7169932902961037]","[0.9999999999941229,1.3333146571646413e-15,1.3333146571646413e-15,1.3333146571646413e-15,5.873113995371065e-12]",0
8,08ee9ac0-7656-2b25-ce41-b44d758e,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0477415594433535,-0.11436060717246724,"[-1.0477415594433535,-0.11436060717246724]","[1.2577810112526726e-08,1.9365112894805004e-17,0.9873642509888432,1.9365112894805004e-17,0.012635736433346782]",2
9,0a84077c-d3fa-56fc-803c-a863ca7e,0.0,4.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,"[0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25]",0.8137821679693357,0.6685126849549282,"[0.8137821679693357,0.6685126849549282]","[0.002094692069011459,0.9979053079309885,7.416244829886545e-18,7.416244829886545e-18,7.425413586163167e-18]",1
