,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,prediction
189,pedro,0.2,10.0,0.8,0.0,1.0,0.0,0.9,0.0,0.0,"(8,[0,1,3,5],[0.2,0.8,1.0,0.9])",0.6441117662263774,-0.7952983055259282,-0.7952983055259282,0
190,peri,0.7692307692307693,13.0,0.0,0.23076923076923078,0.0,1.0,0.6153846153846154,0.07692307692307693,0.23076923076923078,"[0.7692307692307693,0.0,0.23076923076923078,0.0,1.0,0.6153846153846154,0.07692307692307693,0.23076923076923078]",-0.8763226644733281,0.0663231970518896,0.0663231970518896,1
191,Pero,0.1111111111111111,9.0,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.1111111111111111,0.0]",0.33858540605437004,0.31312458567428264,0.31312458567428264,2
192,Petar,0.4166666666666667,12.0,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.08333333333333333,0.0,"[0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.08333333333333333,0.0]",0.028984716366716692,-0.04296536372113375,-0.04296536372113375,2
193,PeterKogej,0.18181818181818182,11.0,0.2727272727272727,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,"[0.18181818181818182,0.2727272727272727,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182]",0.36417733760530085,0.16006686649514212,0.16006686649514212,2
194,PetraP,0.6,10.0,0.4,0.0,0.0,1.0,0.9,0.0,0.0,"(8,[0,1,4,5],[0.6,0.4,1.0,0.9])",-0.7968590834719396,-0.36723128614893047,-0.36723128614893047,1
195,Pina,0.9230769230769231,13.0,0.07692307692307693,0.0,0.0,1.0,0.9230769230769231,0.0,0.0,"(8,[0,1,4,5],[0.9230769230769231,0.07692307692307693,1.0,0.9230769230769231])",-1.0027668810574832,-0.26783101580954105,-0.26783101580954105,1
196,Pino,0.2222222222222222,9.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.0,"[0.2222222222222222,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.0]",0.26479484935574354,0.17447799323256938,0.17447799323256938,2
197,Pirko,0.16666666666666666,12.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.0,0.0,"[0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.0,0.0]",0.2995348210948014,0.15130579189714474,0.15130579189714474,2
198,Pjerino,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,1
199,Pjero,0.6666666666666666,9.0,0.1111111111111111,0.2222222222222222,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0,"[0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0]",-0.8308508475294535,-0.02588447458865383,-0.02588447458865383,1
200,Plavac_mali,0.6666666666666666,12.0,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.08333333333333333,0.0,"[0.6666666666666666,0.3333333333333333,0.0,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.08333333333333333,0.0]",-0.34657446098147665,-0.45062271599424264,-0.45062271599424264,1
201,plombar,0.5384615384615384,13.0,0.46153846153846156,0.0,0.3076923076923077,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.23076923076923078,"[0.5384615384615384,0.46153846153846156,0.0,0.3076923076923077,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.23076923076923078]",-0.3762010841208041,-0.37652103666604925,-0.37652103666604925,1
202,Pokmon,0.5833333333333334,12.0,0.4166666666666667,0.0,0.5,0.5,0.8333333333333334,0.08333333333333333,0.0,"[0.5833333333333334,0.4166666666666667,0.0,0.5,0.5,0.8333333333333334,0.08333333333333333,0.0]",-0.19470196242959717,-0.5023622935343534,-0.5023622935343534,0
203,Pokret Otoka,0.5714285714285714,7.0,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0,"[0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0]",-0.2716471454482754,-0.45683610717354745,-0.45683610717354745,1
204,Polona,0.46153846153846156,13.0,0.0,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.46153846153846156,0.0,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693]",-0.4059361990079636,0.2527071176743658,0.2527071176743658,1
205,Primosius,0.0,4.0,0.0,1.0,0.0,1.0,0.5,0.25,0.0,"(8,[2,4,5,6],[1.0,1.0,0.5,0.25])",-0.37124470974743046,0.8292258880386028,0.8292258880386028,2
206,RadoL,0.5,12.0,0.25,0.25,0.5833333333333334,0.4166666666666667,0.9166666666666666,0.0,0.0,"[0.5,0.25,0.25,0.5833333333333334,0.4166666666666667,0.9166666666666666,0.0,0.0]",-0.030123839069355753,-0.25453338483153837,-0.25453338483153837,0
207,Ramo,0.8461538461538461,13.0,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.6923076923076923,0.07692307692307693,0.15384615384615385,"[0.8461538461538461,0.15384615384615385,0.0,0.23076923076923078,0.7692307692307693,0.6923076923076923,0.07692307692307693,0.15384615384615385]",-0.6683199546424992,-0.29742620180507945,-0.29742620180507945,1
208,Rebeka,0.0,13.0,0.0,1.0,0.46153846153846156,0.5384615384615384,0.9230769230769231,0.0,0.0,"(8,[2,3,4,5],[1.0,0.46153846153846156,0.5384615384615384,0.9230769230769231])",0.17702163734756898,0.5882944675451813,0.5882944675451813,2
209,RobiF,0.75,4.0,0.0,0.25,0.0,1.0,0.5,0.25,0.0,"[0.75,0.0,0.25,0.0,1.0,0.5,0.25,0.0]",-0.8820093671116486,0.10198808590693913,0.10198808590693913,1
210,rocco337,0.2222222222222222,9.0,0.7777777777777778,0.0,1.0,0.0,0.8888888888888888,0.0,0.0,"(8,[0,1,3,5],[0.2222222222222222,0.7777777777777778,1.0,0.8888888888888888])",0.6302157775307543,-0.7860294249917583,-0.7860294249917583,0
211,Rok321,0.75,4.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,"[0.75,0.25,0.0,0.0,1.0,0.5,0.25,0.0]",-0.8933062808479562,-0.22076114443041997,-0.22076114443041997,1
212,Roki,0.23076923076923078,13.0,0.07692307692307693,0.6923076923076923,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.07692307692307693,"[0.23076923076923078,0.07692307692307693,0.6923076923076923,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.07692307692307693]",0.01638434916892194,0.3936336382734187,0.3936336382734187,2
213,rokian,0.5,4.0,0.0,0.5,0.0,1.0,0.75,0.0,0.0,"(8,[0,2,4,5],[0.5,0.5,1.0,0.75])",-0.7075283481074129,0.27485845433419354,0.27485845433419354,1
214,Romana,0.3333333333333333,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,"[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222]",-0.20144401700121534,0.003400688343901819,0.003400688343901819,1
215,ruzica kovacevic,0.5,12.0,0.3333333333333333,0.16666666666666666,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.5,0.3333333333333333,0.16666666666666666,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.43084421952534363,-0.23909291352485457,-0.23909291352485457,1
216,Sailman,0.6666666666666666,12.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.0,0.0,"[0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.0,0.0]",-0.44405225777738,-0.4488427590908335,-0.4488427590908335,1
217,Salieri,0.0,12.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.0,0.0,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0]",0.6169336587749162,0.5013396880278356,0.5013396880278356,2
218,Sandi,0.6666666666666666,6.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.6666666666666666,0.16666666666666666,0.0,"[0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.6666666666666666,0.16666666666666666,0.0]",-0.8331323694184448,-0.07151346243061966,-0.07151346243061966,1
219,sawyer,0.23076923076923078,13.0,0.46153846153846156,0.3076923076923077,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0,"[0.23076923076923078,0.46153846153846156,0.3076923076923077,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0]",0.5466865609910077,-0.36955962541389065,-0.36955962541389065,0
220,shrike,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.3333333333333333,0.0]",-0.9494530487546019,-0.18676037471545595,-0.18676037471545595,1
221,Silvestar Tokic,0.38461538461538464,13.0,0.6153846153846154,0.0,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0,"[0.38461538461538464,0.6153846153846154,0.0,0.6923076923076923,0.3076923076923077,0.9230769230769231,0.0,0.0]",0.16112281641858298,-0.6482295802185812,-0.6482295802185812,0
222,Šimun Zamberlin,0.8461538461538461,13.0,0.07692307692307693,0.07692307692307693,0.0,1.0,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.8461538461538461,0.07692307692307693,0.07692307692307693,0.0,1.0,0.7692307692307693,0.07692307692307693,0.07692307692307693]",-0.9451823262351301,-0.15042085922088003,-0.15042085922088003,1
223,Škatja,0.2857142857142857,7.0,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285,"[0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.14285714285714285]",0.1125996584494651,0.26553772116256324,0.26553772116256324,2
224,slipke,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.8185682781938237,0.4505799332281496,0.4505799332281496,2
225,splicho,0.25,8.0,0.75,0.0,1.0,0.0,0.875,0.0,0.0,"(8,[0,1,3,5],[0.25,0.75,1.0,0.875])",0.6128457916612254,-0.774443324324046,-0.774443324324046,0
226,staneb,0.75,12.0,0.25,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.75,0.25,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.5973334674013138,-0.3739224374562894,-0.3739224374562894,1
227,Stanojevic,0.0,5.0,0.0,1.0,0.0,1.0,0.8,0.0,0.0,"(8,[2,4,5],[1.0,1.0,0.8])",-0.36806981622166934,0.7501083452022601,0.7501083452022601,2
228,stipica,0.38461538461538464,13.0,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.07692307692307693,0.6153846153846154,"[0.38461538461538464,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.23076923076923078,0.07692307692307693,0.6153846153846154]",-0.051598893739249516,-0.08839522956310109,-0.08839522956310109,1
229,TAMARA L.,0.8461538461538461,13.0,0.07692307692307693,0.07692307692307693,0.0,1.0,0.6923076923076923,0.15384615384615385,0.07692307692307693,"[0.8461538461538461,0.07692307692307693,0.07692307692307693,0.0,1.0,0.6923076923076923,0.15384615384615385,0.07692307692307693]",-0.9464826749170263,-0.1290232492875569,-0.1290232492875569,1
230,tasa,0.7142857142857143,7.0,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0,"[0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0]",-0.36248027233499835,-0.41092946167251626,-0.41092946167251626,1
231,Tatjana,0.5,4.0,0.5,0.0,0.0,1.0,0.25,0.25,0.25,"[0.5,0.5,0.0,0.0,1.0,0.25,0.25,0.25]",-0.7132272581954531,-0.23146959813793078,-0.23146959813793078,1
232,tibor,0.16666666666666666,6.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,"[0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.5,0.3333333333333333,0.0]",0.09034775139713336,0.0947428676340615,0.0947428676340615,2
233,Tina Kiler,0.46153846153846156,13.0,0.5384615384615384,0.0,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0,"[0.46153846153846156,0.5384615384615384,0.0,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0]",-0.07034703566126675,-0.5774293231066243,-0.5774293231066243,0
234,Tjaša,0.6666666666666666,12.0,0.16666666666666666,0.16666666666666666,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.536816200893187,-0.1855351604403182,-0.1855351604403182,1
235,Tojo,0.25,12.0,0.75,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.25,0.75,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0]",0.4127880317779207,-0.7093206036947963,-0.7093206036947963,0
236,tomaz1961,0.6666666666666666,12.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5833333333333334,0.16666666666666666,0.16666666666666666,"[0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5833333333333334,0.16666666666666666,0.16666666666666666]",-0.8208037351686226,-0.04105352940616138,-0.04105352940616138,1
237,tomba,0.5555555555555556,9.0,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111,"[0.5555555555555556,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111]",-0.3653113959776722,-0.4173747960832369,-0.4173747960832369,1
238,Tome,0.7142857142857143,7.0,0.2857142857142857,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.7142857142857143,0.2857142857142857,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285]",-0.8589702838840736,-0.2427726131583011,-0.2427726131583011,1
239,Tomica,1.0,7.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.14285714285714285,0.0,"(8,[0,4,5,6],[1.0,1.0,0.7142857142857143,0.14285714285714285])",-1.0527057094293697,-0.19074685125297802,-0.19074685125297802,1
240,Tomislav Cipcic,0.25,4.0,0.25,0.5,0.0,1.0,0.75,0.0,0.0,"[0.25,0.25,0.5,0.0,1.0,0.75,0.0,0.0]",-0.5485703760556478,0.19452182470738902,0.19452182470738902,1
241,TonCa,0.3076923076923077,13.0,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0,"[0.3076923076923077,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.9230769230769231,0.0,0.0]",0.04832909557607963,-0.0310225161003026,-0.0310225161003026,2
242,toni88,0.25,12.0,0.5,0.25,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0,"[0.25,0.5,0.25,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0]",0.5243801644542404,-0.4347128184497131,-0.4347128184497131,0
243,Tpk,0.7142857142857143,7.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,1.0,0.42857142857142855,0.2857142857142857,0.14285714285714285]",-0.8549298378725624,-0.01860606308935297,-0.01860606308935297,1
244,Trojan,0.8888888888888888,9.0,0.0,0.1111111111111111,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0,"[0.8888888888888888,0.0,0.1111111111111111,0.0,1.0,0.7777777777777778,0.1111111111111111,0.0]",-0.977167673236048,-0.09791823951476492,-0.09791823951476492,1
245,Urle,0.07692307692307693,13.0,0.15384615384615385,0.7692307692307693,1.0,0.0,0.9230769230769231,0.0,0.0,"[0.07692307692307693,0.15384615384615385,0.7692307692307693,1.0,0.0,0.9230769230769231,0.0,0.0]",0.7566425456449304,0.15380653451749954,0.15380653451749954,2
246,Urosv,0.8333333333333334,12.0,0.16666666666666666,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0,"[0.8333333333333334,0.16666666666666666,0.0,0.25,0.75,0.8333333333333334,0.08333333333333333,0.0]",-0.6503194580852355,-0.3471435609140212,-0.3471435609140212,1
247,vanja123,0.6,5.0,0.4,0.0,0.0,1.0,0.0,0.4,0.4,"[0.6,0.4,0.0,0.0,1.0,0.0,0.4,0.4]",-0.7677247362758157,-0.1254080119186952,-0.1254080119186952,1
248,Vedran,0.5454545454545454,11.0,0.09090909090909091,0.36363636363636365,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0,"[0.5454545454545454,0.09090909090909091,0.36363636363636365,0.0,1.0,0.8181818181818182,0.09090909090909091,0.0]",-0.747473379793785,0.1082412667892996,0.1082412667892996,1
249,Vedran_499,0.42857142857142855,7.0,0.14285714285714285,0.42857142857142855,0.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,"[0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855]",-0.6362144819996357,0.33801196734475936,0.33801196734475936,1
250,vedrana,0.5,4.0,0.25,0.25,0.0,1.0,0.0,0.25,0.5,"[0.5,0.25,0.25,0.0,1.0,0.0,0.25,0.5]",-0.6808092938584074,0.16090780811872207,0.16090780811872207,1
251,vibord,0.15384615384615385,13.0,0.23076923076923078,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.15384615384615385,0.23076923076923078,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.7692307692307693,0.07692307692307693,0.07692307692307693]",0.06701991568587876,0.18401678008961445,0.18401678008961445,2
252,vid,0.2727272727272727,11.0,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.18181818181818182,0.09090909090909091,"[0.2727272727272727,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.18181818181818182,0.09090909090909091]",0.07933606572007312,-0.09217040544305871,-0.09217040544305871,0
253,Vido,0.5,4.0,0.5,0.0,0.75,0.25,0.25,0.25,0.25,"[0.5,0.5,0.0,0.75,0.25,0.25,0.25,0.25]",0.17675131261616678,-0.45611590711851363,-0.45611590711851363,0
254,Vido Repanšek,0.75,4.0,0.25,0.0,0.0,1.0,0.5,0.25,0.0,"[0.75,0.25,0.0,0.0,1.0,0.5,0.25,0.0]",-0.8933062808479562,-0.22076114443041997,-0.22076114443041997,1
255,Viktor Vic,0.6363636363636364,11.0,0.09090909090909091,0.2727272727272727,0.0,1.0,0.5454545454545454,0.18181818181818182,0.18181818181818182,"[0.6363636363636364,0.09090909090909091,0.2727272727272727,0.0,1.0,0.5454545454545454,0.18181818181818182,0.18181818181818182]",-0.7955602589947884,0.09601798802978435,0.09601798802978435,1
256,vini,0.1,10.0,0.0,0.9,0.3,0.7,0.5,0.2,0.2,"[0.1,0.0,0.9,0.3,0.7,0.5,0.2,0.2]",-0.06876688768539421,0.6554704867817952,0.6554704867817952,2
257,Vlado,0.8181818181818182,11.0,0.0,0.18181818181818182,0.0,1.0,0.5454545454545454,0.2727272727272727,0.09090909090909091,"[0.8181818181818182,0.0,0.18181818181818182,0.0,1.0,0.5454545454545454,0.2727272727272727,0.09090909090909091]",-0.9244911832336026,0.03705001904078668,0.03705001904078668,1
258,Vlajko,0.15384615384615385,13.0,0.0,0.8461538461538461,0.6153846153846154,0.38461538461538464,0.9230769230769231,0.0,0.0,"[0.15384615384615385,0.0,0.8461538461538461,0.6153846153846154,0.38461538461538464,0.9230769230769231,0.0,0.0]",0.2548091067726769,0.39303618834266923,0.39303618834266923,2
259,Vlasta Svetina,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,"(8,[2,3,7],[1.0,1.0,0.9166666666666666])",0.8935592377855921,0.6835408536417942,0.6835408536417942,2
260,wavemaker,0.4166666666666667,12.0,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.0,"[0.4166666666666667,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.08333333333333333,0.0]",-0.2789717209734642,-0.29083249106496534,-0.29083249106496534,1
261,x,0.0,10.0,0.0,1.0,0.9,0.1,0.8,0.1,0.0,"[0.0,0.0,1.0,0.9,0.1,0.8,0.1,0.0]",0.6961115360850053,0.48919904623279564,0.48919904623279564,2
262,Žanetic,0.07692307692307693,13.0,0.46153846153846156,0.46153846153846156,1.0,0.0,0.9230769230769231,0.0,0.0,"[0.07692307692307693,0.46153846153846156,0.46153846153846156,1.0,0.0,0.9230769230769231,0.0,0.0]",0.7427386518156288,-0.2434232874361732,-0.2434232874361732,0
263,Zdenko,0.2,5.0,0.4,0.4,0.6,0.4,0.2,0.2,0.4,"[0.2,0.4,0.4,0.6,0.4,0.2,0.2,0.4]",0.22004684420732665,0.027101316207085755,0.027101316207085755,2
264,Zdenko Škrlj,0.38461538461538464,13.0,0.07692307692307693,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.46153846153846156,"[0.38461538461538464,0.07692307692307693,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.46153846153846156]",-0.05199291819229843,0.2873840940658678,0.2873840940658678,2
265,Zdravko,0.3076923076923077,13.0,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0,"[0.3076923076923077,0.15384615384615385,0.5384615384615384,0.23076923076923078,0.7692307692307693,0.9230769230769231,0.0,0.0]",-0.31331434463290053,0.16044752768784176,0.16044752768784176,1
266,Živko Joncic,0.07692307692307693,13.0,0.8461538461538461,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0,"[0.07692307692307693,0.8461538461538461,0.07692307692307693,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0]",0.6340789311124253,-0.7169199178033325,-0.7169199178033325,0
267,zvjezdana,0.4,5.0,0.4,0.2,0.6,0.4,0.8,0.0,0.0,"[0.4,0.4,0.2,0.6,0.4,0.8,0.0,0.0]",0.053430161188617986,-0.333867631658868,-0.333867631658868,0
268,Zvonimir Matic,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.75,"(8,[0,1,3,7],[0.25,0.75,1.0,0.75])",0.6788370426894442,-0.5416205201835584,-0.5416205201835584,0
269,003136ec-fd3a-908e-de7e-45301e3b,0.4,5.0,0.6,0.0,0.8,0.2,0.2,0.0,0.6,"[0.4,0.6,0.0,0.8,0.2,0.2,0.0,0.6]",0.33241077052444185,-0.4848650761172724,-0.4848650761172724,0
270,0064c3fd-7e6e-425c-f754-34b889c8,0.0,6.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.16666666666666666,0.0,"(8,[2,3,5,6],[1.0,1.0,0.6666666666666666,0.16666666666666666])",0.8150500295894471,0.4905578810483213,0.4905578810483213,2
271,037820a7-a143-422c-3ebd-3553d373,0.14285714285714285,7.0,0.8571428571428571,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,"[0.14285714285714285,0.8571428571428571,0.0,1.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855]",0.7151386616220117,-0.6463525489430576,-0.6463525489430576,0
272,04745589-295d-158e-c6c0-ef24f730,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0480381196835582,-0.2099667470869155,-0.2099667470869155,1
273,04a7d779-f053-b1a3-386e-82d69979,0.0,7.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.0,0.0,1.0,1.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.8246061666438855,0.558901087159469,0.558901087159469,2
274,068616a9-816f-e8e4-d737-6ddba1df,0.0,4.0,0.0,1.0,1.0,0.0,0.5,0.0,0.25,"(8,[2,3,5,7],[1.0,1.0,0.5,0.25])",0.8407405684849636,0.5297834197004858,0.5297834197004858,2
275,06f2e041-7a2d-a0ab-5f48-fd01f0a2,0.09090909090909091,11.0,0.9090909090909091,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,"(8,[0,1,3,5],[0.09090909090909091,0.9090909090909091,1.0,0.9090909090909091])",0.713284110450711,-0.8320952549181779,-0.8320952549181779,0
276,0781bbba-c179-f93c-1116-8d684911,0.0,5.0,0.0,1.0,0.8,0.2,0.2,0.4,0.2,"[0.0,0.0,1.0,0.8,0.2,0.2,0.4,0.2]",0.5913756866454547,0.677455728011687,0.677455728011687,2
277,08ee9ac0-7656-2b25-ce41-b44d758e,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,"(8,[0,4,5,6],[1.0,1.0,0.5,0.25])",-1.0522642528997215,-0.14042451480361542,-0.14042451480361542,1
278,0a84077c-d3fa-56fc-803c-a863ca7e,0.0,4.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,"[0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25]",0.8365144352688005,0.599325651983786,0.599325651983786,2
279,0c9621b0-ff94-77e8-727f-5420882d,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,1
280,0e59235e-e51a-a5cd-e0ba-0fffe847,0.09090909090909091,11.0,0.9090909090909091,0.0,1.0,0.0,0.8181818181818182,0.09090909090909091,0.0,"[0.09090909090909091,0.9090909090909091,0.0,1.0,0.0,0.8181818181818182,0.09090909090909091,0.0]",0.7117473347357426,-0.8068071704515234,-0.8068071704515234,0
281,101c246c-3f77-d919-ca38-8d19141e,0.0,4.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.75])",0.8196195178842255,0.4601552437811921,0.4601552437811921,2
282,10355f7a-f86a-830c-cbf1-fb3c40b6,0.0,4.0,0.0,1.0,0.75,0.25,0.25,0.25,0.25,"[0.0,0.0,1.0,0.75,0.25,0.25,0.25,0.25]",0.5398549116649274,0.6742077549773138,0.6742077549773138,2
283,135b42ab-ac52-d14a-c37c-6ffeca28,0.0,8.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.875])",0.8169914186582209,0.43621696739858584,0.43621696739858584,2
