,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,features,probability,prediction
26,1cb07e56-7b73-0087-0a17-3e9c1f88,0.5,8.0,0.5,0.0,0.5,0.5,0.5,0.25,0.125,"[0.5,0.5,0.0,0.5,0.5,0.5,0.25,0.125]",-0.1139662770810079,-0.40971316443084477,"[-0.1139662770810079,-0.40971316443084477]","[0.9998576527200176,0.00014234727997626428,6.083471294526018e-15]",0
27,1d3ed189-1162-0dd0-bcb2-fda83a50,0.8333333333333334,6.0,0.0,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.0,0.16666666666666666,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.925205364342057,0.044410996381204444,"[-0.925205364342057,0.044410996381204444]","[4.242070866346924e-05,0.9999575792913361,5.119535731872876e-16]",1
28,1d66d118-9cc1-c6cd-c61c-02ca2ddc,0.4,5.0,0.6,0.0,0.6,0.4,0.4,0.2,0.2,"[0.4,0.6,0.0,0.6,0.4,0.4,0.2,0.2]",0.07928673638912329,-0.4634467670802033,"[0.07928673638912329,-0.4634467670802033]","[0.9999997790452633,2.209547349462008e-07,1.6861348718944475e-15]",0
29,1d90b45b-4d8d-42a1-43cd-38e1a241,0.8,5.0,0.0,0.2,0.0,1.0,0.4,0.2,0.2,"[0.8,0.0,0.2,0.0,1.0,0.4,0.2,0.2]",-0.9006542268853529,0.08487670512691135,"[-0.9006542268853529,0.08487670512691135]","[0.00012248286637646047,0.9998775171336229,5.748558217281992e-16]",1
30,1e81aa64-c3c9-ee4f-ce3c-c4248be0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8,"(8,[2,3,7],[1.0,1.0,0.8])",0.8627611412845246,0.6810117582877792,"[0.8627611412845246,0.6810117582877792]","[7.443708462696583e-08,0.8398933024490753,0.16010662311384002]",1
31,1f7f3fd7-7087-1461-cf43-9add2172,0.75,4.0,0.25,0.0,0.0,1.0,0.25,0.25,0.25,"[0.75,0.25,0.0,0.0,1.0,0.25,0.25,0.25]",-0.8613396930844617,-0.19357471049735597,"[-0.8613396930844617,-0.19357471049735597]","[9.36670375672383e-06,0.9999906332962425,7.490878372855129e-16]",1
32,1f96865d-62d4-b049-1788-cfccf324,1.0,4.0,0.0,0.0,0.0,1.0,0.25,0.5,0.0,"(8,[0,4,5,6],[1.0,1.0,0.25,0.5])",-1.0514465404124687,-0.0877821586704442,"[-1.0514465404124687,-0.0877821586704442]","[4.0213540064538634e-07,0.9999995978645989,4.982030278004335e-16]",1
33,20e2fc85-7d0f-8a2c-b651-4b811a97,0.3333333333333333,6.0,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.0,0.5,"[0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,0.0,0.5]",0.027131586518020216,0.20811703192160852,"[0.027131586518020216,0.20811703192160852]","[0.4422402244749401,0.5577597755250594,4.0060122479167255e-16]",1
34,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,0.08333333333333333,12.0,0.9166666666666666,0.0,1.0,0.0,0.75,0.08333333333333333,0.08333333333333333,"[0.08333333333333333,0.9166666666666666,0.0,1.0,0.0,0.75,0.08333333333333333,0.08333333333333333]",0.7544745756193902,-0.6971558254139709,"[0.7544745756193902,-0.6971558254139709]","[0.34305026176655534,3.133089657447188e-16,0.6569497382334443]",2
35,258d2e1f-e3e8-2612-8285-895fb96d,0.75,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,1,4,5],[0.75,0.25,1.0,0.75])",-0.8785705698318658,-0.23945916816730717,"[-0.8785705698318658,-0.23945916816730717]","[4.417268135782419e-06,0.9999955827318632,1.0543816508957175e-15]",1
36,269144fa-ef0e-c81e-52ff-df9a348a,0.23076923076923078,13.0,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.15384615384615385,"[0.23076923076923078,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.15384615384615385]",0.3877162808046394,-0.48445989897073366,"[0.3877162808046394,-0.48445989897073366]","[0.9999999999512602,4.873925967817054e-11,5.123666740384329e-16]",0
37,270174bf-baf8-aab4-48e3-139fcf47,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.25,0.5,"(8,[2,4,6,7],[1.0,1.0,0.25,0.5])",-0.3539571199041646,0.8867708761634324,"[-0.3539571199041646,0.8867708761634324]","[0.9968041130828937,0.003195886917077468,2.8749804238259326e-14]",0
38,27080783-250a-3521-f816-6e7b29cf,1.0,5.0,0.0,0.0,0.0,1.0,0.4,0.4,0.0,"(8,[0,4,5,6],[1.0,1.0,0.4,0.4])",-1.05074944265509,-0.10180923640582136,"[-1.05074944265509,-0.10180923640582136]","[3.2337973636654903e-07,0.9999996766202632,4.934516765902153e-16]",1
39,2c1d08f2-a1ba-6915-db46-1a7721b9,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.7957663965916639,0.619232528950409,"[0.7957663965916639,0.619232528950409]","[1.0510311845903483e-07,0.0676637413034902,0.9323361535933913]",2
40,2ee1d86b-74ed-47f3-5733-61cc4821,0.0,4.0,0.0,1.0,0.75,0.25,0.75,0.0,0.0,"(8,[2,3,4,5],[1.0,0.75,0.25,0.75])",0.4993825048244268,0.672366272795121,"[0.4993825048244268,0.672366272795121]","[8.473226644181036e-05,0.9999152677335573,8.446727893995006e-16]",1
41,2f7f0e40-1234-75db-2bcf-bdfbdfbc,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.0453447361913515,-0.14659855289877022,"[-1.0453447361913515,-0.14659855289877022]","[1.8174241784522275e-07,0.9999998182575817,5.07890546218721e-16]",1
42,31a88be4-13ad-06c2-119c-3551a490,0.1,10.0,0.2,0.7,1.0,0.0,0.7,0.2,0.0,"[0.1,0.2,0.7,1.0,0.0,0.7,0.2,0.0]",0.7280316122378896,0.26613196158862507,"[0.7280316122378896,0.26613196158862507]","[0.000980814652322828,0.008192165349687142,0.99082701999799]",2
43,3244a4c0-3f85-3017-5694-2f5647cb,0.8571428571428571,7.0,0.0,0.14285714285714285,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,"[0.8571428571428571,0.0,0.14285714285714285,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285]",-0.9427418910968455,0.015506918705699516,"[-0.9427418910968455,0.015506918705699516]","[1.9581804531850406e-05,0.9999804181954677,4.828808308188298e-16]",1
44,3447bacb-f54d-55c2-592f-3a3ff765,0.25,8.0,0.75,0.0,0.75,0.25,0.875,0.0,0.0,"[0.25,0.75,0.0,0.75,0.25,0.875,0.0,0.0]",0.3419055700697253,-0.5942027755197927,"[0.3419055700697253,-0.5942027755197927]","[0.9999999999988125,1.1867551377200905e-12,8.172717411564148e-16]",0
45,34a3d1d8-74eb-8a4e-0506-b9ca1551,0.25,4.0,0.0,0.75,0.75,0.25,0.5,0.25,0.0,"[0.25,0.0,0.75,0.75,0.25,0.5,0.25,0.0]",0.33269934282877406,0.45831485504713326,"[0.33269934282877406,0.45831485504713326]","[0.014209826752305895,0.9857901732476936,5.845283490742335e-16]",1
46,35813a40-7aa6-5336-237b-c93f1759,0.125,8.0,0.875,0.0,1.0,0.0,0.75,0.0,0.125,"[0.125,0.875,0.0,1.0,0.0,0.75,0.0,0.125]",0.732275289646676,-0.6835478726923812,"[0.732275289646676,-0.6835478726923812]","[0.164359763796377,1.4012350089378168e-16,0.8356402362036228]",2
47,35ce5334-aefb-9a61-d1c3-7f01a776,0.125,8.0,0.875,0.0,1.0,0.0,0.875,0.0,0.0,"(8,[0,1,3,5],[0.125,0.875,1.0,0.875])",0.7218073607884165,-0.6932008772763452,"[0.7218073607884165,-0.6932008772763452]","[0.15266492042080015,1.2722718527245953e-16,0.8473350795791997]",2
48,35daa597-4591-5a82-57a9-1fba2635,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0440365784742387,-0.14093905567449028,"[-1.0440365784742387,-0.14093905567449028]","[2.042120086342061e-07,0.9999997957879909,5.02535279184604e-16]",1
49,367365a7-8d2a-3b00-f3e3-f877be3c,0.2857142857142857,7.0,0.7142857142857143,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.2857142857142857,0.7142857142857143,0.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.4536350229610062,-0.558824654593121,"[0.4536350229610062,-0.558824654593121]","[0.999999999999688,3.113830896331763e-13,5.600621325426864e-16]",0
50,3681eecc-7864-c1c1-0024-4d4234be,0.1,10.0,0.9,0.0,1.0,0.0,0.9,0.0,0.0,"(8,[0,1,3,5],[0.1,0.9,1.0,0.9])",0.7379615143375199,-0.7047507376929109,"[0.7379615143375199,-0.7047507376929109]","[0.1955448316948811,1.7098957833785772e-16,0.8044551683051188]",2
51,36a67ef1-5f22-7846-3f95-faec67c9,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0440365784742387,-0.14093905567449028,"[-1.0440365784742387,-0.14093905567449028]","[2.042120086342061e-07,0.9999997957879909,5.02535279184604e-16]",1
52,37ada581-75c2-560e-2eb3-3db3a231,0.2,5.0,0.8,0.0,1.0,0.0,0.4,0.0,0.4,"[0.2,0.8,0.0,1.0,0.0,0.4,0.0,0.4]",0.7068422724875365,-0.6276616813579631,"[0.7068422724875365,-0.6276616813579631]","[0.1828285190228793,1.459069997868293e-16,0.8171714809771206]",2
53,37d73652-37e1-cc5f-6c84-3b9a528c,0.8333333333333334,6.0,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666,"[0.8333333333333334,0.16666666666666666,0.0,0.0,1.0,0.5,0.16666666666666666,0.16666666666666666]",-0.923546812598167,-0.1816889894473473,"[-0.923546812598167,-0.1816889894473473]","[2.2786684909381234e-06,0.9999977213315085,6.123480438424416e-16]",1
54,380773a6-f975-22c8-187e-e40fe702,0.75,4.0,0.25,0.0,0.0,1.0,0.0,0.5,0.25,"[0.75,0.25,0.0,0.0,1.0,0.0,0.5,0.25]",-0.8650446740535767,-0.16699626199533293,"[-0.8650446740535767,-0.16699626199533293]","[1.053669060709833e-05,0.9999894633093923,6.167304543636747e-16]",1
55,3be7d5a2-f78e-3472-e5ac-fa27ed08,0.0,6.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5,"[0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5]",0.43594982578236374,0.7573360737461096,"[0.43594982578236374,0.7573360737461096]","[9.695934827298912e-05,0.9999030406517255,1.4841278746443329e-15]",1
56,3c370e25-1bd5-c34b-ec40-31117752,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.25,0.5,"[0.25,0.75,0.0,1.0,0.0,0.0,0.25,0.5]",0.6792033275068221,-0.5702611083556374,"[0.6792033275068221,-0.5702611083556374]","[0.5971667248842404,8.042675395537817e-16,0.40283327511575895]",0
57,3d524e1d-934c-6d53-022b-983c91c3,0.4,5.0,0.2,0.4,0.0,1.0,0.6,0.2,0.0,"[0.4,0.2,0.4,0.0,1.0,0.6,0.2,0.0]",-0.6546475613234395,0.18311970079832401,"[-0.6546475613234395,0.18311970079832401]","[0.010068913291031212,0.9899310867089685,4.300890239489646e-16]",1
58,3d7d0f75-dda5-644d-e527-018ff340,0.09090909090909091,11.0,0.09090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.2727272727272727,"[0.09090909090909091,0.09090909090909091,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.2727272727272727]",0.4330014917900709,0.48598037532713395,"[0.4330014917900709,0.48598037532713395]","[0.003781821904474967,0.9962181780955243,7.417834341202881e-16]",1
59,3dc06a27-afe4-b105-1f3c-997851c7,0.18181818181818182,11.0,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727,"[0.18181818181818182,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727]",0.4840889302535138,-0.4539041401106405,"[0.4840889302535138,-0.4539041401106405]","[0.9999999999786163,2.1383148580952635e-11,4.91593055567095e-16]",0
60,3e4346e0-6285-8776-f373-101eac22,1.0,5.0,0.0,0.0,0.0,1.0,0.6,0.2,0.0,"(8,[0,4,5,6],[1.0,1.0,0.6,0.2])",-1.0477854578797983,-0.12307199520743982,"[-1.0477854578797983,-0.12307199520743982]","[2.459985571037149e-07,0.9999997540014425,4.938558680962383e-16]",1
61,3e713aeb-dcb2-d6a8-962f-635df3e8,0.0,5.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.8])",0.7957663965916639,0.619232528950409,"[0.7957663965916639,0.619232528950409]","[1.0510311845903483e-07,0.0676637413034902,0.9323361535933913]",2
62,3fc2e2fe-697a-3255-1a17-4204819d,0.5,8.0,0.5,0.0,0.5,0.5,0.375,0.25,0.25,"[0.5,0.5,0.0,0.5,0.5,0.375,0.25,0.25]",-0.10349834822274842,-0.40006015984688065,"[-0.10349834822274842,-0.40006015984688065]","[0.9998614196465844,0.00013858035341050794,5.0873910258017444e-15]",0
63,404bc704-6703-c3c0-815e-55c756c5,0.875,8.0,0.0,0.125,0.0,1.0,0.625,0.125,0.125,"[0.875,0.0,0.125,0.0,1.0,0.625,0.125,0.125]",-0.9558942861629369,-0.0061711395509291885,"[-0.9558942861629369,-0.0061711395509291885]","[1.0872899874440981e-05,0.9999891271001251,4.683553974084317e-16]",1
64,4196e8ee-e405-a1e1-4a7f-7d9149a5,0.25,4.0,0.75,0.0,1.0,0.0,0.5,0.25,0.0,"[0.25,0.75,0.0,1.0,0.0,0.5,0.25,0.0]",0.6373316120737842,-0.6088731266914937,"[0.6373316120737842,-0.6088731266914937]","[0.9967663249251782,8.547489634415555e-16,0.0032336750748208467]",0
65,42779e7e-90bc-7eac-5aa8-a9874f90,0.36363636363636365,11.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.0,0.0,"[0.36363636363636365,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.0,0.0]",-0.19672091752571255,0.018440793435890487,"[-0.19672091752571255,0.018440793435890487]","[0.5247576871672193,0.47524231283278007,6.867520098418771e-16]",0
66,440d90ef-c7d7-0530-608e-8c0fc440,0.7142857142857143,7.0,0.2857142857142857,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,"(8,[0,1,4,5],[0.7142857142857143,0.2857142857142857,1.0,0.8571428571428571])",-0.8566144856621003,-0.2608099663832123,"[-0.8566144856621003,-0.2608099663832123]","[6.938451435751022e-06,0.9999930615485629,1.4108677312392257e-15]",1
67,459f5319-edaf-cd53-126d-fdfb12a5,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.75])",-1.0440365784742387,-0.14093905567449028,"[-1.0440365784742387,-0.14093905567449028]","[2.042120086342061e-07,0.9999997957879909,5.02535279184604e-16]",1
68,45d78fe4-7d30-3b18-371e-57bb06c7,0.1111111111111111,9.0,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0,"[0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.7777777777777778,0.1111111111111111,0.0]",0.7291352323294229,-0.6878048226179826,"[0.7291352323294229,-0.6878048226179826]","[0.15860541217096005,1.3428769369586462e-16,0.8413945878290398]",2
69,4641102c-f3d3-3878-6d00-1c49a28c,0.2727272727272727,11.0,0.09090909090909091,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.2727272727272727,"[0.2727272727272727,0.09090909090909091,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.2727272727272727]",0.20371599710323077,0.3483931789686497,"[0.20371599710323077,0.3483931789686497]","[0.12146353909385421,0.8785364609061453,5.255073733564618e-16]",1
70,4a97a9b2-74fe-c9f3-625f-0176bddf,0.3333333333333333,6.0,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666]",-0.6017189896017247,0.5433896945492415,"[-0.6017189896017247,0.5433896945492415]","[0.7620035923066251,0.23799640769336833,6.705322921576276e-15]",0
71,4b21d918-4ac0-0787-3094-37c9432c,0.45454545454545453,11.0,0.5454545454545454,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365,"[0.45454545454545453,0.5454545454545454,0.0,0.9090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.36363636363636365]",0.4228541694320483,-0.5001508945145092,"[0.4228541694320483,-0.5001508945145092]","[0.9999999999895473,1.0452173172189284e-11,5.099502800837606e-16]",0
72,4bd540f6-e34d-4592-7680-b2735389,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.0453447361913515,-0.14659855289877022,"[-1.0453447361913515,-0.14659855289877022]","[1.8174241784522275e-07,0.9999998182575817,5.07890546218721e-16]",1
73,4c4ac589-35f5-76e3-d0a3-fedab6c6,0.5,8.0,0.25,0.25,0.0,1.0,0.25,0.375,0.25,"[0.5,0.25,0.25,0.0,1.0,0.25,0.375,0.25]",-0.7021762391181505,0.051855134167246485,"[-0.7021762391181505,0.051855134167246485]","[0.0015214622227081257,0.9984785377772915,3.384991752026517e-16]",1
